node_id,H_m,VEI,Wc,Wb,face_id,hwc,hwb
n00298,16.959072000000003,0.8586844987409894,30.49726598608863,30.63667912402593,f15,0.5560849948889158,0.5535545132468467
n00299,13.149072,0.8363040019753923,30.429331028317236,30.567946373437827,f15,0.43211833962973434,0.43015882844605985
n00300,13.142976,0.7685779416921384,30.316774939753792,30.452724741838317,f15,0.43352157431382565,0.431586208177397
n00301,13.149072,0.6604766710099683,68.29748347253074,32.44772812317299,f15,0.1925264494597163,0.4052386025328352
n00302,13.133832000000002,0.637960909408509,,,f15,,
n00303,68.490084,0.7514776509290053,61.74341626019578,61.896195444962736,f15,1.1092694273891937,1.1065314032249438
n00304,41.548812,0.7920584940596841,31.30507822024355,32.171961837851484,f15,1.3272227498582736,1.2914603159548794
n00305,21.512784000000003,0.7344318047125633,56.15825570064901,33.18338426529933,f15,0.383074291243547,0.6482998788793355
n00306,20.970239999999997,0.8509800990860997,30.653917354716807,30.79873988064465,f15,0.684096579152982,0.6808798048643109
n00307,20.904708,0.8864462146561892,30.365843941782657,30.510967100833255,f15,0.6884283552295951,0.6851538966599683
n00308,20.994623999999998,0.8940465317758838,30.68577601482066,30.832432739546817,f15,0.6841809700318474,0.6809266131333035
n00309,20.994623999999998,0.8995914624917466,30.89199240758719,31.525151687867293,f15,0.6796137886801902,0.6659642500016882
n00310,16.681704,0.8946414302207187,30.987917239815307,31.602052333561446,f15,0.5383293065777991,0.527867741750557
n00311,13.051536,0.8770408971159032,30.84667739592463,31.236569589079117,f15,0.4231099457643477,0.4178287235664655
n00312,13.051536,0.8388295087366558,30.942564307245433,31.184863503510464,f15,0.42179878404401944,0.4185215047848709
n00313,13.051536,0.7620761696977308,113.84510853614783,109.60158773796223,f15,0.11464292289603209,0.1190816325690818
n00314,56.388000000000005,0.8368253810785111,87.44659732806525,22.876365399415086,f16,0.6448278346206474,2.4649020513303115
n00315,19.05762,0.9350275416617921,20.155449467459206,20.256154818708964,f16,0.9455318786499084,0.9408310792726576
n00316,19.839432000000002,0.93930787065595,22.044581989200587,22.12815270751316,f16,0.8999686185802541,0.8965697345926184
n00317,19.839432000000002,0.9419331261746121,52.74269639149034,52.94509506008357,f16,0.37615505761667795,0.37471709093138206
n00318,30.986108582904,0.9281989813876647,52.1755941347396,55.59753555698828,f16,0.5938812791069455,0.5573288145324857
n00319,64.663660470744,0.9069085689178796,44.479879328957445,54.832670892258704,f16,1.4537732890980763,1.1792907297512885
n00320,64.663660470744,0.8927107947993884,18.39759125764623,18.61058097769307,f16,3.5147894941882196,3.4745643109288675
n00321,57.10902223537201,0.8006574054046952,,,f16,,
n00322,49.961292,0.8065973566773197,,,f16,,
n00323,21.662136,0.869035711668921,18.15711920781777,18.380922073962388,f16,1.1930381550104656,1.178511932798281
n00324,16.77924,0.8793977119839457,20.820874604458993,19.89777894753167,f16,0.8058854548024876,0.8432720076067322
n00325,16.56588,0.8894784946471108,20.677448717226707,20.517812228860368,f16,0.801156865459843,0.8073901747038323
n00326,15.965424000000002,0.8804901550511973,29.990762084439933,29.87837736285281,f16,0.5323447251873377,0.5343470900748946
n00327,16.669512,0.878171975803282,21.132492797199674,21.228646935258027,f16,0.7888095436714841,0.7852366686787797
n00328,17.21999503416,0.8512973286107757,25.667758212855304,25.788789560463876,f16,0.6708803663864821,0.6677318062480733
n00329,18.025872,0.8144852524051975,,30.53929347526219,f16,,0.5902517690725732
n00330,27.776424,0.835386878497159,18.87819306098016,19.366115392126005,f16,1.471349716060052,1.434279587701595
n00331,27.776424,0.8942674924671057,19.768474502271655,19.543661354811835,f16,1.4050868718680405,1.4212497594858897
n00332,20.641056,0.9089593574032474,20.116370880131676,20.371377675120613,f16,1.0260824938551187,1.0132380995129624
n00333,16.567404000000003,0.9083910795192494,19.031160355107517,19.12282767435987,f16,0.8705409281864256,0.8663678971606166
n00334,17.044406674644,0.906478532668368,19.13418384235746,19.087288332122093,f16,0.8907830516874566,0.8929716143052067
n00335,13.720572,0.8481444331687665,27.30156592437135,20.387955233401247,f16,0.5025562283865933,0.6729744029220653
n00336,12.920472,0.7940673395241402,19.519567258219112,19.710655466716833,f16,0.6619241005232619,0.6555069678843176
n00337,16.242792,0.8319513673383633,115.81428072740374,,f16,0.1402486109483445,
n00338,16.226028,0.9151837661275161,18.16704598883159,18.44261722254762,f16,0.8931572039821524,0.8798115692691567
n00339,16.209264,0.8890750302424857,17.883716699582994,18.38198448054453,f16,0.9063699829453216,0.881801636659843
n00340,16.226028,0.8519575494577591,18.320105352397796,18.410505432988273,f16,0.8856951249942612,0.8813461454961422
n00341,17.047713914664,0.8234492267688703,45.87060065269559,41.20684890717688,f16,0.37164793292634135,0.4137106904987062
n00342,15.794736,0.9055984535020439,18.646530410395528,18.330299229103904,f16,0.8470603191248042,0.8616736586013791
n00343,15.880080000000001,0.8909728065213259,17.83254106039034,18.540162999621614,f16,0.8905113380208529,0.8565232139719644
n00344,15.709392000000001,0.8718136211133212,19.6211873948696,21.430641690550836,f16,0.8006341147380088,0.7330341399402222
n00345,13.935456,0.829783726997147,20.333483478364215,21.247507727598865,f16,0.6853452343681289,0.6558630865632736
n00346,13.411200000000001,0.8323759672311889,18.34654387647528,18.682915482293808,f16,0.730993264469632,0.7178322897574566
n00347,13.478256,0.7465890384022641,18.14877472646437,18.426670104111132,f16,0.7426537715709334,0.731453698571013
n00348,13.545312,0.6205201044381979,,,f16,,
n00349,37.231320000000004,0.5959113611941919,,,f16,,
n00350,27.168348,0.5543524031530407,,,f16,,
n00351,17.105376,0.6261985014606439,,,f16,,
n00352,19.031712,0.6640872115254877,,,f16,,
n00353,17.105376,0.6714631197293641,,,f16,,
n00354,19.70532,0.6857619645291498,,,f16,,
n00355,20.013168,0.6927837141539925,,,f16,,
n00356,19.70532,0.7246784080680612,,,f16,,
n00357,19.70532,0.7609949605145053,40.494039974263146,40.2313345240441,f16,0.48662272306058224,0.48980030697771637
n00358,19.397472,0.7643155701769382,,,f16,,
n00359,33.569713660032,0.7034504154726496,,,f16,,
n00360,26.483592830016,0.6701909524747073,,,f16,,
n00361,33.159192000000004,0.7770909688124815,50.27767985066811,30.403729361936247,f17,0.6595211254474658,1.090629100307459
n00362,49.887281463744,0.8009293622627687,35.57010670882726,20.153778134510024,f17,1.4025058140003757,2.4753314803203206
n00363,38.187135545820006,0.8577198109533165,19.977995242577958,20.06123029405375,f17,1.9114598377936316,1.9035290949797263
n00364,38.187135545820006,0.804186855903671,36.16067687746032,29.977983341406983,f17,1.0560403964568157,1.2738393744142942
n00365,43.21507909164001,0.8507901990074507,27.845753942936536,27.95646279388948,f17,1.5519450175491518,1.5457992454283467
n00366,49.22851554582,0.8484652300013237,28.193362196799864,28.75502760579451,f17,1.7461030437656624,1.711996810460367
n00367,43.21507909164001,0.9002392478882975,18.567878502339525,20.413714858750637,f17,2.327410699407311,2.116963002112045
n00368,55.241952000000005,0.8721942426048046,18.7367357156497,18.888349423260955,f17,2.948323167832251,2.924657457467918
n00369,59.28017882574,0.8206270409832432,,,f17,,
n00370,56.07635765148,0.8168858485969642,,34.01182989265255,f17,,1.6487309806166581
n00371,26.552652000000002,0.9039695112017894,21.299786787397316,22.090512430555535,f17,1.2466158588831842,1.2019934840113735
n00372,19.109436000000002,0.9131039536202153,21.812262495596137,22.67061200928402,f17,0.8760868343601755,0.8429166355180154
n00373,18.191988000000002,0.9463368389818498,21.595994532040976,21.798533491333753,f17,0.8423778758143966,0.8345510034990393
n00374,17.718024000000003,0.9024700230093164,21.264889490764936,21.34742039259352,f17,0.8332055526408783,0.829984310710781
n00375,16.83258,0.8910976238033433,21.364034153603242,21.557889736531436,f17,0.7878933294609544,0.7808083354038104
n00376,16.83258,0.9003913561467527,20.5596214650749,20.525531735255104,f17,0.8187203265679716,0.820080094251005
n00377,18.1356,0.7698148213524176,101.50692084626604,85.745274645776,f17,0.17866367976491648,0.21150553281122877
n00378,23.484840000000002,0.8000693308592756,25.29233166006212,25.2607254110626,f17,0.928535981405137,0.9296977667044798
n00379,23.484840000000002,0.8768147009031175,25.5788562727043,25.670510876780774,f17,0.9181348747426653,0.9148567440955088
n00380,16.55064,0.9057877054713329,20.087340902926016,19.938791229639964,f17,0.8239338437069667,0.8300723855013179
n00381,15.151608000000001,0.8515098794084934,20.074331681804235,20.163802095638296,f17,0.7547752144463028,0.7514261411679646
n00382,13.819632000000002,0.8728582590615495,20.06120133548921,20.624189281746425,f17,0.6888736007824429,0.6700691024122417
n00383,13.819632000000002,0.8933450413529325,18.55379859588365,18.63740729210447,f17,0.7448411131867104,0.7414997045138642
n00384,14.673072000000001,0.8666564606655635,18.586658246914112,18.938372079480764,f17,0.7894411036710232,0.7747800042379511
n00385,18.31086,0.8168827370251667,113.5275199645289,,f17,0.1612900555365002,
n00386,37.447728000000005,0.8796514614496137,18.381596432056064,18.49254700644475,f17,2.037240243980882,2.025017321137498
n00387,37.447728000000005,0.9168814986853837,18.493556734570344,18.594517755563537,f17,2.0249067573896307,2.013912298897643
n00388,37.447728000000005,0.9016746662376556,19.860039388593545,19.957799878484863,f17,1.8855817587908617,1.876345500406076
n00389,19.915632000000002,0.7921261875512859,60.91575888034285,71.89839346910567,f17,0.32693727150506957,0.27699689852677495
n00390,19.370040000000003,0.8732363572129994,20.1911566314351,20.0192625721805,f17,0.9593328581208309,0.9675701055501075
n00391,19.370040000000003,0.8570872948019603,26.643537880411934,28.525938115630648,f17,0.7270070546539792,0.6790325324791434
n00392,19.379184000000002,0.8169749306328966,35.247554593596405,35.55564457057628,f17,0.5498022266634268,0.5450381854710364
n00393,19.379184000000002,0.8078187581241304,,,f17,,
n00394,22.078188,0.7615069670237822,97.42422028924227,97.26581676205207,f17,0.22661908850234758,0.22698815200422737
n00395,22.078188,0.6118238276706255,115.43817955068931,97.61755949132436,f17,0.19125551083647668,0.22617025169495425
n00396,18.01368,0.5391522594144271,,,f17,,
n00397,5.7912,0.5134875819912038,116.90541713173464,116.92643711790618,f17,0.049537482026809736,0.04952857662258429
n00398,5.7912,0.49984971079648355,117.38055822513003,117.9374736145634,f17,0.04933696080140263,0.04910398554853289
n00399,,0.5025403972704032,,,f17,,
n00400,,0.4880169207942819,,,f17,,
n00401,,0.47911547175027064,,,f17,,
n00402,,0.47135710576282386,,,f17,,
n00403,,0.5151572319334534,,,f17,,
n00404,4.51104,0.5210326484078724,,,f17,,
n00405,4.51104,0.5364253506433369,,,f17,,
n00406,,0.5657850712920431,,,f17,,
n00407,164.592,0.5985825264923436,,,f17,,
n00408,49.887281463744,0.8572815400260845,110.76361503686468,56.57661445791673,f18,0.4503941248860501,0.8817650533128234
n00409,22.887432000000004,0.9230792368782061,21.936773875229104,20.54502724275123,f18,1.0433362777123931,1.114013222254316
n00410,22.125432000000004,0.9191535179795361,21.853007800137185,21.207939478558778,f18,1.0124662107090405,1.043261747439859
n00411,22.887432000000004,0.907510652905998,22.83636782486105,23.172887828374325,f18,1.00223609006172,0.9876814736907849
n00412,19.99488,0.8801689452472443,22.701291673715325,23.0580953657082,f18,0.8807815998924439,0.8671522813517464
n00413,31.6992,0.9077701776611913,22.755523603758895,22.858755833078895,f18,1.3930332060020687,1.3867421408005112
n00414,46.357032000000004,0.8293558373151777,20.905839418102772,20.882062618829842,f18,2.217420265835322,2.2199450718148306
n00415,49.3395,0.7714976816310198,,,f18,,
n00416,48.31842,0.7964967665432046,,,f18,,
n00417,23.503128000000004,0.864045739474949,18.037112203539618,18.22731987558841,f18,1.303042734046292,1.2894450835570954
n00418,22.015704000000003,0.8893334605187865,19.613414850972056,19.671215391477652,f18,1.1224819424501637,1.1191837190465657
n00419,18.446496000000003,0.9138400179881052,20.347955469416114,20.69290843448966,f18,0.9065527997506143,0.8914404690089154
n00420,18.147792,0.9294774972487337,20.468970890597944,20.762483288087815,f18,0.8866001176608181,0.8740665433990761
n00421,17.995392000000002,0.9153726455797263,21.255378655818394,20.838908027428122,f18,0.846627683815644,0.8635477433037523
n00422,17.521428,0.9221170845871512,18.92968226925288,19.018494078084643,f18,0.9256060271259661,0.9212836688363386
n00423,20.272248,0.8527596139044261,70.36622623189231,24.760752709559974,f18,0.2880962797861674,0.8187250297998013
n00424,20.272248,0.8827082526274594,18.32896645314421,18.76395250980099,f18,1.1060224291327911,1.0803826107218713
n00425,18.726912,0.9267531642313046,20.05446068514722,19.670995038653302,f18,0.9338028229235587,0.9520063404622802
n00426,17.812512,0.926801600201834,21.025059613984762,21.350515249535697,f18,0.8472038760904181,0.8342895612501607
n00427,17.654016,0.9281291690934518,22.497629992780997,22.589175811984973,f18,0.7847055892405018,0.7815254592260704
n00428,17.393412,0.9043656168586085,21.477929884866207,21.932775085821657,f18,0.809827208359394,0.7930328894515448
n00429,17.330928,0.8626671647708223,20.44437129285412,19.164788066838057,f18,0.8477114679509682,0.9043109654830314
n00430,21.439632000000003,0.8275278311466224,18.121323414195036,18.65542562202831,f18,1.1831162388065777,1.1492437875383612
n00431,18.528792,0.7917373276611548,,,f18,,
n00432,21.512784,0.8726479949351348,18.947391007040828,19.402249887293465,f18,1.135395579898355,1.1087778028304194
n00434,22.247352,0.936108925126609,18.384113635768568,18.59844765158325,f18,1.2101400394259434,1.1961940274142249
n00435,37.4142,0.8505117915007364,42.83348198976606,33.326522007425154,f18,0.8734802370010253,1.122655403155004
n00436,23.631144000000003,0.8199215161127529,56.41946427403559,60.698235600347,f18,0.4188473659590406,0.3893217614362568
n00437,48.118776000000004,0.7838524535965697,47.75973290847104,49.46494609663351,f18,1.007517694711925,0.9727853722107841
n00438,48.118776000000004,0.6968812805053648,58.72476990298381,57.70531021165479,f18,0.8193948836154586,0.833870848688054
n00439,48.118776000000004,0.6846331632598647,106.32442568469985,108.50722268488045,f18,0.45256558584848605,0.44346150246369676
n00440,68.426076,0.6666678585874586,97.31972131220894,97.79146038980106,f18,0.7031059591763937,0.69971422583578
n00441,68.426076,0.5754948621666971,97.65841998359707,97.99074400792641,f18,0.7006674489664383,0.6982912181426549
n00442,19.927824,0.5533182199788219,,,f18,,
n00443,18.550128,0.6026722663640984,45.76160894132656,46.06660470196159,f18,0.405364418540968,0.4026805995365686
n00444,17.454372,0.5775686029736506,45.563333573699765,45.61976037435941,f18,0.3830793454075774,0.382605516924421
n00445,17.84604,0.5899872469669949,48.69517510746731,48.01841063575885,f18,0.36648476898614424,0.3716499518355617
n00453,63.922656,0.952057329200613,,,f19,,
n00455,68.637912,0.9183744632941221,40.813583381761106,19.655633102852764,f20,1.6817418690727635,3.492022446737576
n00456,79.676244,0.913623560982979,20.570644439606983,18.823819020914545,f20,3.8732983905254,4.232735339809327
n00457,21.796248000000002,0.9166157982846408,18.348212066020892,18.432590132336937,f20,1.1879221758268501,1.1824842761388201
n00458,20.29206,0.9460632716751485,20.487003408993836,20.56959162309787,f20,0.9904845327985714,0.986507674620714
n00459,20.458176,0.9441892451907872,20.017262017184215,21.70425362176356,f20,1.022026687887548,0.9425883219262571
n00460,20.458176,0.9352221460888126,20.888770731912263,20.974683209243977,f20,0.9793863058081043,0.9753747313324694
n00461,26.125932000000002,0.8968758621654198,18.34950626860082,21.55359298221924,f20,1.423794821373804,1.212138134999243
n00462,44.266104000000006,0.7987839861569722,18.59905087277174,18.8435012879734,f20,2.3800195129743846,2.349144318962221
n00463,46.46980800000001,0.8171186622104777,,,f20,,
n00464,42.976800000000004,0.8606297100578546,98.03147604049809,37.36193401578412,f20,0.4383979690588941,1.1502830656957908
n00465,42.976800000000004,0.8954366349224304,19.04774493490857,20.010279431474565,f20,2.2562670881442215,2.147736124684043
n00466,28.669488,0.8930219115503634,19.0847104448436,19.46730983207221,f20,1.5022228439282432,1.4726990142606806
n00467,19.520916,0.9065851446404383,18.227439487333655,18.30960299949539,f20,1.0709631494629397,1.066157250953939
n00468,18.441924,0.9233397439315933,20.35018292651137,19.87154111631483,f20,0.9062289054893277,0.9280570586877586
n00469,17.094708,0.9126433844778568,20.131921529839417,20.68721687305453,f20,0.8491344442537352,0.8263416052966585
n00470,17.474184,0.9211993909702885,18.482196128016323,18.447321010392024,f20,0.9454603705623315,0.9472477868280267
n00471,17.803368,0.8464369876671026,85.75465295586321,101.49709731763764,f20,0.2076081866853704,0.1754076566769582
n00472,15.916656,0.9007394370237424,18.4769837716357,18.77261062400099,f20,0.8614315083414156,0.8478658785821924
n00473,14.833092,0.9104565303018481,18.63788729484445,18.841804007707392,f20,0.795856942653746,0.7872437264463851
n00474,13.987272,0.9275225058488283,18.98586419840445,19.079054522640234,f20,0.7367203227533606,0.7331218632140262
n00475,13.808964,0.8802893104236081,19.276219299295217,20.020021981791558,f20,0.7163730493824008,0.6897576842103077
n00476,14.221968,0.885447052577504,19.520484043536023,30.500910656844532,f20,0.7285663597419572,0.4662801107811688
n00477,14.27988,0.8404580485078471,20.273212885317925,20.609345461240263,f20,0.7043718270398887,0.6928837224285453
n00478,55.168800000000005,0.8084948301550583,37.714639477238094,18.762627867477654,f20,1.4627953697740108,2.940355710813157
n00479,45.034200000000006,0.8252657670507796,117.64498024741471,,f20,0.3827974632261426,
n00480,15.496032000000001,0.8885233708592989,35.40637794911568,35.5510605442771,f20,0.4376621642086672,0.4358810050321974
n00481,15.390876,0.9033502579172489,18.85107946458198,18.698341677505763,f20,0.8164453409109478,0.8231144914051567
n00482,15.496032000000001,0.9395551641060976,18.58173410243427,18.657936081369144,f20,0.8339389593337238,0.8305330199664229
n00483,14.139672000000001,0.8856544377450717,58.89504634628746,35.774083148314176,f20,0.2400825345626257,0.3952490394059567
n00484,32.983932,0.8895302586937781,21.42494473364996,21.522656147981387,f20,1.5395107156657226,1.5325214403471092
n00485,82.59318,0.8328896602404326,26.497663483102045,40.961693938500716,f20,3.1169986007510024,2.0163516705145104
n00486,33.014412,0.8376576289348705,38.39507086872151,38.82027953545935,f20,0.8598606866199365,0.8504424078101721
n00487,18.985992,0.8649968823823042,30.551132531702933,45.2961261628012,f20,0.621449695205185,0.4191526651034449
n00488,18.985992,0.8920220400154981,18.27067750527158,19.030002519466883,f20,1.0391509561986432,0.9976873087945278
n00489,18.830544,0.7639012361005459,46.777433190750976,26.631654841386833,f20,0.4025561625669373,0.7070737478444807
n00490,18.830544,0.7668135030174398,,31.21882239803316,f20,,0.6031791897821986
n00491,19.040856,0.9058068280536027,18.369804097347533,18.90867743824205,f20,1.0365301610782753,1.0069903652537129
n00492,19.039332,0.8988532102449371,18.13294005123648,18.698304862283653,f20,1.0499859342281184,1.0182383986264036
n00493,19.5072,0.8703189773907423,23.50835182335924,23.62601766847569,f20,0.8297987092662333,0.8256660209828147
n00494,70.891908,0.7951324751978623,39.95202468370696,24.841511414658893,f20,1.7744259161141036,2.8537679055295695
n00495,78.816708,0.8979865830164544,18.822722453622546,18.924815862036034,f20,4.187317121324884,4.164727867081106
n00496,72.39,0.9120045739283557,18.982636631658316,19.085505915948303,f20,3.813484997087891,3.792930631171228
n00497,72.39,0.8928698291580636,19.142904482921573,19.24631945758152,f20,3.7815578124303477,3.761238618092463
n00498,44.500800000000005,0.8466246389104166,36.109207255204836,37.84168203395023,f20,1.2323948206751505,1.1759730965466981
n00499,99.2124,0.7868279856378065,38.33775719492194,37.910687946148826,f20,2.587850914062893,2.6170034197461334
n00500,44.500800000000005,0.7461179088609383,,,f20,,
n00501,35.48634,0.592567634279671,114.12684596941355,110.05060772525138,f20,0.310937708814896,0.3224547390832588
n00502,73.52538,0.8907808313204317,75.48733174782132,28.02132382690152,f21,0.9740095231558116,2.6239081513134255
n00503,76.5048,0.9314267039640378,18.596648827042358,19.06785742253385,f21,4.11390249455861,4.012238937217393
n00504,21.186648,0.9379088931383217,18.66547017494672,18.75113532066821,f21,1.1350717555691296,1.129886144901705
n00505,21.186648,0.9403760281253053,21.47855462803607,21.973791653744705,f21,0.9864093914562091,0.9641780687580807
n00506,21.857208,0.9442621511976548,19.72889331131335,22.15588512976961,f21,1.1078780575829963,0.9865192869515154
n00507,21.194268,0.9288352699591617,21.65600202024932,22.024924224168657,f21,0.978678704415636,0.9622856262426024
n00508,43.57268400000001,0.9423750660252541,21.688026090396427,21.7992921286012,f21,2.0090663769209605,1.9988118762274667
n00509,110.33455200000002,0.9042125233270972,19.39869623805108,19.52222029217283,f21,5.6877302807379255,5.651741981635007
n00510,80.93354400000001,0.8519246168789443,,,f21,,
n00511,49.0728,0.8645899578852406,79.10543097664286,18.68465234400054,f21,0.6203467877507617,2.626369444639777
n00512,46.0248,0.9363509643207949,18.511370924842815,18.616464066736597,f21,2.4862988369075,2.472263252302347
n00513,18.092928,0.9314232206337858,18.544433879664968,18.667958069580777,f21,0.9756527547513829,0.9691969487269322
n00514,17.43456,0.9400910509866531,21.518097199956326,21.61414651353678,f21,0.8102277742306782,0.8066272702038392
n00515,17.032224000000003,0.9469406373408477,21.551090984921757,21.661466014123576,f21,0.7903184118111058,0.7862913797660213
n00516,16.919448000000003,0.9433813738536643,20.652015453841294,20.18132622264489,f21,0.8192637681206543,0.8383714634678058
n00517,16.669512,0.9315762024118648,18.38794347634152,18.543433888481495,f21,0.9065457494715218,0.8989441815495939
n00518,16.422624000000003,0.8663504585521827,91.84488154264852,101.0224494629003,f21,0.17880826589529755,0.1625641041898423
n00519,16.629888,0.92807620212359,17.71051609578474,17.673768464296458,f21,0.9389838167368856,0.9409361695325338
n00520,14.14272,0.9378661152494144,19.800093220077898,19.894456206093817,f21,0.7142754250095577,0.7108874881268673
n00521,17.437608,0.9316004028830234,18.14619631938546,18.320518680293986,f21,0.9609511378079559,0.9518075500098332
n00522,16.341852,0.9216455228142498,18.481163659782993,19.384634836246136,f21,0.8842436710606937,0.8430312016733674
n00523,15.223236,0.9256863523751365,20.472922689144696,21.01328619576932,f21,0.7435790302706402,0.7244576530378646
n00524,14.773656000000003,0.9426830197618372,18.400924061214532,18.501915356122304,f21,0.8028757659589453,0.7984933297790374
n00525,17.196816000000002,0.8608712603241124,18.206678876839057,19.325285613321583,f21,0.9445333833990056,0.8898608974837425
n00526,64.92240000000001,0.8600496876807197,,,f21,,
n00527,68.88480000000001,0.9130398674806213,18.878352841386743,18.6133110716676,f21,3.648877663149978,3.7008353717815186
n00528,56.083200000000005,0.924227653505002,18.866336885503948,19.364645536154075,f21,2.972659734656378,2.8961645538665737
n00529,19.821144,0.9386820638681048,20.124844442765912,20.09041323978434,f21,0.9849091781241032,0.9865971278653883
n00530,19.821144,0.86051605398589,74.35867774591051,54.44380408329061,f21,0.2665612757092107,0.3640661106207184
n00531,18.309336000000002,0.878159419519187,25.99854234675623,27.734228589119578,f21,0.7042447132534878,0.6601710929570597
n00532,17.001744000000002,0.9296739304849062,25.908579891820835,26.772000534573234,f21,0.6562206061076832,0.6350569124650969
n00533,17.026128,0.9117826757749509,21.660566762104203,21.754210813431605,f21,0.7860425900668356,0.7826589595007342
n00534,16.861536,0.9063149358186372,52.2663238454122,53.86076801316703,f21,0.322608034379293,0.31305784566380407
n00535,26.702004000000002,0.9513877913119797,18.29467316169352,19.07791324166348,f21,1.4595507535991543,1.3996291765121658
n00536,36.237672,0.8455183353256086,65.55303809731156,18.227850092253824,f21,0.5527992760031388,1.9880387328508753
n00537,51.646836,0.8708097977891804,109.46437873563141,,f21,0.4718140878023236,
n00538,47.54118,0.9371909178692239,36.6581820708937,36.81182103545994,f21,1.2968777313632065,1.291465042009324
n00539,81.67878,0.9459013697440779,41.2889064528444,43.269314611235096,f21,1.9782258000289843,1.8876837022694992
n00540,53.899308,0.8891358237297711,27.337603986921795,27.33076831146331,f21,1.9716178501153656,1.972110969796377
n00541,53.899308,0.9172161654123352,19.064461456863626,30.840039403037707,f21,2.8272137727024576,1.747705549127508
n00542,21.902928,0.9376036989945145,23.339108062641635,23.453666081661382,f21,0.9384646551707563,0.9338807810999783
n00543,21.902928,0.902716897461847,23.31909711006193,23.43354515230574,f21,0.939269985309557,0.9346826465070679
n00544,72.39,0.9076812065415204,23.388436335093985,27.00783319231764,f21,3.095119270174549,2.6803334974903237
n00545,72.39,0.8259992953112844,102.80107825366441,102.2420062211882,f21,0.7041754933870998,0.7080260127465906
n00546,100.2792,0.8391940081390562,19.09954074319281,19.069959782599717,f21,5.250346139120654,5.25849037665508
n00547,92.202,0.6131840348162132,19.2088444346482,19.733165991560398,f21,4.799976402208217,4.672438271660691
n00548,92.202,0.5779977827217219,,,f21,,
n00549,78.708504,0.9192086468173121,57.989099836805735,18.72769702221376,f22,1.3572982546979224,4.202786061021829
n00550,84.004404,0.9439599237916034,19.134074585891817,19.470016239742986,f22,4.3903039900314385,4.314552333476065
n00551,102.607872,0.9503562346646572,19.042519604573634,19.149458273686037,f22,5.388355854723954,5.358264998075543
n00552,123.89053200000001,0.9519333135737755,18.956967907885446,19.051080462717188,f22,6.535355896681442,6.503071163992656
n00553,145.173192,0.9557042173144571,18.871663526215237,18.966068708706153,f22,7.692654746537593,7.654363918515171
n00554,123.89053200000001,0.9501734798387751,19.264338860242972,19.36214913135342,f22,6.431081434913954,6.398594038271413
n00555,145.173192,0.9494400277958767,19.179015492506196,19.26814563118208,f22,7.569376647968371,7.534362402008365
n00556,150.612348,0.9410055168686596,19.093691330504015,19.43472630288408,f22,7.8880686501610215,7.749651096329017
n00557,145.173192,0.8817023283792335,,,f22,,
n00558,97.249488,0.8881758750569347,111.67129148148227,119.29098945021414,f22,0.8708548697686214,0.815229117037267
n00559,97.249488,0.948189169879154,45.23341065651201,52.71115597638034,f22,2.149948159745932,1.8449507736763942
n00560,63.911988,0.9633117195863098,27.96879895174653,29.789723414468135,f22,2.285117359178163,2.1454374419924798
n00561,67.10172,0.9545078209920707,27.90522551324264,28.012750802014125,f22,2.4046291963545094,2.395399169265996
n00562,41.766744,0.9614558148736815,27.84907075489102,28.185004260309924,f22,1.4997535956442882,1.4818782219882742
n00563,34.005012,0.9636591919976218,18.493583072160206,18.56348544754482,f22,1.8387465461568844,1.8318225904337082
n00564,48.31994400000001,0.9483754176327109,18.531021275941487,18.48799895632266,f22,2.6075165140915884,2.6135843102411687
n00565,37.435536,0.8790244189795465,86.35077619046447,97.85606894082305,f22,0.43352865662062134,0.3825571209348146
n00566,37.5285,0.9468280070467787,18.342393037997017,18.433436685040252,f22,2.0459980288427024,2.035892744322411
n00567,37.621464,0.9479292141714611,18.387845081060334,18.473357553283012,f22,2.0459963543390134,2.0365255147304864
n00568,30.417516,0.9525538018684087,18.433115889440973,18.51886273669043,f22,1.6501559574864952,1.6425153332842306
n00569,37.621464,0.9545745456249691,18.478644252482894,18.564605031337518,f22,2.035942869290585,2.0265157236846156
n00570,37.621464,0.9342783225918798,57.393911546966024,57.41694805931019,f22,0.6554957309228518,0.6552327365282116
n00571,78.492096,0.9237587588991483,18.653546172815616,18.98409667552706,f22,4.207891372118238,4.13462369801279
n00572,156.3624,0.8812765683049935,18.699041657266303,19.007922964692092,f22,8.362054209298945,8.22616970252083
n00573,157.834584,0.8667002245221009,,,f22,,
n00574,157.834584,0.9240025558555311,20.637411950459054,26.00894277129689,f22,7.647983399221198,6.068473654922417
n00575,157.834584,0.9528828132139753,20.561102132395398,20.648104682004053,f22,7.676367880655629,7.64402285007599
n00576,133.894068,0.9511781081450418,20.591775669357883,20.67778697157715,f22,6.502308016070925,6.475261022083523
n00577,133.894068,0.9074114128958651,52.00472908816901,23.57990083814009,f22,2.5746517739376262,5.678313446654899
n00578,110.816136,0.9319030889252945,18.804792356207116,18.887094405134402,f22,5.892973126258511,5.867294016906855
n00579,19.098768,0.9488077349468205,18.971673820488952,21.69169745913208,f22,1.0066991547880075,0.8804644281980583
n00580,64.245744,0.9216197005485977,38.651809827399674,41.124062030986984,f22,1.6621665139844806,1.5622421722735178
n00581,64.245744,0.9026599800527227,76.75756692444997,94.17601077141052,f22,0.8369955767779226,0.6821879953690224
