street,direction,seq,node_id,cardinal,file,road,sidewalk,building,wall,fence,pole,traffic_light,traffic_sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
east_34th_street,east_to_west,3,n00311,W,east_34th_street/east_to_west/03_n00311_W.jpg,40.3813,3.5643,40.3413,0.0,0.2725,0.8466,0.0,0.1776,5.941,0.0,4.8882,0.1087,0.0,3.4449,0.0009,0.0079,0.0036,0.0,0.0214
east_34th_street,east_to_west,4,n00310,W,east_34th_street/east_to_west/04_n00310_W.jpg,42.1367,3.3156,41.6758,0.0,0.0902,0.1823,0.0,0.1294,5.1805,0.0,5.9658,0.2209,0.0,0.9963,0.0,0.0069,0.0992,0.0,0.0004
east_34th_street,east_to_west,5,n00309,W,east_34th_street/east_to_west/05_n00309_W.jpg,41.6714,2.8222,32.6866,0.0,0.0,0.2034,0.0,0.0092,14.4448,0.007,5.4182,0.1939,0.0,2.5434,0.0,0.0,0.0,0.0,0.0
east_34th_street,east_to_west,6,n00308,W,east_34th_street/east_to_west/06_n00308_W.jpg,36.2459,1.4941,32.5415,0.0,0.8272,0.0201,0.0038,0.0049,13.4291,0.0,5.4498,0.1561,0.0,9.7264,0.0352,0.066,0.0,0.0,0.0
east_34th_street,east_to_west,7,n00307,W,east_34th_street/east_to_west/07_n00307_W.jpg,38.0906,1.3762,38.3314,0.0,0.0,0.0553,0.0003,0.0152,7.5875,0.0161,6.5221,0.0416,0.0761,7.6221,0.0,0.0,0.0,0.0,0.2655
east_34th_street,east_to_west,8,n00306,W,east_34th_street/east_to_west/08_n00306_W.jpg,37.457,1.2878,39.6559,0.0,1.0063,0.4565,0.0302,0.0679,1.4642,0.0,10.0098,0.1826,0.0036,7.802,0.1102,0.3465,0.0,0.0,0.1196
east_34th_street,east_to_west,9,n00305,W,east_34th_street/east_to_west/09_n00305_W.jpg,42.7468,1.183,31.7298,0.0,0.3205,0.5026,0.0,0.1852,4.6545,0.0,14.9588,0.2208,0.0,3.3051,0.1803,0.0,0.0,0.0,0.0127
east_34th_street,east_to_west,10,n00304,W,east_34th_street/east_to_west/10_n00304_W.jpg,37.0979,1.0414,28.5758,1.7964,0.8565,0.0171,0.0,0.0024,17.3942,0.0277,4.8644,0.1354,0.1029,7.8201,0.0091,0.0,0.0,0.0,0.2588
east_34th_street,east_to_west,11,n00303,W,east_34th_street/east_to_west/11_n00303_W.jpg,35.8048,0.561,24.7751,0.1745,1.2581,0.1609,0.0001,0.0237,20.8164,0.0081,4.8925,0.27,0.0005,11.2496,0.0045,0.0,0.0,0.0,0.0
east_34th_street,east_to_west,12,n00302,W,east_34th_street/east_to_west/12_n00302_W.jpg,44.1482,0.7505,29.7627,0.0,0.0581,0.3446,0.3478,0.0575,2.7313,0.0208,17.3594,0.3612,0.2463,3.187,0.144,0.0146,0.0,0.0,0.4657
east_34th_street,east_to_west,13,n00301,W,east_34th_street/east_to_west/13_n00301_W.jpg,41.2575,2.6097,36.7827,0.0,0.0291,0.4805,0.0,0.3706,4.8604,0.0642,8.8802,0.8987,0.0,2.9818,0.3256,0.4332,0.0,0.0,0.0258
east_34th_street,east_to_west,14,n00300,W,east_34th_street/east_to_west/14_n00300_W.jpg,33.4499,1.0035,28.2859,0.0,0.0,0.0354,0.0,0.153,12.5293,0.0,3.8812,0.2481,0.0,1.7202,0.0,18.6936,0.0,0.0,0.0
east_34th_street,east_to_west,15,n00299,W,east_34th_street/east_to_west/15_n00299_W.jpg,39.4958,1.6508,38.8154,0.0,0.3987,0.1278,0.0,0.079,14.8381,0.1991,0.2697,0.3924,0.0,3.6881,0.0055,0.0,0.0,0.0,0.0397
east_34th_street,east_to_west,16,n00298,W,east_34th_street/east_to_west/16_n00298_W.jpg,33.2753,7.3779,33.6604,0.0,0.0145,0.8113,0.0,0.0052,15.2601,0.0023,3.9523,0.7357,0.0,4.0752,0.281,0.0,0.0,0.0005,0.5484
east_34th_street,east_to_west,17,n00297,W,east_34th_street/east_to_west/17_n00297_W.jpg,39.7359,4.7915,33.59,0.0,0.0,0.0434,0.0,0.0298,15.3886,0.0571,3.6818,0.1006,0.0741,1.4633,0.9695,0.0,0.0,0.0,0.0744
east_34th_street,east_to_west,18,n00296,W,east_34th_street/east_to_west/18_n00296_W.jpg,36.276,1.3059,32.1333,0.0,0.0,0.074,0.0,0.0,14.4905,0.0707,5.1212,0.3427,0.0,9.1787,1.0003,0.0,0.0,0.0,0.0067
east_34th_street,east_to_west,19,n00295,W,east_34th_street/east_to_west/19_n00295_W.jpg,36.1145,5.0012,25.4279,0.0,0.0156,1.0612,0.0234,0.1014,13.4982,0.0,8.5901,0.3201,0.1114,0.1776,9.1079,0.1413,0.0,0.0,0.3081
east_34th_street,east_to_west,20,n00294,W,east_34th_street/east_to_west/20_n00294_W.jpg,37.0137,1.0213,27.5454,0.0,1.5417,0.2515,0.0069,0.0288,15.6573,0.0058,1.9728,0.3635,0.3527,0.5242,11.0053,0.0,0.0,0.1249,2.5843
east_34th_street,east_to_west,21,n00293,W,east_34th_street/east_to_west/21_n00293_W.jpg,39.6958,4.6811,42.0598,0.0682,0.5462,0.3692,0.0111,0.022,4.2313,0.0,6.3154,0.6267,0.0008,1.3317,0.0014,0.0334,0.0017,0.0,0.0045
east_34th_street,east_to_west,22,n00292,W,east_34th_street/east_to_west/22_n00292_W.jpg,39.3955,1.693,42.4869,0.0625,0.0502,0.3385,0.0332,0.0195,2.3441,0.0,7.0922,0.4813,0.0,5.8116,0.073,0.0194,0.0002,0.0,0.099
east_34th_street,east_to_west,23,n00291,W,east_34th_street/east_to_west/23_n00291_W.jpg,41.6222,0.3945,40.5516,0.0414,0.0039,0.1345,0.0302,0.0167,5.7811,0.0,4.5315,0.5333,0.136,5.8302,0.0056,0.1463,0.0,0.0,0.2411
east_34th_street,east_to_west,24,n00290,W,east_34th_street/east_to_west/24_n00290_W.jpg,39.4744,5.1364,37.1779,0.2291,0.0,0.7142,0.0,0.0509,9.8397,0.0607,4.1991,1.3912,0.0,0.6897,0.2758,0.7444,0.0,0.0,0.0167
east_34th_street,east_to_west,25,n00289,W,east_34th_street/east_to_west/25_n00289_W.jpg,33.8918,0.1459,43.5601,0.0805,0.0,0.0111,0.0,0.003,4.9688,0.0,0.315,0.2588,0.0,10.8194,0.0775,5.8681,0.0,0.0,0.0
east_34th_street,east_to_west,26,n00288,W,east_34th_street/east_to_west/26_n00288_W.jpg,40.6769,0.276,28.9257,0.0,0.0055,0.0023,0.0,0.0016,17.8628,0.0,0.0032,0.1427,0.0,3.3311,6.7252,2.0472,0.0,0.0,0.0
east_34th_street,east_to_west,27,n00287,W,east_34th_street/east_to_west/27_n00287_W.jpg,41.0426,2.6131,46.1472,0.0,0.0478,0.396,0.0,0.0143,3.3524,0.0043,3.2431,0.1829,0.0626,2.6935,0.0,0.0,0.0,0.0,0.2001
east_34th_street,east_to_west,28,n00286,W,east_34th_street/east_to_west/28_n00286_W.jpg,40.3935,3.2103,42.0057,0.0009,0.003,0.0221,0.0022,0.0327,4.1458,0.3115,5.6486,0.2246,0.0,3.9404,0.0,0.0,0.0172,0.0,0.0415
east_34th_street,east_to_west,29,n00285,W,east_34th_street/east_to_west/29_n00285_W.jpg,40.2606,2.9446,43.3154,0.0,0.0,0.2689,0.0037,0.0206,2.3477,0.1104,2.1889,0.1914,0.0074,0.7803,0.0308,7.4599,0.0,0.0,0.0695
east_34th_street,east_to_west,30,n00284,W,east_34th_street/east_to_west/30_n00284_W.jpg,40.0354,2.7084,40.8413,0.0202,0.1421,0.3685,0.001,0.0816,5.5151,0.0541,4.9023,0.8439,0.0017,4.1177,0.0,0.0,0.0,0.1071,0.2594
east_34th_street,east_to_west,31,n00283,W,east_34th_street/east_to_west/31_n00283_W.jpg,44.1116,0.7895,39.467,0.0359,0.0,0.4006,0.0666,0.1043,4.0809,0.0,6.2649,0.7935,0.0197,3.6363,0.221,0.0,0.0,0.0042,0.0039
east_34th_street,east_to_west,32,n00282,W,east_34th_street/east_to_west/32_n00282_W.jpg,40.5943,4.1266,38.6237,0.0535,0.0,0.2018,0.0,0.0131,13.8296,0.7452,0.0017,0.1363,0.0,1.6727,0.0,0.0,0.0,0.0,0.0016
east_34th_street,east_to_west,33,n00281,W,east_34th_street/east_to_west/33_n00281_W.jpg,40.9032,4.1286,30.9605,0.0,0.0357,0.2657,0.0,0.0396,20.2606,0.6701,0.3829,0.5,0.0,1.8531,0.0,0.0,0.0,0.0,0.0
east_34th_street,east_to_west,34,n00280,W,east_34th_street/east_to_west/34_n00280_W.jpg,40.5787,3.8109,43.4029,0.029,0.0911,0.314,0.0,0.2673,6.1267,1.1066,2.8222,0.2509,0.0365,0.6876,0.0,0.0,0.0,0.0,0.4754
east_34th_street,east_to_west,35,n00279,W,east_34th_street/east_to_west/35_n00279_W.jpg,40.6386,4.3856,31.5764,0.0,2.149,0.1142,0.0,0.0087,17.2862,0.1637,2.6966,0.1361,0.1349,0.4324,0.0,0.0,0.0,0.0,0.2776
east_34th_street,east_to_west,36,n00278,W,east_34th_street/east_to_west/36_n00278_W.jpg,41.1251,4.4704,40.5772,0.0,0.0,0.1355,0.0,0.029,9.8542,0.1601,3.0465,0.3246,0.0006,0.2768,0.0,0.0,0.0,0.0,0.0
east_34th_street,east_to_west,37,n00277,W,east_34th_street/east_to_west/37_n00277_W.jpg,40.8847,4.2061,45.2418,0.0099,0.0404,0.1293,0.0006,0.0689,3.0422,0.0789,4.9954,1.0124,0.0127,0.2615,0.0,0.0,0.0,0.0,0.0152
east_34th_street,east_to_west,38,n00276,W,east_34th_street/east_to_west/38_n00276_W.jpg,41.8982,1.87,37.365,0.3595,0.4288,0.2022,0.0001,0.0942,4.5939,0.351,9.4935,2.1536,0.2,0.9151,0.012,0.0,0.0,0.0,0.0629
east_34th_street,east_to_west,39,n00275,W,east_34th_street/east_to_west/39_n00275_W.jpg,37.4805,0.41,39.7705,0.7725,10.9585,0.1258,0.0177,0.0779,3.0468,0.0284,5.3362,0.532,0.0,1.4428,0.0,0.0,0.0,0.0,0.0005
east_34th_street,east_to_west,40,n00274,W,east_34th_street/east_to_west/40_n00274_W.jpg,35.2816,3.5635,48.9145,0.0,0.0043,0.7127,0.3255,0.4039,3.0357,0.0,1.0281,1.7247,0.0181,4.9143,0.0,0.0,0.0,0.0,0.073
east_34th_street,east_to_west,41,n00273,W,east_34th_street/east_to_west/41_n00273_W.jpg,33.6921,3.6194,47.4547,0.0,0.0567,0.6335,0.0008,0.2858,1.5879,0.0602,1.4734,0.141,0.2415,5.5739,0.3449,4.7746,0.0,0.0,0.0596
east_34th_street,east_to_west,42,n00272,W,east_34th_street/east_to_west/42_n00272_W.jpg,35.1901,3.2888,50.514,0.001,0.0,0.3038,0.0021,0.0002,0.1743,0.0055,2.8681,0.5006,0.0005,7.1316,0.0,0.0,0.0,0.0,0.0194
east_34th_street,east_to_west,43,n00271,W,east_34th_street/east_to_west/43_n00271_W.jpg,38.0603,4.3774,51.9902,0.0,0.001,1.5492,0.0035,0.102,0.5081,0.0008,0.7715,0.3073,0.0,1.6985,0.6274,0.0,0.0,0.0,0.003
east_34th_street,east_to_west,44,n00270,W,east_34th_street/east_to_west/44_n00270_W.jpg,36.5978,4.7644,52.5963,0.0,0.0,0.1979,0.0211,0.0159,0.3434,0.0,0.9709,0.7182,0.0006,3.5231,0.0,0.0,0.0,0.0,0.2504
east_34th_street,east_to_west,45,n00269,W,east_34th_street/east_to_west/45_n00269_W.jpg,38.3538,5.0277,49.0228,0.0,0.4295,0.2286,0.0446,0.0607,0.2811,0.0105,3.081,0.2731,0.0276,1.0804,0.0253,2.02,0.0,0.0,0.0334
east_34th_street,east_to_west,46,n00268,W,east_34th_street/east_to_west/46_n00268_W.jpg,39.9044,3.8442,47.8362,0.0,0.0036,1.6274,0.0855,0.098,0.3078,0.0033,2.6475,1.4967,0.0003,2.072,0.0,0.0,0.0,0.0,0.0731
east_34th_street,east_to_west,47,n00267,W,east_34th_street/east_to_west/47_n00267_W.jpg,41.678,3.9172,48.9011,0.0,0.0,1.1853,0.0271,0.0841,1.4834,0.0004,1.5529,0.4305,0.0,0.7396,0.0,0.0,0.0,0.0,0.0005
east_34th_street,west_to_east,1,n00267,E,east_34th_street/west_to_east/01_n00267_E.jpg,44.0828,1.1505,44.1763,0.0,0.0089,0.3133,0.324,0.0469,0.1396,0.022,6.5536,1.001,0.0539,1.8689,0.2169,0.0,0.0,0.0,0.0415
east_34th_street,west_to_east,2,n00268,E,east_34th_street/west_to_east/02_n00268_E.jpg,40.3275,4.7402,49.5836,0.0,0.006,0.0594,0.0172,0.0065,0.4242,0.0015,3.6244,0.2418,0.0201,0.7295,0.2012,0.0,0.0,0.0,0.0168
east_34th_street,west_to_east,3,n00269,E,east_34th_street/west_to_east/03_n00269_E.jpg,38.473,4.5788,48.4328,0.0,0.0,0.1494,0.0005,0.044,0.6535,0.0,3.5478,0.248,0.0099,3.6961,0.1174,0.0,0.0,0.0,0.0489
east_34th_street,west_to_east,4,n00270,E,east_34th_street/west_to_east/04_n00270_E.jpg,39.4994,5.2481,47.9443,0.0,0.0,0.5171,0.0055,0.4435,0.0817,0.0,3.8148,0.4017,0.0,1.2597,0.7759,0.0,0.0,0.0,0.0081
east_34th_street,west_to_east,5,n00271,E,east_34th_street/west_to_east/05_n00271_E.jpg,38.6499,4.5846,46.7899,0.0,0.0,0.2779,0.0,0.0678,1.4121,0.0026,4.5175,0.3784,0.0,2.8672,0.3808,0.0,0.0,0.0,0.0713
east_34th_street,west_to_east,6,n00272,E,east_34th_street/west_to_east/06_n00272_E.jpg,34.1777,1.7055,44.9085,0.0,0.282,0.3839,0.0212,0.096,1.2372,0.0007,5.5263,0.1249,0.0,11.2065,0.3297,0.0,0.0,0.0,0.0
east_34th_street,west_to_east,7,n00273,E,east_34th_street/west_to_east/07_n00273_E.jpg,39.6716,4.1727,40.7528,0.1303,0.0,0.5569,0.014,0.2124,4.7382,0.0456,7.2136,0.7821,0.0,0.9167,0.0,0.0,0.0,0.0,0.7932
east_34th_street,west_to_east,8,n00274,E,east_34th_street/west_to_east/08_n00274_E.jpg,42.9524,0.4383,27.4859,0.4794,1.4296,0.9218,0.0271,0.1916,5.2553,0.0355,17.3249,0.969,0.354,1.7689,0.1716,0.0253,0.0895,0.0,0.08
east_34th_street,west_to_east,9,n00275,E,east_34th_street/west_to_east/09_n00275_E.jpg,33.1237,0.4678,34.3341,4.7099,9.8419,0.1907,0.0103,0.0936,7.1741,0.0083,7.8078,0.4668,0.194,1.1737,0.2423,0.0457,0.0,0.0,0.1152
east_34th_street,west_to_east,10,n00276,E,east_34th_street/west_to_east/10_n00276_E.jpg,38.5712,3.3097,44.9967,0.0,0.0,0.402,0.0833,0.0735,3.7746,0.0309,5.9672,2.507,0.0,0.278,0.0,0.0,0.0,0.0,0.0057
east_34th_street,west_to_east,11,n00277,E,east_34th_street/west_to_east/11_n00277_E.jpg,35.403,4.0135,31.8564,0.0,0.0695,0.1194,0.0,0.2055,18.9506,0.135,4.7715,0.6706,0.0,3.805,0.0,0.0,0.0,0.0,0.0
east_34th_street,west_to_east,12,n00278,E,east_34th_street/west_to_east/12_n00278_E.jpg,38.1689,4.5568,34.2222,0.0,0.8942,0.3782,0.0,0.0112,16.5359,0.0755,4.7802,0.0146,0.0,0.3584,0.0,0.0,0.0,0.0,0.0038
east_34th_street,west_to_east,13,n00279,E,east_34th_street/west_to_east/13_n00279_E.jpg,38.1496,4.3747,38.3133,0.0,0.0058,0.2841,0.0,0.049,12.446,0.4597,4.7892,0.4004,0.0666,0.4356,0.0855,0.0,0.0,0.0,0.1406
east_34th_street,west_to_east,14,n00280,E,east_34th_street/west_to_east/14_n00280_E.jpg,38.0242,4.6272,30.262,0.0173,0.013,0.0958,0.0049,0.017,20.5089,0.8953,4.1362,0.5205,0.0,0.8138,0.0,0.0,0.0,0.0,0.0638
east_34th_street,west_to_east,15,n00281,E,east_34th_street/west_to_east/15_n00281_E.jpg,36.8661,4.1558,41.9711,0.0869,0.0,0.9976,0.0157,0.0064,7.7537,0.7414,4.3448,0.3431,0.0,2.7167,0.0005,0.0,0.0,0.0,0.0
east_34th_street,west_to_east,16,n00282,E,east_34th_street/west_to_east/16_n00282_E.jpg,39.7607,3.4483,34.2398,0.0163,0.0088,0.2571,0.0119,0.0188,10.4529,0.6798,8.31,1.0483,0.1973,1.1317,0.1875,0.0,0.0,0.0,0.2308
east_34th_street,west_to_east,17,n00283,E,east_34th_street/west_to_east/17_n00283_E.jpg,42.0347,1.6592,39.7783,0.0,0.016,0.5544,0.1813,0.0879,5.3624,0.3132,7.3296,1.1484,0.1337,1.271,0.0,0.0,0.0,0.0,0.1299
east_34th_street,west_to_east,18,n00284,E,east_34th_street/west_to_east/18_n00284_E.jpg,39.7372,4.3657,42.7556,0.0151,0.2576,0.0365,0.0,0.0141,6.2633,0.4051,5.0867,0.1174,0.0125,0.6819,0.1566,0.0,0.0,0.0,0.0945
east_34th_street,west_to_east,19,n00285,E,east_34th_street/west_to_east/19_n00285_E.jpg,37.3212,1.316,41.8482,0.0,0.0,0.045,0.0,0.1118,3.643,0.0025,4.5124,0.0641,0.0,3.9671,0.1411,6.8675,0.0,0.0,0.16
east_34th_street,west_to_east,20,n00286,E,east_34th_street/west_to_east/20_n00286_E.jpg,39.3542,3.3118,45.3396,0.0,0.1976,0.0448,0.0,0.187,4.2498,0.0,4.7284,0.1836,0.0,1.7924,0.3315,0.279,0.0,0.0,0.0003
east_34th_street,west_to_east,21,n00287,E,east_34th_street/west_to_east/21_n00287_E.jpg,38.1421,0.1001,29.9924,0.0,0.2207,0.0013,0.0107,0.0178,13.2381,0.0,3.786,0.14,0.0,1.7231,0.8042,11.8232,0.0,0.0,0.0001
east_34th_street,west_to_east,22,n00288,E,east_34th_street/west_to_east/22_n00288_E.jpg,36.8126,0.6443,41.4809,0.1235,0.0002,0.0772,0.0008,0.0562,5.5914,0.0,4.5762,0.2249,0.0,6.1636,3.3732,0.875,0.0,0.0,0.0
east_34th_street,west_to_east,23,n00289,E,east_34th_street/west_to_east/23_n00289_E.jpg,36.2056,1.0841,31.5906,0.1012,0.0065,0.3501,0.0095,0.0228,12.0631,0.0318,5.9638,0.4195,0.0043,5.9198,0.0008,6.2038,0.0,0.0,0.0227
east_34th_street,west_to_east,24,n00290,E,east_34th_street/west_to_east/24_n00290_E.jpg,45.1403,0.5369,33.409,0.0,0.2664,0.219,0.0001,0.0243,3.5032,0.0,14.0299,0.7496,0.0,1.3132,0.0597,0.7481,0.0,0.0,0.0002
east_34th_street,west_to_east,25,n00291,E,east_34th_street/west_to_east/25_n00291_E.jpg,42.689,1.2176,39.6924,0.0008,0.0,0.4845,0.0167,0.0504,2.9493,0.0,9.3903,0.8003,0.0,2.7042,0.0,0.0,0.0,0.0,0.0045
east_34th_street,west_to_east,26,n00292,E,east_34th_street/west_to_east/26_n00292_E.jpg,23.5215,11.8136,39.7696,0.0,0.3736,0.1066,0.0005,0.1589,10.6866,0.7259,3.2007,0.4673,0.0315,8.3433,0.5227,0.0,0.0,0.0,0.2777
east_34th_street,west_to_east,27,n00293,E,east_34th_street/west_to_east/27_n00293_E.jpg,29.3561,11.1126,36.6897,0.0,0.3371,0.8285,0.0,0.3494,15.0797,0.0309,0.232,0.3327,0.6129,0.3933,2.4369,0.0,0.0,0.0,2.208
east_34th_street,west_to_east,28,n00294,E,east_34th_street/west_to_east/28_n00294_E.jpg,32.0699,4.9608,32.8807,0.0,0.0002,0.0883,0.0,0.0,8.4583,0.0,0.5693,0.8982,0.0,0.3296,19.707,0.0,0.0,0.0196,0.0183
east_34th_street,west_to_east,29,n00295,E,east_34th_street/west_to_east/29_n00295_E.jpg,38.0452,5.0375,38.9049,0.0,0.0,0.2111,0.0,0.0,10.4434,0.0,4.7529,0.1407,0.0,2.0084,0.0,0.0,0.0,0.1027,0.3533
east_34th_street,west_to_east,30,n00296,E,east_34th_street/west_to_east/30_n00296_E.jpg,38.3917,3.9243,34.8845,0.0,0.0,0.2431,0.0,0.0236,14.2366,0.0114,4.9358,0.0719,0.0442,3.0347,0.0569,0.0,0.0,0.0,0.1415
east_34th_street,west_to_east,31,n00297,E,east_34th_street/west_to_east/31_n00297_E.jpg,36.8354,2.5099,37.1359,0.0024,0.0,0.2141,0.0,0.0158,8.3289,0.1006,6.0131,0.0565,0.0,8.7874,0.0,0.0,0.0,0.0,0.0
east_34th_street,west_to_east,32,n00298,E,east_34th_street/west_to_east/32_n00298_E.jpg,31.9491,8.5241,29.1708,0.0,0.0185,0.1671,0.0006,0.0616,15.9306,0.1396,8.3969,0.2425,0.0155,5.2353,0.0,0.0514,0.0813,0.0,0.0151
east_34th_street,west_to_east,33,n00299,E,east_34th_street/west_to_east/33_n00299_E.jpg,36.2455,4.1738,33.2285,0.0,0.0077,0.3435,0.023,0.2741,6.55,0.0372,12.8867,1.2594,0.0,4.9704,0.0,0.0,0.0,0.0,0.0
east_34th_street,west_to_east,34,n00300,E,east_34th_street/west_to_east/34_n00300_E.jpg,35.0494,0.7005,21.2023,0.0,0.0,0.2484,0.0144,0.0398,7.6146,0.0,11.8815,0.1187,0.0,0.5483,22.5791,0.0,0.0,0.0,0.003
east_34th_street,west_to_east,35,n00301,E,east_34th_street/west_to_east/35_n00301_E.jpg,40.2562,0.2584,21.9084,0.1959,0.4343,0.1196,0.0321,0.0251,4.3004,0.0,24.2209,0.3292,0.3377,7.3441,0.0,0.0,0.0,0.0,0.2374
east_34th_street,west_to_east,36,n00302,E,east_34th_street/west_to_east/36_n00302_E.jpg,40.8022,3.7191,22.4862,1.2412,1.4392,1.0884,0.1522,0.2679,14.7238,0.0,12.247,0.623,0.0,1.1053,0.0,0.0,0.0,0.0,0.1045
east_34th_street,west_to_east,37,n00303,E,east_34th_street/west_to_east/37_n00303_E.jpg,38.6639,0.8779,29.2794,0.3716,0.0016,0.0765,0.013,0.0227,16.5724,0.0,7.4061,0.1366,0.0255,6.4378,0.0,0.0,0.0,0.0,0.1149
east_34th_street,west_to_east,38,n00304,E,east_34th_street/west_to_east/38_n00304_E.jpg,40.3923,2.1939,35.5736,0.0067,0.0588,0.7141,0.0468,0.0651,7.1895,0.0,10.4004,0.0804,0.0224,3.1778,0.0,0.0,0.0,0.0,0.0783
east_34th_street,west_to_east,39,n00305,E,east_34th_street/west_to_east/39_n00305_E.jpg,41.4338,1.4677,36.6202,0.0099,0.2566,1.026,0.0905,0.0024,1.5568,0.0,14.3615,0.2325,0.0,2.9421,0.0,0.0,0.0,0.0,0.0
east_34th_street,west_to_east,40,n00306,E,east_34th_street/west_to_east/40_n00306_E.jpg,35.5963,1.3962,36.0018,0.0,0.8449,0.044,0.0,0.0138,9.3476,0.0,7.5632,0.0193,0.0111,8.8652,0.0,0.0,0.0,0.0,0.2964
east_34th_street,west_to_east,41,n00307,E,east_34th_street/west_to_east/41_n00307_E.jpg,38.6937,0.804,35.2771,0.0,0.0,0.0,0.0002,0.0208,9.5911,0.0064,5.354,0.0343,0.0,3.4803,6.5088,0.0027,0.0,0.0,0.2267
east_34th_street,west_to_east,42,n00308,E,east_34th_street/west_to_east/42_n00308_E.jpg,40.1914,2.1027,40.5208,0.0,0.1417,0.1262,0.0004,0.0497,6.8752,0.0,5.4114,0.2453,0.0,4.3153,0.0,0.0,0.0,0.0,0.0199
east_34th_street,west_to_east,43,n00309,E,east_34th_street/west_to_east/43_n00309_E.jpg,41.6436,3.5552,44.1877,0.0,0.0,0.0816,0.0036,0.0068,4.2319,0.0,5.6999,0.2063,0.0288,0.2866,0.0645,0.0,0.0,0.0,0.0034
east_34th_street,west_to_east,44,n00310,E,east_34th_street/west_to_east/44_n00310_E.jpg,40.6948,3.0402,40.0014,0.0007,0.3834,0.2876,0.0076,0.0735,6.5283,0.0,6.9418,0.3023,0.0,1.5587,0.0504,0.1293,0.0,0.0,0.0
east_34th_street,west_to_east,45,n00311,E,east_34th_street/west_to_east/45_n00311_E.jpg,34.8573,0.8855,36.644,0.0,0.0,0.0672,0.0336,0.0487,3.7646,0.0,7.5353,0.1931,0.0478,2.277,0.0,13.6332,0.0,0.0,0.0127
east_34th_street,west_to_east,46,n00312,E,east_34th_street/west_to_east/46_n00312_E.jpg,38.356,0.9546,34.7618,0.0025,0.0,0.7245,0.1514,0.1576,3.1707,0.0,9.0007,0.1936,0.0255,3.5558,6.7674,0.2324,1.904,0.0,0.0414
east_34th_street,west_to_east,47,n00313,E,east_34th_street/west_to_east/47_n00313_E.jpg,37.1109,0.9467,33.5251,0.0346,0.04,0.234,0.09,0.0368,4.8628,0.091,12.7666,0.5151,0.0219,9.6573,0.0296,0.0293,0.0,0.0,0.0083
east_35th_street,east_to_west,1,n00359,W,east_35th_street/east_to_west/01_n00359_W.jpg,41.024,3.0375,21.0742,0.0,2.0997,0.7193,0.0831,0.1738,22.0293,0.0672,8.3693,0.4653,0.0469,0.7928,0.0,0.0,0.0,0.0,0.0177
east_35th_street,east_to_west,2,n00358,W,east_35th_street/east_to_west/02_n00358_W.jpg,35.1942,7.3688,20.2754,0.0154,4.3272,0.2219,0.0,0.0008,25.7328,0.0025,5.8013,0.2584,0.0,0.4884,0.0,0.0025,0.0,0.0,0.3105
east_35th_street,east_to_west,3,n00357,W,east_35th_street/east_to_west/03_n00357_W.jpg,34.7579,6.6009,17.2217,0.0,5.0613,0.8523,0.0005,0.2504,30.7673,0.1746,2.5187,0.0,0.0,1.7945,0.0,0.0,0.0,0.0,0.0
east_35th_street,east_to_west,4,n00356,W,east_35th_street/east_to_west/04_n00356_W.jpg,32.5558,6.4413,16.2501,0.0,6.7395,0.0218,0.0,0.1497,30.2115,0.486,2.8822,0.0,0.0,4.262,0.0,0.0,0.0,0.0,0.0
east_35th_street,east_to_west,5,n00355,W,east_35th_street/east_to_west/05_n00355_W.jpg,31.4485,9.5494,17.1703,0.0002,5.2835,0.2719,0.0011,0.0,27.2894,0.0092,5.477,0.0483,0.0,3.4471,0.0,0.0,0.0,0.0,0.0042
east_35th_street,east_to_west,6,n00354,W,east_35th_street/east_to_west/06_n00354_W.jpg,31.2796,10.0926,16.4693,0.3204,5.0032,0.098,0.0,0.0138,25.5691,0.0,6.5985,0.2029,0.0,4.2761,0.0,0.0,0.0,0.0,0.0766
east_35th_street,east_to_west,7,n00353,W,east_35th_street/east_to_west/07_n00353_W.jpg,31.3535,8.0676,19.2371,0.2895,4.1767,0.0403,0.0058,0.0226,20.7753,0.0453,7.6924,1.5677,0.0,6.7191,0.0,0.0,0.0,0.0,0.0071
east_35th_street,east_to_west,8,n00352,W,east_35th_street/east_to_west/08_n00352_W.jpg,33.0048,9.0876,16.2405,0.0,4.6058,0.9228,0.0684,0.3526,23.4327,0.1969,9.9258,0.0001,0.0,2.162,0.0,0.0,0.0,0.0,0.0
east_35th_street,east_to_west,9,n00351,W,east_35th_street/east_to_west/09_n00351_W.jpg,38.6401,3.6041,19.5352,0.0261,5.7696,1.2729,0.3945,0.1898,12.2228,0.0,16.91,0.0703,0.0,1.3647,0.0,0.0,0.0,0.0,0.0
east_35th_street,east_to_west,10,n00350,W,east_35th_street/east_to_west/10_n00350_W.jpg,27.2955,6.5072,15.8614,5.8336,10.8173,0.3772,0.0048,0.0222,10.8914,0.0,19.7779,0.8269,0.0092,1.7062,0.0,0.0,0.0693,0.0,0.0
east_35th_street,east_to_west,11,n00349,W,east_35th_street/east_to_west/11_n00349_W.jpg,30.324,7.3037,23.2183,3.6711,6.8082,0.7905,0.0353,0.5176,3.961,0.0,21.8861,0.3399,0.0,0.9437,0.1287,0.0,0.0719,0.0,0.0
