node_id,osm_name,H_m,VEI,face_id,cone,band,bandperp,cone_ok,cone_hw,band_ok,band_hw,bandperp_ok,bandperp_hw
n00027,1st Avenue,114.66576,0.531274004450575,f1,,,,False,,False,,False,
n00028,1st Avenue,114.66576,0.5591901705487159,f1,,,,False,,False,,False,
n00029,1st Avenue,114.66576,0.5591901705487159,f1,,,,False,,False,,False,
n00030,1st Avenue,89.42832,0.5776011699830677,f1,,,,False,,False,,False,
n00031,1st Avenue,89.42832,0.5824531313236516,f1,,,,False,,False,,False,
n00032,1st Avenue,89.42832,0.5892452867565141,f1,,,,False,,False,,False,
n00033,1st Avenue,89.42832,0.5655319375816512,f1,,,,False,,False,,False,
n00034,1st Avenue,83.838288,0.583737671518041,f1,,,,False,,False,,False,
n00035,1st Avenue,89.42832,0.5539720459261379,f1,,,,False,,False,,False,
n00036,1st Avenue,83.838288,0.596876532546461,f1,,,,False,,False,,False,
n00037,1st Avenue,,0.5898574533034389,f1,102.84752269038094,100.98425668702421,99.85768403096047,True,,True,,True,
n00038,1st Avenue,78.24825600000001,0.6348132757776395,f1,99.55627681005694,97.17754965581028,93.39180971833161,True,0.7859700915622786,True,0.8052091895416661,True,0.8378492314903807
n00039,1st Avenue,,0.5980649727436176,f1,,,,False,,False,,False,
n00040,1st Avenue,78.24825600000001,0.6301954983937154,f1,81.94846476956556,78.21020104397942,74.8055436247034,True,0.9548471252027683,True,1.0004865727937355,True,1.0460221556916767
n00041,1st Avenue,,0.6165555665346012,f1,110.2897140138218,109.68047235405818,107.8325571086925,True,,True,,True,
n00042,1st Avenue,77.27016390691202,0.6083693140264618,f1,97.02892329013879,,,True,0.796362170028997,False,,False,
n00043,1st Avenue,18.373344000000003,0.610083536095573,f1,91.56390132157979,87.58392548215683,85.2697443621226,True,0.20066143681964074,True,0.2097798642713627,True,0.21547319201488738
n00045,1st Avenue,18.373344000000003,0.6017595356297097,f1,63.85671811874248,63.85671811874248,63.53587745226881,True,0.28772765875368833,True,0.28772765875368833,True,0.2891806131709275
n00046,2nd Avenue,13.130784,0.6452019629575126,f2,103.01315160180471,83.66271343918021,81.10078848063569,True,0.1274670641158207,True,0.15694905723498448,True,0.1619069832241547
n00047,2nd Avenue,13.133832000000002,0.6627843205698145,f2,52.63823941841543,52.638239418858745,51.02083385201288,True,0.249511232615526,True,0.24951123261342462,True,0.2574209594083662
n00048,2nd Avenue,13.149072,0.7359616330858161,f2,52.573512342722054,52.57351234265336,50.28896429276186,True,0.25010830385998123,True,0.250108303860308,True,0.26147032823049327
n00049,2nd Avenue,13.149072,0.7585139405500291,f2,30.64143255736225,30.641432556853637,28.127860915377433,True,0.4291271948654587,True,0.4291271948725817,True,0.46747500777108275
n00050,2nd Avenue,13.478256,0.6439298411407739,f2,73.33152710023971,31.18798812857415,29.626522139037718,True,0.18379892705051742,True,0.43216176511402943,True,0.45493885298943765
n00051,2nd Avenue,13.587984,0.6351836244522436,f2,89.29596990829404,,,True,0.15216794233776404,False,,False,
n00052,2nd Avenue,17.6784,0.5939905413467659,f2,,,,False,,False,,False,
n00053,2nd Avenue,17.821656,0.6266483834946552,f2,,,,False,,False,,False,
n00054,2nd Avenue,18.01368,0.5725206203927834,f2,,,,False,,False,,False,
n00055,2nd Avenue,11.90244,0.525839561665407,f2,,,,False,,False,,False,
n00056,2nd Avenue,5.7912,0.5098561521373237,f2,91.61138152120536,91.61154614042849,89.71789885057413,True,0.06321485282545931,True,0.06321473923300945,True,0.06454899272268168
n00057,2nd Avenue,5.7912,0.0010045264911365927,f2,,,,False,,False,,False,
n00058,2nd Avenue,19.927824,0.5533182199788219,f2,,,,False,,False,,False,
n00059,2nd Avenue,19.38528,0.7969942394231408,f2,30.736440641834783,30.736440641811782,28.833771084649847,True,0.6306937171383165,True,0.6306937171387884,True,0.6723116425905208
n00060,2nd Avenue,18.908268,0.786189064267502,f2,30.8552810742124,30.855281074315446,29.360997650137044,True,0.6128049183710975,True,0.6128049183690509,True,0.6439926948433152
n00061,2nd Avenue,18.908268,0.8035071387463185,f2,30.5662848453567,30.566284845124343,28.037465169093245,True,0.6185988286002752,True,0.6185988286049776,True,0.6743929198294037
n00062,2nd Avenue,18.231612,0.755958426175973,f2,59.8917011273584,34.16602473435965,30.180694010909665,True,0.30440965370529166,True,0.5336181818561134,True,0.6040819337490936
n00063,2nd Avenue,18.231612,0.8306809111043749,f2,30.699466760281904,30.699466760368757,28.281967977473123,True,0.5938738982785049,True,0.5938738982768248,True,0.6446373185388536
n00064,2nd Avenue,17.63268,0.8613074548545518,f2,30.936346364783624,30.017668075775397,27.45299499815279,True,0.5699664657256409,True,0.5874100531556539,True,0.6422862059744825
n00065,2nd Avenue,36.237672,0.885113507292102,f2,29.776399440053144,29.776399440053144,28.525881469995298,True,1.2169930777881628,True,1.2169930777881628,True,1.2703436364662837
n00066,2nd Avenue,67.056,0.8499455648994558,f2,61.13936872777408,36.068822607789315,33.10548298073964,True,1.0967728551233493,True,1.8591125285447712,True,2.0255255009876265
n00067,2nd Avenue,78.92796,0.8809695721744752,f2,66.87382131772577,33.98775942578744,30.400916466528344,True,1.1802519796947677,True,2.3222466362438476,True,2.596236205145339
n00068,2nd Avenue,90.52560000000001,0.8635844459231142,f2,32.65759829217771,32.65759829228007,30.271682300836925,True,2.771961342352695,True,2.771961342344007,True,2.990438360853742
n00069,2nd Avenue,78.7908,0.855215280162819,f2,45.735861796210486,40.113904729756904,38.22131059622226,True,1.7227356587501395,True,1.964176774382978,True,2.0614363759621464
n00070,2nd Avenue,108.603288,0.8588088646761599,f2,,57.965372646260526,53.74792456278307,False,,True,1.8735890591571354,True,2.0206043095327386
n00071,2nd Avenue,83.207352,0.8909621177067578,f2,33.945765197535934,33.9457651976641,30.57592685588176,True,2.451185045197917,True,2.4511850451886623,True,2.72133539539763
n00072,2nd Avenue,60.707015999999996,0.910009870102063,f2,30.44269628450441,30.44269628440129,27.978823972167575,True,1.9941405791608668,True,1.9941405791676219,True,2.1697486663624375
n00073,2nd Avenue,65.902332,0.9087788567856553,f2,30.540271066773563,30.540271066876528,27.976921498436617,True,2.1578830081733873,True,2.1578830081661122,True,2.3555962725806947
n00074,2nd Avenue,65.902332,0.871343132897917,f2,59.3000636751608,33.782944414307565,30.709088364713033,True,1.1113366144260097,True,1.9507574944263713,True,2.1460204619986882
n00075,2nd Avenue,71.570088,0.9209137187058226,f2,31.18718509565349,31.18718509575603,28.578060172063807,True,2.294855652425477,True,2.2948556524179318,True,2.504371800223257
n00076,2nd Avenue,106.797894091872,0.9149757913851817,f2,34.968517791758615,31.63372790916459,28.504448489902547,True,3.054115554106847,True,3.376076774717773,True,3.746709715492451
n00077,2nd Avenue,106.797894091872,0.8919055388429941,f2,42.03024995940329,35.81311156805503,32.65475976312895,True,2.5409768962836834,True,2.9820892241916996,True,3.2705153817257395
n00078,2nd Avenue,95.687388,0.8495892437519666,f2,99.11700464362238,81.45560396046231,78.80500239727024,True,0.9653983021787871,True,1.174718292512393,True,1.2142298723325025
n00079,2nd Avenue,85.78291200000001,0.8628622766112855,f2,31.01741600434685,31.017416004006396,29.121541141041497,True,2.7656369566045798,True,2.765636956634936,True,2.9456858613538364
n00080,3rd Avenue,50.292,0.8127424475231887,f3,48.26558428444107,34.17773489883388,31.93022451383203,True,1.041984692521627,True,1.4714842908362522,True,1.5750593917125053
n00081,3rd Avenue,83.588352,0.8303779531623176,f3,98.84108658542307,82.636268905524,79.2373027568826,True,0.8456842684318232,True,1.0115213707865307,True,1.0549116273741344
n00082,3rd Avenue,16.770096000000002,0.8907039381547024,f3,31.11555108362579,31.115551083523215,28.73503652438407,True,0.538961882916002,True,0.5389618829177787,True,0.5836114384531643
n00083,3rd Avenue,16.562832,0.8926248683511889,f3,30.768727165040083,30.76872716480363,28.6476566426596,True,0.5383008504433343,True,0.5383008504474711,True,0.578156608290818
n00084,3rd Avenue,16.66494,0.9127786660189549,f3,30.799105413364906,30.799105413025533,29.371015414360386,True,0.5410851963501657,True,0.5410851963561278,True,0.5673940708175859
