b2,p_b2,slope_lo,slope_hi,t_lo,t_hi,turning_point,tp_ci_lo,tp_ci_hi,tp_ci_bounded,pass_a,pass_b,pass_c,inverted_u
0.12795221895157746,0.0029398359645923604,-1.7862919387484046,0.7790714222274966,-4.077863917851094,1.6165846716425631,7.029610002178657,-11.824237570253105,-5.674695898123168,True,False,False,False,False
