node_id,osm_name,chain,chain_pos_m,GVI_al,VEI_al,dwell
n00143,East 34th Street,East 34th Street#0,800.0,2.951994059199064,0.7982533049274847,0.44161881675705755
n00144,East 34th Street,East 34th Street#0,820.0,5.448575918806132,0.7395664622903781,0.6267609762870088
n00145,East 34th Street,East 34th Street#0,860.0,5.815454373951679,0.7058952060501567,0.6726178550697016
n00146,East 34th Street,East 34th Street#0,880.0,4.30399196022792,0.7913876434745969,0.5184008695523903
n00147,East 34th Street,East 34th Street#0,900.0,1.439323147456896,0.7338884672532877,0.42551696726420385
n00148,East 34th Street,East 34th Street#0,920.0,2.0161247867747694,0.8514347532290523,0.3313209961632746
n00149,East 34th Street,East 34th Street#0,940.0,4.241126437831948,0.8865054342653769,0.3991060215576855
n00150,East 34th Street,East 34th Street#0,960.0,5.5107883265143265,0.8936156178497228,0.4543847109215837
n00151,East 34th Street,East 34th Street#0,980.0,4.699496036415599,0.8983365676855112,0.4059530279989153
n00152,East 34th Street,East 34th Street#0,1000.0,3.805033174351621,0.8950670917948655,0.36464523122846737
n00153,East 34th Street,East 34th Street#0,1020.0,2.6851710869911463,0.8910083397699511,0.3128251512531358
n00154,East 34th Street,East 34th Street#0,1040.0,1.934215337267401,0.859248979784671,0.31711450243341277
n00155,East 34th Street,East 34th Street#0,1060.0,1.3058026205081448,0.7949750447778288,0.3605021372268543
n00156,East 34th Street,East 34th Street#0,1080.0,1.6985418502714662,0.7340385985514538,0.438714830393295
n00157,East 35th Street,East 35th Street#0,120.0,7.739336359829774,0.6625720043676537,0.8002426201421955
n00158,East 35th Street,East 35th Street#0,160.0,3.980056229538664,0.7656107009587343,0.5275938680297335
n00159,East 35th Street,East 35th Street#0,180.0,4.75316809898511,0.7631647323480666,0.5696612905357059
n00160,East 35th Street,East 35th Street#0,200.0,6.034558621167835,0.7223390173224851,0.6712049679769887
n00161,East 35th Street,East 35th Street#0,220.0,4.556108331471128,0.6923806306396805,0.6175737238871437
n00162,East 35th Street,East 35th Street#0,240.0,7.378673923074403,0.6852040875601548,0.767536297803064
n00163,East 35th Street,East 35th Street#0,260.0,4.373931292129089,0.668062533848786,0.6239870170253973
n00164,East 35th Street,East 35th Street#0,280.0,5.000605344805425,0.6641248002558472,0.6585537235142729
n00165,East 35th Street,East 35th Street#0,300.0,3.2952991889996692,0.6243458404409119,0.5915529890232527
n00166,East 35th Street,East 35th Street#0,320.0,2.938078511938486,0.5543265304979204,0.5957101238236525
n00167,East 35th Street,East 35th Street#0,340.0,3.337623843465675,0.5950648489262398,0.6052927660047567
n00168,East 35th Street,East 35th Street#0,380.0,2.100805284237242,0.7572857371819742,0.43883251154851305
n00169,East 35th Street,East 35th Street#0,400.0,3.7817917291763288,0.8337988331968293,0.44383200132055556
n00170,East 35th Street,East 35th Street#0,420.0,5.0250507925156125,0.8030156085383391,0.5430235479783774
n00171,East 35th Street,East 35th Street#0,440.0,8.568925721619724,0.8712354909051965,0.6423899865568083
n00172,East 35th Street,East 35th Street#0,460.0,4.192669998961064,0.8909383136665121,0.3904119063602125
n00173,East 35th Street,East 35th Street#0,480.0,4.708779782674865,0.9058480784901946,0.3955570745004213
n00174,East 35th Street,East 35th Street#0,500.0,3.4558689306523873,0.8233585243691115,0.43942864150757344
n00175,East 35th Street,East 35th Street#0,520.0,2.900773025701171,0.8529408317578482,0.3748840079515452
n00176,East 35th Street,East 35th Street#0,540.0,2.9042575315440904,0.8902403453383425,0.32516658437191137
