street,direction,seq,node_id,cardinal,file,bearing,in_view,nearest_m,shed_in_view,shed_nearest_m,supported_in_view,supported_nearest_m,suspended_in_view,suspended_nearest_m,fence_in_view,fence_nearest_m
east_34th_street,east_to_west,16,n00298,W,east_34th_street/east_to_west/16_n00298_W.jpg,298.3,False,73.2,False,87.6,False,73.2,False,87.6,False,159.5
east_34th_street,east_to_west,17,n00297,W,east_34th_street/east_to_west/17_n00297_W.jpg,298.3,False,84.5,False,84.5,False,84.5,False,84.5,False,145.5
east_34th_street,east_to_west,18,n00296,W,east_34th_street/east_to_west/18_n00296_W.jpg,298.3,False,83.0,False,83.0,False,86.0,False,86.0,False,128.5
east_34th_street,east_to_west,19,n00295,W,east_34th_street/east_to_west/19_n00295_W.jpg,298.3,False,85.7,False,85.7,False,90.7,False,89.1,False,112.6
east_34th_street,east_to_west,20,n00294,W,east_34th_street/east_to_west/20_n00294_W.jpg,298.3,False,72.1,False,72.1,False,72.1,False,72.1,False,98.2
east_34th_street,east_to_west,21,n00293,W,east_34th_street/east_to_west/21_n00293_W.jpg,298.3,False,54.5,False,54.5,False,54.5,False,54.5,False,85.9
east_34th_street,east_to_west,22,n00292,W,east_34th_street/east_to_west/22_n00292_W.jpg,298.3,False,39.2,False,39.2,False,39.2,False,39.2,False,76.9
east_34th_street,east_to_west,23,n00291,W,east_34th_street/east_to_west/23_n00291_W.jpg,298.3,True,29.7,True,29.7,True,29.7,True,29.7,False,73.0
east_34th_street,east_to_west,24,n00290,W,east_34th_street/east_to_west/24_n00290_W.jpg,298.3,False,31.4,False,31.4,False,31.4,False,31.4,False,75.1
east_34th_street,east_to_west,25,n00289,W,east_34th_street/east_to_west/25_n00289_W.jpg,298.3,False,44.1,False,44.1,False,44.1,False,44.1,False,81.3
east_34th_street,east_to_west,26,n00288,W,east_34th_street/east_to_west/26_n00288_W.jpg,298.3,False,60.9,False,60.9,False,60.9,False,60.9,False,91.4
east_34th_street,east_to_west,27,n00287,W,east_34th_street/east_to_west/27_n00287_W.jpg,298.3,False,79.2,False,79.2,False,79.2,False,79.2,False,104.5
east_34th_street,east_to_west,28,n00286,W,east_34th_street/east_to_west/28_n00286_W.jpg,298.3,False,69.1,False,69.1,False,98.2,False,95.1,False,119.4
east_34th_street,east_to_west,29,n00285,W,east_34th_street/east_to_west/29_n00285_W.jpg,298.3,False,53.1,False,53.1,False,106.8,False,83.9,False,135.7
east_34th_street,east_to_west,30,n00284,W,east_34th_street/east_to_west/30_n00284_W.jpg,298.3,False,40.1,False,40.1,False,96.0,False,75.4,False,152.4
east_34th_street,east_to_west,31,n00283,W,east_34th_street/east_to_west/31_n00283_W.jpg,298.3,False,34.5,False,34.5,False,88.6,False,71.6,False,160.7
east_34th_street,east_to_west,32,n00282,W,east_34th_street/east_to_west/32_n00282_W.jpg,298.3,False,40.3,False,40.3,False,84.6,False,74.1,False,141.5
east_34th_street,east_to_west,33,n00281,W,east_34th_street/east_to_west/33_n00281_W.jpg,298.3,True,20.8,True,20.8,False,85.1,False,81.6,False,122.5
east_34th_street,east_to_west,34,n00280,W,east_34th_street/east_to_west/34_n00280_W.jpg,298.3,True,0.8,True,0.8,False,90.0,False,93.0,False,103.9
east_34th_street,east_to_west,35,n00279,W,east_34th_street/east_to_west/35_n00279_W.jpg,298.3,False,19.2,False,19.2,False,98.8,False,77.6,False,86.0
east_34th_street,east_to_west,36,n00278,W,east_34th_street/east_to_west/36_n00278_W.jpg,298.3,False,39.2,False,39.2,False,110.6,False,58.0,False,69.3
east_34th_street,east_to_west,37,n00277,W,east_34th_street/east_to_west/37_n00277_W.jpg,298.3,False,38.7,False,38.7,False,116.1,False,38.7,False,54.7
east_34th_street,east_to_west,38,n00276,W,east_34th_street/east_to_west/38_n00276_W.jpg,298.3,True,20.9,True,20.9,False,111.7,True,20.9,False,44.7
east_34th_street,east_to_west,39,n00275,W,east_34th_street/east_to_west/39_n00275_W.jpg,298.3,False,13.4,False,13.4,False,94.7,False,13.4,False,42.2
east_34th_street,east_to_west,40,n00274,W,east_34th_street/east_to_west/40_n00274_W.jpg,298.3,False,26.8,False,26.8,False,74.7,False,26.8,False,48.8
east_34th_street,east_to_west,41,n00273,W,east_34th_street/east_to_west/41_n00273_W.jpg,298.3,False,45.4,False,45.4,False,54.7,False,45.4,False,61.4
east_34th_street,east_to_west,42,n00272,W,east_34th_street/east_to_west/42_n00272_W.jpg,298.3,False,31.5,False,31.5,False,34.7,False,64.9,False,49.4
east_34th_street,east_to_west,43,n00271,W,east_34th_street/east_to_west/43_n00271_W.jpg,298.3,True,11.7,True,11.7,True,14.8,False,72.4,True,29.5
east_34th_street,east_to_west,44,n00270,W,east_34th_street/east_to_west/44_n00270_W.jpg,298.3,True,5.5,True,5.5,True,5.5,False,52.7,True,9.5
east_34th_street,east_to_west,45,n00269,W,east_34th_street/east_to_west/45_n00269_W.jpg,298.3,False,10.5,False,13.4,False,13.4,False,33.5,False,10.5
east_34th_street,east_to_west,46,n00268,W,east_34th_street/east_to_west/46_n00268_W.jpg,298.3,True,16.6,True,16.6,False,33.4,True,16.6,False,30.5
east_34th_street,east_to_west,47,n00267,W,east_34th_street/east_to_west/47_n00267_W.jpg,298.3,False,14.9,False,14.9,False,53.4,False,14.9,False,50.5
east_34th_street,west_to_east,1,n00267,E,east_34th_street/west_to_east/01_n00267_E.jpg,118.3,True,14.9,True,14.9,False,53.4,True,14.9,False,50.5
east_34th_street,west_to_east,2,n00268,E,east_34th_street/west_to_east/02_n00268_E.jpg,118.3,False,16.6,False,16.6,False,33.4,False,16.6,False,30.5
east_34th_street,west_to_east,3,n00269,E,east_34th_street/west_to_east/03_n00269_E.jpg,118.3,True,10.5,True,13.4,True,13.4,False,33.5,True,10.5
east_34th_street,west_to_east,4,n00270,E,east_34th_street/west_to_east/04_n00270_E.jpg,118.3,True,5.5,True,5.5,True,5.5,False,52.7,False,9.5
east_34th_street,west_to_east,5,n00271,E,east_34th_street/west_to_east/05_n00271_E.jpg,118.3,False,11.7,False,11.7,False,14.8,False,72.4,False,29.5
east_34th_street,west_to_east,6,n00272,E,east_34th_street/west_to_east/06_n00272_E.jpg,118.3,False,31.5,False,31.5,False,34.7,False,64.9,False,49.4
east_34th_street,west_to_east,7,n00273,E,east_34th_street/west_to_east/07_n00273_E.jpg,118.3,False,45.4,False,45.4,False,54.7,False,45.4,False,61.4
east_34th_street,west_to_east,8,n00274,E,east_34th_street/west_to_east/08_n00274_E.jpg,118.3,True,26.8,True,26.8,False,74.7,True,26.8,False,48.8
east_34th_street,west_to_east,9,n00275,E,east_34th_street/west_to_east/09_n00275_E.jpg,118.3,True,13.4,True,13.4,False,94.7,True,13.4,False,42.2
east_34th_street,west_to_east,10,n00276,E,east_34th_street/west_to_east/10_n00276_E.jpg,118.3,False,20.9,False,20.9,False,111.7,False,20.9,False,44.7
east_34th_street,west_to_east,11,n00277,E,east_34th_street/west_to_east/11_n00277_E.jpg,118.3,False,38.7,False,38.7,False,116.1,False,38.7,False,54.7
east_34th_street,west_to_east,12,n00278,E,east_34th_street/west_to_east/12_n00278_E.jpg,118.3,False,39.2,False,39.2,False,110.6,False,58.0,False,69.3
east_34th_street,west_to_east,13,n00279,E,east_34th_street/west_to_east/13_n00279_E.jpg,118.3,True,19.2,True,19.2,False,98.8,False,77.6,False,86.0
east_34th_street,west_to_east,14,n00280,E,east_34th_street/west_to_east/14_n00280_E.jpg,118.3,False,0.8,False,0.8,False,90.0,False,93.0,False,103.9
east_34th_street,west_to_east,15,n00281,E,east_34th_street/west_to_east/15_n00281_E.jpg,118.3,False,20.8,False,20.8,False,85.1,False,81.6,False,122.5
east_34th_street,west_to_east,16,n00282,E,east_34th_street/west_to_east/16_n00282_E.jpg,118.3,False,40.3,False,40.3,False,84.6,False,74.1,False,141.5
east_34th_street,west_to_east,17,n00283,E,east_34th_street/west_to_east/17_n00283_E.jpg,118.3,False,34.5,False,34.5,False,88.6,False,71.6,False,160.7
east_34th_street,west_to_east,18,n00284,E,east_34th_street/west_to_east/18_n00284_E.jpg,118.3,False,40.1,False,40.1,False,96.0,False,75.4,False,152.4
east_34th_street,west_to_east,19,n00285,E,east_34th_street/west_to_east/19_n00285_E.jpg,118.3,False,53.1,False,53.1,False,106.8,False,83.9,False,135.7
east_34th_street,west_to_east,20,n00286,E,east_34th_street/west_to_east/20_n00286_E.jpg,118.3,False,69.1,False,69.1,False,98.2,False,95.1,False,119.4
east_34th_street,west_to_east,21,n00287,E,east_34th_street/west_to_east/21_n00287_E.jpg,118.3,False,79.2,False,79.2,False,79.2,False,79.2,False,104.5
east_34th_street,west_to_east,22,n00288,E,east_34th_street/west_to_east/22_n00288_E.jpg,118.3,False,60.9,False,60.9,False,60.9,False,60.9,False,91.4
east_34th_street,west_to_east,23,n00289,E,east_34th_street/west_to_east/23_n00289_E.jpg,118.3,False,44.1,False,44.1,False,44.1,False,44.1,False,81.3
east_34th_street,west_to_east,24,n00290,E,east_34th_street/west_to_east/24_n00290_E.jpg,118.3,False,31.4,False,31.4,False,31.4,False,31.4,False,75.1
east_34th_street,west_to_east,25,n00291,E,east_34th_street/west_to_east/25_n00291_E.jpg,118.3,False,29.7,False,29.7,False,29.7,False,29.7,False,73.0
east_34th_street,west_to_east,26,n00292,E,east_34th_street/west_to_east/26_n00292_E.jpg,118.3,False,39.2,False,39.2,False,39.2,False,39.2,False,76.9
east_34th_street,west_to_east,27,n00293,E,east_34th_street/west_to_east/27_n00293_E.jpg,118.3,False,54.5,False,54.5,False,54.5,False,54.5,False,85.9
east_34th_street,west_to_east,28,n00294,E,east_34th_street/west_to_east/28_n00294_E.jpg,118.3,False,72.1,False,72.1,False,72.1,False,72.1,False,98.2
east_34th_street,west_to_east,29,n00295,E,east_34th_street/west_to_east/29_n00295_E.jpg,118.3,False,85.7,False,85.7,False,90.7,False,89.1,False,112.6
east_34th_street,west_to_east,30,n00296,E,east_34th_street/west_to_east/30_n00296_E.jpg,118.3,False,83.0,False,83.0,False,86.0,False,86.0,False,128.5
east_34th_street,west_to_east,31,n00297,E,east_34th_street/west_to_east/31_n00297_E.jpg,118.3,False,84.5,False,84.5,False,84.5,False,84.5,False,145.5
east_34th_street,west_to_east,32,n00298,E,east_34th_street/west_to_east/32_n00298_E.jpg,118.3,False,73.2,False,87.6,False,73.2,False,87.6,False,159.5
east_34th_street,west_to_east,33,n00299,E,east_34th_street/west_to_east/33_n00299_E.jpg,118.3,False,53.6,False,95.1,False,53.6,False,95.1,False,139.5
east_34th_street,west_to_east,34,n00300,E,east_34th_street/west_to_east/34_n00300_E.jpg,118.3,False,34.3,False,105.7,False,34.3,False,105.7,False,119.4
east_34th_street,west_to_east,35,n00301,E,east_34th_street/west_to_east/35_n00301_E.jpg,118.3,True,16.9,False,113.4,True,16.9,False,118.6,False,99.4
east_34th_street,west_to_east,36,n00302,E,east_34th_street/west_to_east/36_n00302_E.jpg,118.3,False,14.1,False,93.4,False,14.1,False,105.8,False,79.5
east_34th_street,west_to_east,37,n00303,E,east_34th_street/west_to_east/37_n00303_E.jpg,118.3,False,30.2,False,73.4,False,30.2,False,86.3,False,59.5
east_34th_street,west_to_east,38,n00304,E,east_34th_street/west_to_east/38_n00304_E.jpg,118.3,False,39.4,False,53.4,False,49.2,False,66.3,False,39.4
east_34th_street,west_to_east,39,n00305,E,east_34th_street/west_to_east/39_n00305_E.jpg,118.3,True,19.5,False,33.4,False,33.4,False,46.3,True,19.5
east_34th_street,west_to_east,40,n00306,E,east_34th_street/west_to_east/40_n00306_E.jpg,118.3,True,0.7,True,13.4,True,13.4,True,26.3,False,0.7
east_34th_street,west_to_east,41,n00307,E,east_34th_street/west_to_east/41_n00307_E.jpg,118.3,True,6.5,False,6.6,False,6.6,True,6.5,False,20.5
east_34th_street,west_to_east,42,n00308,E,east_34th_street/west_to_east/42_n00308_E.jpg,118.3,False,13.8,False,26.6,False,26.6,False,13.8,False,40.6
east_34th_street,west_to_east,43,n00309,E,east_34th_street/west_to_east/43_n00309_E.jpg,118.3,False,33.7,False,46.6,False,46.6,False,33.7,False,60.5
east_34th_street,west_to_east,44,n00310,E,east_34th_street/west_to_east/44_n00310_E.jpg,118.3,False,53.7,False,64.5,False,66.6,False,53.7,False,78.8
east_34th_street,west_to_east,45,n00311,E,east_34th_street/west_to_east/45_n00311_E.jpg,118.3,False,46.0,False,46.0,False,86.6,False,46.0,False,58.9
east_34th_street,west_to_east,46,n00312,E,east_34th_street/west_to_east/46_n00312_E.jpg,118.3,True,29.7,True,29.7,False,106.6,True,29.7,False,38.8
east_34th_street,west_to_east,47,n00313,E,east_34th_street/west_to_east/47_n00313_E.jpg,118.3,True,18.9,True,18.9,False,126.6,True,18.9,True,18.9
east_35th_street,east_to_west,1,n00359,W,east_35th_street/east_to_west/01_n00359_W.jpg,298.3,False,63.6,False,63.6,False,146.2,False,63.6,False,89.0
east_35th_street,east_to_west,2,n00358,W,east_35th_street/east_to_west/02_n00358_W.jpg,298.3,False,69.3,False,69.3,False,130.6,False,69.3,False,96.9
east_35th_street,east_to_west,3,n00357,W,east_35th_street/east_to_west/03_n00357_W.jpg,298.3,False,79.4,False,79.4,False,116.0,False,79.4,False,107.8
east_35th_street,east_to_west,4,n00356,W,east_35th_street/east_to_west/04_n00356_W.jpg,298.3,False,92.8,False,92.8,False,103.3,False,92.8,False,112.0
east_35th_street,east_to_west,5,n00355,W,east_35th_street/east_to_west/05_n00355_W.jpg,298.3,False,90.3,False,93.1,False,93.1,False,90.3,False,100.0
east_35th_street,east_to_west,6,n00354,W,east_35th_street/east_to_west/06_n00354_W.jpg,298.3,False,86.4,False,86.4,False,86.4,False,86.4,False,90.8
east_35th_street,east_to_west,7,n00353,W,east_35th_street/east_to_west/07_n00353_W.jpg,298.3,False,84.1,False,84.1,False,84.1,False,87.1,False,85.4
east_35th_street,east_to_west,8,n00352,W,east_35th_street/east_to_west/08_n00352_W.jpg,298.3,False,84.4,False,86.5,False,86.5,False,92.2,False,84.4
east_35th_street,east_to_west,9,n00351,W,east_35th_street/east_to_west/09_n00351_W.jpg,298.3,False,88.2,False,93.2,False,93.2,False,101.1,False,88.2
east_35th_street,east_to_west,10,n00350,W,east_35th_street/east_to_west/10_n00350_W.jpg,298.3,False,83.5,False,103.4,False,83.5,False,112.9,False,96.0
east_35th_street,east_to_west,11,n00349,W,east_35th_street/east_to_west/11_n00349_W.jpg,298.3,False,75.7,False,116.2,False,75.7,False,117.0,False,107.1
east_35th_street,east_to_west,12,n00348,W,east_35th_street/east_to_west/12_n00348_W.jpg,298.3,False,72.7,False,97.1,False,72.7,False,97.1,False,120.5
east_35th_street,east_to_west,13,n00347,W,east_35th_street/east_to_west/13_n00347_W.jpg,298.3,False,75.2,False,77.0,False,75.2,False,77.0,False,135.6
east_35th_street,east_to_west,14,n00346,W,east_35th_street/east_to_west/14_n00346_W.jpg,298.3,False,57.1,False,57.1,False,57.1,False,57.1,False,151.7
east_35th_street,east_to_west,15,n00345,W,east_35th_street/east_to_west/15_n00345_W.jpg,298.3,False,37.1,False,37.1,False,37.1,False,37.1,False,168.6
east_35th_street,east_to_west,16,n00344,W,east_35th_street/east_to_west/16_n00344_W.jpg,298.3,True,17.1,True,17.1,True,17.1,True,17.1,False,186.3
east_35th_street,east_to_west,17,n00343,W,east_35th_street/east_to_west/17_n00343_W.jpg,298.3,True,3.0,True,3.0,False,3.0,False,3.0,False,177.8
east_35th_street,east_to_west,18,n00342,W,east_35th_street/east_to_west/18_n00342_W.jpg,298.3,False,8.3,False,8.3,False,22.9,False,22.9,False,160.0
east_35th_street,east_to_west,19,n00341,W,east_35th_street/east_to_west/19_n00341_W.jpg,298.3,False,28.2,False,28.2,False,43.0,False,43.0,False,143.0
east_35th_street,east_to_west,20,n00340,W,east_35th_street/east_to_west/20_n00340_W.jpg,298.3,False,48.1,False,48.1,False,62.9,False,62.9,False,126.6
east_35th_street,east_to_west,21,n00339,W,east_35th_street/east_to_west/21_n00339_W.jpg,298.3,False,59.0,False,59.0,False,59.0,False,67.9,False,111.3
east_35th_street,east_to_west,22,n00338,W,east_35th_street/east_to_west/22_n00338_W.jpg,298.3,False,48.7,False,48.7,False,48.7,False,58.7,False,97.6
east_35th_street,east_to_west,23,n00337,W,east_35th_street/east_to_west/23_n00337_W.jpg,298.3,False,45.5,False,45.5,False,45.5,False,55.6,False,86.6
east_35th_street,east_to_west,24,n00336,W,east_35th_street/east_to_west/24_n00336_W.jpg,298.3,False,50.7,False,50.7,False,50.7,False,59.3,False,79.3
east_35th_street,east_to_west,25,n00335,W,east_35th_street/east_to_west/25_n00335_W.jpg,298.3,False,62.3,False,62.3,False,62.3,False,68.8,False,76.6
east_35th_street,east_to_west,26,n00334,W,east_35th_street/east_to_west/26_n00334_W.jpg,298.3,False,58.9,False,58.9,False,77.4,False,82.2,False,79.2
east_35th_street,east_to_west,27,n00333,W,east_35th_street/east_to_west/27_n00333_W.jpg,298.3,False,38.9,False,38.9,False,86.3,False,97.9,False,86.3
east_35th_street,east_to_west,28,n00332,W,east_35th_street/east_to_west/28_n00332_W.jpg,298.3,True,19.0,True,19.0,False,81.5,False,114.9,False,97.1
east_35th_street,east_to_west,29,n00331,W,east_35th_street/east_to_west/29_n00331_W.jpg,298.3,False,1.1,False,1.1,False,61.5,False,132.8,False,110.6
east_35th_street,east_to_west,30,n00330,W,east_35th_street/east_to_west/30_n00330_W.jpg,298.3,False,21.1,False,21.1,False,41.4,False,151.3,False,125.7
east_35th_street,east_to_west,31,n00329,W,east_35th_street/east_to_west/31_n00329_W.jpg,298.3,True,21.5,False,41.1,True,21.5,False,150.0,False,142.1
east_35th_street,east_to_west,32,n00328,W,east_35th_street/east_to_west/32_n00328_W.jpg,298.3,True,2.0,False,61.0,True,2.0,False,130.4,False,159.2
east_35th_street,east_to_west,33,n00327,W,east_35th_street/east_to_west/33_n00327_W.jpg,298.3,False,18.6,False,81.0,False,18.6,False,110.8,False,167.4
east_35th_street,east_to_west,34,n00326,W,east_35th_street/east_to_west/34_n00326_W.jpg,298.3,False,38.6,False,86.1,False,38.6,False,91.4,False,155.2
east_35th_street,east_to_west,35,n00325,W,east_35th_street/east_to_west/35_n00325_W.jpg,298.3,False,58.6,False,72.4,False,58.6,False,72.4,False,144.8
east_35th_street,east_to_west,36,n00324,W,east_35th_street/east_to_west/36_n00324_W.jpg,298.3,False,54.1,False,54.1,False,54.1,False,54.1,False,136.5
east_35th_street,east_to_west,37,n00323,W,east_35th_street/east_to_west/37_n00323_W.jpg,298.3,False,37.6,False,37.6,False,37.6,False,37.6,False,130.7
east_35th_street,east_to_west,38,n00322,W,east_35th_street/east_to_west/38_n00322_W.jpg,298.3,True,26.3,True,26.3,True,26.3,True,26.3,False,124.7
east_35th_street,east_to_west,39,n00321,W,east_35th_street/east_to_west/39_n00321_W.jpg,298.3,False,27.8,False,27.8,False,27.8,False,27.8,False,104.7
east_35th_street,east_to_west,40,n00320,W,east_35th_street/east_to_west/40_n00320_W.jpg,298.3,False,40.8,False,40.8,False,40.8,False,40.8,False,84.7
east_35th_street,east_to_west,41,n00319,W,east_35th_street/east_to_west/41_n00319_W.jpg,298.3,False,57.9,False,57.9,False,57.9,False,57.9,False,64.7
east_35th_street,east_to_west,42,n00318,W,east_35th_street/east_to_west/42_n00318_W.jpg,298.3,False,44.6,False,44.6,False,44.6,False,44.6,False,44.6
east_35th_street,east_to_west,43,n00317,W,east_35th_street/east_to_west/43_n00317_W.jpg,298.3,True,24.6,True,24.6,True,24.6,True,24.6,True,24.6
east_35th_street,east_to_west,44,n00316,W,east_35th_street/east_to_west/44_n00316_W.jpg,298.3,True,4.7,True,4.7,True,4.7,True,4.7,True,4.7
east_35th_street,east_to_west,45,n00315,W,east_35th_street/east_to_west/45_n00315_W.jpg,298.3,True,1.3,True,1.3,True,1.3,True,1.3,False,15.3
east_35th_street,east_to_west,46,n00314,W,east_35th_street/east_to_west/46_n00314_W.jpg,298.3,True,19.8,True,19.8,True,19.8,False,19.8,False,35.3
east_35th_street,west_to_east,1,n00314,E,east_35th_street/west_to_east/01_n00314_E.jpg,118.3,True,19.8,True,19.8,True,19.8,True,19.8,False,35.3
east_35th_street,west_to_east,2,n00315,E,east_35th_street/west_to_east/02_n00315_E.jpg,118.3,True,1.3,True,1.3,True,1.3,True,1.3,True,15.3
east_35th_street,west_to_east,3,n00316,E,east_35th_street/west_to_east/03_n00316_E.jpg,118.3,False,4.7,False,4.7,False,4.7,False,4.7,False,4.7
east_35th_street,west_to_east,4,n00317,E,east_35th_street/west_to_east/04_n00317_E.jpg,118.3,False,24.6,False,24.6,False,24.6,False,24.6,False,24.6
east_35th_street,west_to_east,5,n00318,E,east_35th_street/west_to_east/05_n00318_E.jpg,118.3,False,44.6,False,44.6,False,44.6,False,44.6,False,44.6
east_35th_street,west_to_east,6,n00319,E,east_35th_street/west_to_east/06_n00319_E.jpg,118.3,False,57.9,False,57.9,False,57.9,False,57.9,False,64.7
east_35th_street,west_to_east,7,n00320,E,east_35th_street/west_to_east/07_n00320_E.jpg,118.3,False,40.8,False,40.8,False,40.8,False,40.8,False,84.7
east_35th_street,west_to_east,8,n00321,E,east_35th_street/west_to_east/08_n00321_E.jpg,118.3,True,27.8,True,27.8,True,27.8,True,27.8,False,104.7
east_35th_street,west_to_east,9,n00322,E,east_35th_street/west_to_east/09_n00322_E.jpg,118.3,False,26.3,False,26.3,False,26.3,False,26.3,False,124.7
east_35th_street,west_to_east,10,n00323,E,east_35th_street/west_to_east/10_n00323_E.jpg,118.3,False,37.6,False,37.6,False,37.6,False,37.6,False,130.7
east_35th_street,west_to_east,11,n00324,E,east_35th_street/west_to_east/11_n00324_E.jpg,118.3,False,54.1,False,54.1,False,54.1,False,54.1,False,136.5
east_35th_street,west_to_east,12,n00325,E,east_35th_street/west_to_east/12_n00325_E.jpg,118.3,False,58.6,False,72.4,False,58.6,False,72.4,False,144.8
east_35th_street,west_to_east,13,n00326,E,east_35th_street/west_to_east/13_n00326_E.jpg,118.3,False,38.6,False,86.1,False,38.6,False,91.4,False,155.2
east_35th_street,west_to_east,14,n00327,E,east_35th_street/west_to_east/14_n00327_E.jpg,118.3,True,18.6,False,81.0,True,18.6,False,110.8,False,167.4
east_35th_street,west_to_east,15,n00328,E,east_35th_street/west_to_east/15_n00328_E.jpg,118.3,False,2.0,False,61.0,False,2.0,False,130.4,False,159.2
east_35th_street,west_to_east,16,n00329,E,east_35th_street/west_to_east/16_n00329_E.jpg,118.3,False,21.5,False,41.1,False,21.5,False,150.0,False,142.1
east_35th_street,west_to_east,17,n00330,E,east_35th_street/west_to_east/17_n00330_E.jpg,118.3,True,21.1,True,21.1,False,41.4,False,151.3,False,125.7
east_35th_street,west_to_east,18,n00331,E,east_35th_street/west_to_east/18_n00331_E.jpg,118.3,True,1.1,True,1.1,False,61.5,False,132.8,False,110.6
east_35th_street,west_to_east,19,n00332,E,east_35th_street/west_to_east/19_n00332_E.jpg,118.3,False,19.0,False,19.0,False,81.5,False,114.9,False,97.1
east_35th_street,west_to_east,20,n00333,E,east_35th_street/west_to_east/20_n00333_E.jpg,118.3,False,38.9,False,38.9,False,86.3,False,97.9,False,86.3
east_35th_street,west_to_east,21,n00334,E,east_35th_street/west_to_east/21_n00334_E.jpg,118.3,False,58.9,False,58.9,False,77.4,False,82.2,False,79.2
east_35th_street,west_to_east,22,n00335,E,east_35th_street/west_to_east/22_n00335_E.jpg,118.3,False,62.3,False,62.3,False,62.3,False,68.8,False,76.6
east_35th_street,west_to_east,23,n00336,E,east_35th_street/west_to_east/23_n00336_E.jpg,118.3,False,50.7,False,50.7,False,50.7,False,59.3,False,79.3
east_35th_street,west_to_east,24,n00337,E,east_35th_street/west_to_east/24_n00337_E.jpg,118.3,False,45.5,False,45.5,False,45.5,False,55.6,False,86.6
east_35th_street,west_to_east,25,n00338,E,east_35th_street/west_to_east/25_n00338_E.jpg,118.3,False,48.7,False,48.7,False,48.7,False,58.7,False,97.6
east_35th_street,west_to_east,26,n00339,E,east_35th_street/west_to_east/26_n00339_E.jpg,118.3,False,59.0,False,59.0,False,59.0,False,67.9,False,111.3
east_35th_street,west_to_east,27,n00340,E,east_35th_street/west_to_east/27_n00340_E.jpg,118.3,False,48.1,False,48.1,False,62.9,False,62.9,False,126.6
east_35th_street,west_to_east,28,n00341,E,east_35th_street/west_to_east/28_n00341_E.jpg,118.3,True,28.2,True,28.2,False,43.0,False,43.0,False,143.0
east_35th_street,west_to_east,29,n00342,E,east_35th_street/west_to_east/29_n00342_E.jpg,118.3,True,8.3,True,8.3,True,22.9,True,22.9,False,160.0
east_35th_street,west_to_east,30,n00343,E,east_35th_street/west_to_east/30_n00343_E.jpg,118.3,True,3.0,True,3.0,True,3.0,True,3.0,False,177.8
east_35th_street,west_to_east,31,n00344,E,east_35th_street/west_to_east/31_n00344_E.jpg,118.3,False,17.1,False,17.1,False,17.1,False,17.1,False,186.3
east_35th_street,west_to_east,32,n00345,E,east_35th_street/west_to_east/32_n00345_E.jpg,118.3,False,37.1,False,37.1,False,37.1,False,37.1,False,168.6
east_35th_street,west_to_east,33,n00346,E,east_35th_street/west_to_east/33_n00346_E.jpg,118.3,False,57.1,False,57.1,False,57.1,False,57.1,False,151.7
east_35th_street,west_to_east,34,n00347,E,east_35th_street/west_to_east/34_n00347_E.jpg,118.3,False,75.2,False,77.0,False,75.2,False,77.0,False,135.6
east_35th_street,west_to_east,35,n00348,E,east_35th_street/west_to_east/35_n00348_E.jpg,118.3,False,72.7,False,97.1,False,72.7,False,97.1,False,120.5
east_35th_street,west_to_east,36,n00349,E,east_35th_street/west_to_east/36_n00349_E.jpg,118.3,False,75.7,False,116.2,False,75.7,False,117.0,False,107.1
east_35th_street,west_to_east,37,n00350,E,east_35th_street/west_to_east/37_n00350_E.jpg,118.3,False,83.5,False,103.4,False,83.5,False,112.9,False,96.0
east_35th_street,west_to_east,38,n00351,E,east_35th_street/west_to_east/38_n00351_E.jpg,118.3,False,88.2,False,93.2,False,93.2,False,101.1,False,88.2
east_35th_street,west_to_east,39,n00352,E,east_35th_street/west_to_east/39_n00352_E.jpg,118.3,False,84.4,False,86.5,False,86.5,False,92.2,False,84.4
east_35th_street,west_to_east,40,n00353,E,east_35th_street/west_to_east/40_n00353_E.jpg,118.3,False,84.1,False,84.1,False,84.1,False,87.1,False,85.4
east_35th_street,west_to_east,41,n00354,E,east_35th_street/west_to_east/41_n00354_E.jpg,118.3,False,86.4,False,86.4,False,86.4,False,86.4,False,90.8
east_35th_street,west_to_east,42,n00355,E,east_35th_street/west_to_east/42_n00355_E.jpg,118.3,False,90.3,False,93.1,False,93.1,False,90.3,False,100.0
east_35th_street,west_to_east,43,n00356,E,east_35th_street/west_to_east/43_n00356_E.jpg,118.3,False,92.8,False,92.8,False,103.3,False,92.8,False,112.0
east_35th_street,west_to_east,44,n00357,E,east_35th_street/west_to_east/44_n00357_E.jpg,118.3,False,79.4,False,79.4,False,116.0,False,79.4,False,107.8
east_35th_street,west_to_east,45,n00358,E,east_35th_street/west_to_east/45_n00358_E.jpg,118.3,False,69.3,False,69.3,False,130.6,False,69.3,False,96.9
east_35th_street,west_to_east,46,n00359,E,east_35th_street/west_to_east/46_n00359_E.jpg,118.3,False,63.6,False,63.6,False,146.2,False,63.6,False,89.0
east_36th_street,east_to_west,1,n00407,W,east_36th_street/east_to_west/01_n00407_W.jpg,298.4,False,19.6,False,84.7,False,84.7,False,19.6,False,165.3
east_36th_street,east_to_west,2,n00406,W,east_36th_street/east_to_west/02_n00406_W.jpg,298.4,False,39.6,False,94.0,False,94.0,False,39.6,False,168.8
