field,target,variant,rho,lo,hi,n,mode_pct,distinct
vertical_greenery,GVI,solo,0.3807313582889345,0.11918798984775332,0.6029561068228583,47,82.97872340425532,3
green_eye_level,GVI,solo,0.5370594608968499,0.24743598868032968,0.729259393192209,47,44.680851063829785,4
enclosure,VEI,solo,-0.1631883414420549,-0.3090715995898651,-0.07345165670735168,47,95.74468085106383,2
