n,faces,hw_mid,median,lo,hi
53,14,0.46096757052451803,4.117739346100622,3.2769682965661384,5.644832722241377
53,14,0.714243549343157,3.8050331743516215,2.6929968803814366,5.605480594632715
52,11,0.8820833516995781,3.4605385278906065,2.2361263058866503,4.382088564137603
53,16,1.1078670476018642,4.0283992142407765,1.3719847655898745,8.482435633301394
52,16,1.4637726422485215,4.130289726588377,3.2221380946389577,8.893015157237258
53,14,2.051143728537848,1.6659090475894942,1.157020074418193,2.853313903715677
52,12,3.1834879075612545,0.37110488436974365,0.1400577407106503,1.60572442656436
53,8,5.790200625017286,0.19230862224212575,0.04128052866316725,0.7961333222507704
