node_id,street_name,lat,lng,heading_fwd_deg,heading_rev_deg,seq_fwd,seq_rev,is_tunnel,is_bridge
lambeth_hill_006,Lambeth Hill,51.51185,-0.097196,7.3,187.3,6,1,0,0
langthorn_court_001,Langthorn Court,51.516474,-0.087713,0.0,180.0,1,2,0,0
langthorn_court_002,Langthorn Court,51.516474,-0.087713,0.0,180.0,2,1,0,0
laurence_pountney_hill_001,Laurence Pountney Hill,51.510583,-0.088336,262.3,82.3,1,8,0,0
laurence_pountney_hill_002,Laurence Pountney Hill,51.510562,-0.088579,289.0,109.0,2,7,0,0
laurence_pountney_hill_003,Laurence Pountney Hill,51.510623,-0.088861,289.6,109.6,3,6,0,0
laurence_pountney_hill_004,Laurence Pountney Hill,51.510686,-0.089145,109.6,289.6,4,5,0,0
laurence_pountney_hill_005,Laurence Pountney Hill,51.510623,-0.088861,4.1,184.1,5,4,0,0
laurence_pountney_hill_006,Laurence Pountney Hill,51.510796,-0.088841,357.4,177.4,6,3,0,0
laurence_pountney_hill_007,Laurence Pountney Hill,51.510998,-0.088856,30.7,210.7,7,2,0,0
laurence_pountney_hill_008,Laurence Pountney Hill,51.511154,-0.088708,30.7,210.7,8,1,0,0
laurence_pountney_lane_001,Laurence Pountney Lane,51.509979,-0.088702,23.1,203.1,1,7,0,0
laurence_pountney_lane_002,Laurence Pountney Lane,51.510164,-0.088577,19.6,199.6,2,6,0,0
laurence_pountney_lane_003,Laurence Pountney Lane,51.510331,-0.088481,19.7,199.7,3,5,0,0
laurence_pountney_lane_004,Laurence Pountney Lane,51.510498,-0.088387,20.5,200.5,4,4,0,0
laurence_pountney_lane_005,Laurence Pountney Lane,51.510666,-0.088286,20.3,200.3,5,3,0,0
laurence_pountney_lane_006,Laurence Pountney Lane,51.510843,-0.088181,20.3,200.3,6,2,0,0
laurence_pountney_lane_007,Laurence Pountney Lane,51.511015,-0.08808,20.3,200.3,7,1,0,0
lawrence_lane_001,Lawrence Lane,51.51425,-0.0925,309.1,129.1,1,5,0,0
lawrence_lane_002,Lawrence Lane,51.514339,-0.092674,2.8,182.8,2,4,0,0
lawrence_lane_003,Lawrence Lane,51.514544,-0.092658,11.3,191.3,3,3,0,0
lawrence_lane_004,Lawrence Lane,51.514724,-0.092601,15.0,195.0,4,2,0,0
lawrence_lane_005,Lawrence Lane,51.514898,-0.092526,15.0,195.0,5,1,0,0
leadenhall_market_001,Leadenhall Market,51.512683,-0.083067,298.4,118.4,1,5,0,0
leadenhall_market_002,Leadenhall Market,51.51277,-0.083322,286.9,106.9,2,4,0,0
leadenhall_market_003,Leadenhall Market,51.512821,-0.083593,284.9,104.9,3,3,0,0
leadenhall_market_004,Leadenhall Market,51.512862,-0.083838,284.9,104.9,4,2,0,0
leadenhall_market_005,Leadenhall Market,51.512909,-0.084117,284.9,104.9,5,1,0,0
leadenhall_place_001,Leadenhall Place,51.512445,-0.082409,310.7,130.7,1,3,0,0
leadenhall_place_002,Leadenhall Place,51.512572,-0.082645,294.2,114.2,2,2,0,0
leadenhall_place_003,Leadenhall Place,51.51265,-0.082922,294.2,114.2,3,1,0,0
leadenhall_street_001,Leadenhall Street,51.513405,-0.079887,283.3,103.3,1,15,0,0
leadenhall_street_002,Leadenhall Street,51.513448,-0.080181,275.3,95.3,2,14,0,0
leadenhall_street_003,Leadenhall Street,51.513464,-0.080462,278.6,98.6,3,13,0,0
leadenhall_street_004,Leadenhall Street,51.513493,-0.080757,276.5,96.5,4,12,0,0
leadenhall_street_005,Leadenhall Street,51.513512,-0.081036,273.7,93.7,5,11,0,0
leadenhall_street_006,Leadenhall Street,51.513526,-0.081383,269.1,89.1,6,10,0,0
leadenhall_street_007,Leadenhall Street,51.513523,-0.081674,266.0,86.0,7,9,0,0
leadenhall_street_008,Leadenhall Street,51.513511,-0.081965,267.0,87.0,8,8,0,0
leadenhall_street_009,Leadenhall Street,51.513501,-0.082249,267.7,87.7,9,7,0,0
leadenhall_street_010,Leadenhall Street,51.513494,-0.082531,258.7,78.7,10,6,0,0
leadenhall_street_011,Leadenhall Street,51.513467,-0.082744,269.9,89.9,11,5,0,0
leadenhall_street_012,Leadenhall Street,51.513467,-0.083123,265.8,85.8,12,4,0,0
leadenhall_street_013,Leadenhall Street,51.513455,-0.083387,277.6,97.6,13,3,0,0
leadenhall_street_014,Leadenhall Street,51.513477,-0.083649,252.8,72.8,14,2,0,0
leadenhall_street_015,Leadenhall Street,51.513436,-0.083859,252.8,72.8,15,1,0,0
lime_street_001,Lime Street,51.511667,-0.083785,17.1,197.1,1,15,0,0
lime_street_002,Lime Street,51.511855,-0.083693,21.9,201.9,2,14,0,0
lime_street_003,Lime Street,51.51202,-0.083587,49.6,229.6,3,13,0,0
lime_street_004,Lime Street,51.512142,-0.083358,75.6,255.6,4,12,0,0
lime_street_005,Lime Street,51.512177,-0.083143,69.7,249.7,5,11,0,0
lime_street_006,Lime Street,51.512259,-0.082788,66.7,246.7,6,10,0,0
lime_street_007,Lime Street,51.512328,-0.082532,33.4,213.4,7,9,0,0
lime_street_008,Lime Street,51.512445,-0.082409,35.0,215.0,8,8,0,0
lime_street_009,Lime Street,51.512636,-0.082195,71.7,251.7,9,7,0,0
lime_street_010,Lime Street,51.512641,-0.082171,27.7,207.7,10,6,0,0
lime_street_011,Lime Street,51.512805,-0.082035,23.0,203.0,11,5,0,0
lime_street_012,Lime Street,51.512977,-0.081918,22.1,202.1,12,4,0,0
lime_street_013,Lime Street,51.513156,-0.081802,20.3,200.3,13,3,0,0
lime_street_014,Lime Street,51.513322,-0.081704,5.3,185.3,14,2,0,0
lime_street_015,Lime Street,51.513523,-0.081674,5.3,185.3,15,1,0,0
lime_street_passage_001,Lime Street Passage,51.512096,-0.083492,333.8,153.8,1,5,0,0
lime_street_passage_002,Lime Street Passage,51.512258,-0.083619,353.4,173.4,2,4,0,0
lime_street_passage_003,Lime Street Passage,51.512486,-0.083661,24.2,204.2,3,3,0,0
lime_street_passage_004,Lime Street Passage,51.512628,-0.08356,10.8,190.8,4,2,0,0
lime_street_passage_005,Lime Street Passage,51.512796,-0.083509,10.8,190.8,5,1,0,0
little_britain_001,Little Britain,51.516994,-0.098164,77.5,257.5,1,5,0,0
little_britain_002,Little Britain,51.517039,-0.097839,74.5,254.5,2,4,0,0
little_britain_003,Little Britain,51.517063,-0.0977,80.3,260.3,3,3,0,0
little_britain_004,Little Britain,51.5171,-0.097356,90.7,270.7,4,2,0,0
little_britain_005,Little Britain,51.517097,-0.097028,90.7,270.7,5,1,0,0
little_college_lane_001,Little College Lane,51.510763,-0.091937,34.6,214.6,1,2,0,0
little_college_lane_002,Little College Lane,51.510907,-0.091778,34.6,214.6,2,1,0,0
little_trinity_lane_001,Little Trinity Lane,51.511234,-0.09394,266.7,86.7,1,7,0,0
little_trinity_lane_002,Little Trinity Lane,51.511223,-0.094255,275.8,95.8,2,6,0,0
little_trinity_lane_003,Little Trinity Lane,51.511246,-0.094624,323.0,143.0,3,5,0,0
little_trinity_lane_004,Little Trinity Lane,51.511387,-0.094794,9.4,189.4,4,4,0,0
little_trinity_lane_005,Little Trinity Lane,51.511572,-0.094745,11.0,191.0,5,3,0,0
little_trinity_lane_006,Little Trinity Lane,51.51175,-0.09469,10.6,190.6,6,2,0,0
little_trinity_lane_007,Little Trinity Lane,51.511926,-0.094638,10.6,190.6,7,1,0,0
liverpool_street_001,Liverpool Street,51.516904,-0.080981,313.7,133.7,1,13,0,0
liverpool_street_002,Liverpool Street,51.517036,-0.081201,291.5,111.5,2,12,0,0
liverpool_street_003,Liverpool Street,51.517116,-0.081524,321.0,141.0,3,11,0,0
liverpool_street_004,Liverpool Street,51.517197,-0.081629,305.3,125.3,4,10,0,0
liverpool_street_005,Liverpool Street,51.517321,-0.081909,290.9,110.9,5,9,0,0
liverpool_street_006,Liverpool Street,51.517392,-0.082201,288.9,108.9,6,8,0,0
liverpool_street_007,Liverpool Street,51.517445,-0.08245,280.9,100.9,7,7,0,0
liverpool_street_008,Liverpool Street,51.517485,-0.082784,294.6,114.6,8,6,0,0
liverpool_street_009,Liverpool Street,51.517557,-0.083035,300.0,120.0,9,5,0,0
liverpool_street_010,Liverpool Street,51.517639,-0.083261,279.2,99.2,10,4,0,0
liverpool_street_011,Liverpool Street,51.517666,-0.083524,287.2,107.2,11,3,0,0
liverpool_street_012,Liverpool Street,51.517721,-0.08381,288.8,108.8,12,2,0,0
liverpool_street_013,Liverpool Street,51.517781,-0.084092,288.8,108.8,13,1,0,0
lombard_court_001,Lombard Court,51.511442,-0.085457,287.1,107.1,1,3,0,0
lombard_court_002,Lombard Court,51.511481,-0.085658,286.0,106.0,2,2,0,0
lombard_court_003,Lombard Court,51.511553,-0.08606,286.0,106.0,3,1,0,0
lombard_street_001,Lombard Street,51.51192,-0.085155,299.7,119.7,1,17,0,0
lombard_street_002,Lombard Street,51.512025,-0.08545,288.1,108.1,2,16,0,0
lombard_street_003,Lombard Street,51.512079,-0.085714,290.2,110.2,3,15,0,0
lombard_street_004,Lombard Street,51.512111,-0.085853,298.8,118.8,4,14,0,0
lombard_street_005,Lombard Street,51.512203,-0.086117,305.3,125.3,5,13,0,0
lombard_street_006,Lombard Street,51.512323,-0.086389,307.6,127.6,6,12,0,0
lombard_street_007,Lombard Street,51.51246,-0.086673,302.1,122.1,7,11,0,0
lombard_street_008,Lombard Street,51.512553,-0.086911,302.5,122.5,8,10,0,0
lombard_street_009,Lombard Street,51.512651,-0.087156,298.2,118.2,9,9,0,0
lombard_street_010,Lombard Street,51.512738,-0.087415,294.2,114.2,10,8,0,0
lombard_street_011,Lombard Street,51.512814,-0.087685,294.2,114.2,11,7,0,0
lombard_street_012,Lombard Street,51.512853,-0.087822,286.0,106.0,12,6,0,0
lombard_street_013,Lombard Street,51.512918,-0.088186,254.9,74.9,13,5,0,0
lombard_street_014,Lombard Street,51.512874,-0.08845,344.0,164.0,14,4,0,0
lombard_street_015,Lombard Street,51.513036,-0.088524,309.7,129.7,15,3,0,0
lombard_street_016,Lombard Street,51.513154,-0.088751,338.5,158.5,16,2,0,0
lombard_street_017,Lombard Street,51.513321,-0.088856,338.5,158.5,17,1,0,0
london_wall_seg1_001,London Wall,51.516447,-0.08363,280.8,100.8,1,35,0,0
london_wall_seg1_002,London Wall,51.516478,-0.083887,280.2,100.2,2,34,0,0
london_wall_seg1_003,London Wall,51.51651,-0.084171,283.0,103.0,3,33,0,0
london_wall_seg1_004,London Wall,51.516549,-0.084438,287.5,107.5,4,32,0,0
london_wall_seg1_005,London Wall,51.516602,-0.084708,292.8,112.8,5,31,0,0
london_wall_seg1_006,London Wall,51.516673,-0.084976,296.0,116.0,6,30,0,0
london_wall_seg1_007,London Wall,51.516754,-0.085242,293.1,113.1,7,29,0,0
london_wall_seg1_008,London Wall,51.516829,-0.085523,264.3,84.3,8,28,0,0
london_wall_seg1_009,London Wall,51.516814,-0.085771,304.7,124.7,9,27,0,0
london_wall_seg1_010,London Wall,51.516915,-0.086004,277.0,97.0,10,26,0,0
london_wall_seg1_011,London Wall,51.516935,-0.08626,282.3,102.3,11,25,0,0
london_wall_seg1_012,London Wall,51.516972,-0.086532,286.7,106.7,12,24,0,0
london_wall_seg1_013,London Wall,51.517025,-0.086817,280.2,100.2,13,23,0,0
london_wall_seg1_014,London Wall,51.517058,-0.087106,285.2,105.2,14,22,0,0
london_wall_seg1_015,London Wall,51.517106,-0.087387,290.4,110.4,15,21,0,0
london_wall_seg1_016,London Wall,51.517183,-0.087717,275.6,95.6,16,20,0,0
london_wall_seg1_017,London Wall,51.517196,-0.087931,282.7,102.7,17,19,0,0
london_wall_seg1_018,London Wall,51.517236,-0.088214,284.7,104.7,18,18,0,0
london_wall_seg1_019,London Wall,51.517284,-0.088508,296.9,116.9,19,17,0,0
london_wall_seg1_020,London Wall,51.517373,-0.088786,287.0,107.0,20,16,0,0
london_wall_seg1_021,London Wall,51.517433,-0.089099,289.2,109.2,21,15,0,0
london_wall_seg1_022,London Wall,51.517472,-0.089279,290.5,110.5,22,14,0,0
london_wall_seg1_023,London Wall,51.517546,-0.089597,282.4,102.4,23,13,0,0
london_wall_seg1_024,London Wall,51.517586,-0.089883,273.3,93.3,24,12,0,0
london_wall_seg1_025,London Wall,51.517596,-0.090178,265.8,85.8,25,11,0,0
london_wall_seg1_026,London Wall,51.517583,-0.090471,267.9,87.9,26,10,0,0
london_wall_seg1_027,London Wall,51.517576,-0.090772,268.7,88.7,27,9,0,0
london_wall_seg1_028,London Wall,51.517572,-0.09107,268.6,88.6,28,8,0,0
london_wall_seg1_029,London Wall,51.517568,-0.091359,268.5,88.5,29,7,0,0
london_wall_seg1_030,London Wall,51.517563,-0.091642,268.5,88.5,30,6,0,0
london_wall_seg1_031,London Wall,51.517559,-0.091931,268.8,88.8,31,5,0,0
london_wall_seg1_032,London Wall,51.517555,-0.092223,268.9,88.9,32,4,0,0
london_wall_seg1_033,London Wall,51.517551,-0.092518,269.4,89.4,33,3,0,0
london_wall_seg1_034,London Wall,51.517549,-0.092803,270.3,90.3,34,2,0,0
london_wall_seg1_035,London Wall,51.51755,-0.093091,270.3,90.3,35,1,0,0
london_wall_seg2_001,London Wall,51.516348,-0.083584,281.9,101.9,1,8,0,0
london_wall_seg2_002,London Wall,51.516385,-0.083859,283.0,103.0,2,7,0,0
london_wall_seg2_003,London Wall,51.516441,-0.084246,284.9,104.9,3,6,0,0
london_wall_seg2_004,London Wall,51.516464,-0.084388,286.1,106.1,4,5,0,0
london_wall_seg2_005,London Wall,51.516515,-0.084667,291.6,111.6,5,4,0,0
london_wall_seg2_006,London Wall,51.516582,-0.084937,296.1,116.1,6,3,0,0
london_wall_seg2_007,London Wall,51.516662,-0.0852,295.3,115.3,7,2,0,0
london_wall_seg2_008,London Wall,51.51674,-0.08546,295.3,115.3,8,1,0,0
london_wall_seg3_001,London Wall,51.51731,-0.088713,279.9,99.9,1,16,0,0
london_wall_seg3_002,London Wall,51.517346,-0.089037,284.9,104.9,2,15,0,0
london_wall_seg3_003,London Wall,51.517382,-0.089254,285.7,105.7,3,14,0,0
london_wall_seg3_004,London Wall,51.517432,-0.089536,283.7,103.7,4,13,0,0
london_wall_seg3_005,London Wall,51.517474,-0.089816,273.9,93.9,5,12,0,0
london_wall_seg3_006,London Wall,51.517486,-0.090104,271.1,91.1,6,11,0,0
london_wall_seg3_007,London Wall,51.51749,-0.090393,270.1,90.1,7,10,0,0
london_wall_seg3_008,London Wall,51.51749,-0.090684,269.0,89.0,8,9,0,0
london_wall_seg3_009,London Wall,51.517487,-0.090968,269.0,89.0,9,8,0,0
london_wall_seg3_010,London Wall,51.517484,-0.091256,268.9,88.9,10,7,0,0
london_wall_seg3_011,London Wall,51.51748,-0.091548,269.0,89.0,11,6,0,0
london_wall_seg3_012,London Wall,51.517477,-0.091834,269.7,89.7,12,5,0,0
london_wall_seg3_013,London Wall,51.517476,-0.092158,268.1,88.1,13,4,0,0
london_wall_seg3_014,London Wall,51.517471,-0.092411,269.0,89.0,14,3,0,0
london_wall_seg3_015,London Wall,51.517467,-0.092741,269.1,89.1,15,2,0,0
london_wall_seg3_016,London Wall,51.517464,-0.093029,269.1,89.1,16,1,0,0
london_wall_seg4_001,London Wall,51.517461,-0.094295,270.3,90.3,1,8,0,0
london_wall_seg4_002,London Wall,51.517462,-0.094562,270.3,90.3,2,7,0,0
london_wall_seg4_003,London Wall,51.517462,-0.094812,270.3,90.3,3,6,0,0
london_wall_seg4_004,London Wall,51.517463,-0.095063,270.3,90.3,4,5,0,0
london_wall_seg4_005,London Wall,51.517464,-0.095353,270.3,90.3,5,4,0,0
london_wall_seg4_006,London Wall,51.517465,-0.095639,270.3,90.3,6,3,0,0
london_wall_seg4_007,London Wall,51.517466,-0.095966,269.2,89.2,7,2,0,0
london_wall_seg4_008,London Wall,51.517464,-0.096249,269.2,89.2,8,1,0,0
london_wall_seg5_001,London Wall,51.517549,-0.094243,268.8,88.8,1,8,0,0
london_wall_seg5_002,London Wall,51.517546,-0.094538,268.9,88.9,2,7,0,0
london_wall_seg5_003,London Wall,51.517541,-0.094895,268.8,88.8,3,6,0,0
london_wall_seg5_004,London Wall,51.517538,-0.09515,268.9,88.9,4,5,0,0
london_wall_seg5_005,London Wall,51.517535,-0.095424,269.9,89.9,5,4,0,0
london_wall_seg5_006,London Wall,51.517534,-0.095716,270.1,90.1,6,3,0,0
london_wall_seg5_007,London Wall,51.517535,-0.09601,287.8,107.8,7,2,0,0
london_wall_seg5_008,London Wall,51.517588,-0.096275,287.8,107.8,8,1,0,0
london_wall_place_001,London Wall Place,51.517555,-0.092223,17.2,197.2,1,2,0,0
london_wall_place_002,London Wall Place,51.517797,-0.092103,17.2,197.2,2,1,0,0
lothbury_seg1_001,Lothbury,51.514615,-0.087729,280.1,100.1,1,10,0,0
lothbury_seg1_002,Lothbury,51.51466,-0.088131,274.1,94.1,2,9,0,0
lothbury_seg1_003,Lothbury,51.514666,-0.088272,274.8,94.8,3,8,0,0
lothbury_seg1_004,Lothbury,51.514684,-0.088604,278.3,98.3,4,7,0,0
lothbury_seg1_005,Lothbury,51.514713,-0.088924,277.6,97.6,5,6,0,0
lothbury_seg1_006,Lothbury,51.514737,-0.089214,280.7,100.7,6,5,0,0
lothbury_seg1_007,Lothbury,51.514772,-0.089503,284.2,104.2,7,4,0,0
lothbury_seg1_008,Lothbury,51.514813,-0.089765,284.9,104.9,8,3,0,0
lothbury_seg1_009,Lothbury,51.514861,-0.090054,280.4,100.4,9,2,0,0
lothbury_seg1_010,Lothbury,51.514895,-0.090348,280.4,100.4,10,1,0,0
lothbury_seg2_001,Lothbury,51.514728,-0.089077,277.8,97.8,1,3,0,0
lothbury_seg2_002,Lothbury,51.514754,-0.089376,283.3,103.3,2,2,0,0
lothbury_seg2_003,Lothbury,51.514788,-0.089612,283.3,103.3,3,1,0,0
lovat_lane_001,Lovat Lane,51.509502,-0.084294,17.6,197.6,1,7,0,0
lovat_lane_002,Lovat Lane,51.509678,-0.084205,13.3,193.3,2,6,0,0
lovat_lane_003,Lovat Lane,51.509854,-0.084139,14.5,194.5,3,5,0,0
lovat_lane_004,Lovat Lane,51.510017,-0.084071,33.9,213.9,4,4,0,0
lovat_lane_005,Lovat Lane,51.510107,-0.083975,357.1,177.1,5,3,0,0
lovat_lane_006,Lovat Lane,51.510321,-0.083992,10.7,190.7,6,2,0,0
lovat_lane_007,Lovat Lane,51.510465,-0.083949,10.7,190.7,7,1,0,0
love_lane_001,Love Lane,51.516259,-0.093126,297.9,117.9,1,4,0,0
love_lane_002,Love Lane,51.516352,-0.093405,289.0,109.0,2,3,0,0
love_lane_003,Love Lane,51.516413,-0.093686,289.0,109.0,3,2,0,0
love_lane_004,Love Lane,51.516466,-0.093935,289.0,109.0,4,1,0,0
lower_thames_street_seg1_001,Lower Thames Street,51.508518,-0.07995,295.8,115.8,1,26,0,0
lower_thames_street_seg1_002,Lower Thames Street,51.508596,-0.080207,298.3,118.3,2,25,0,0
lower_thames_street_seg1_003,Lower Thames Street,51.508681,-0.080458,286.4,106.4,3,24,0,0
lower_thames_street_seg1_004,Lower Thames Street,51.508738,-0.080771,293.7,113.7,4,23,0,0
lower_thames_street_seg1_005,Lower Thames Street,51.508773,-0.080898,299.1,119.1,5,22,0,0
lower_thames_street_seg1_006,Lower Thames Street,51.508884,-0.081215,284.8,104.8,6,21,0,0
lower_thames_street_seg1_007,Lower Thames Street,51.50893,-0.081495,279.4,99.4,7,20,0,0
lower_thames_street_seg1_008,Lower Thames Street,51.508963,-0.081814,288.7,108.7,8,19,0,0
lower_thames_street_seg1_009,Lower Thames Street,51.509019,-0.082078,279.9,99.9,9,18,0,0
lower_thames_street_seg1_010,Lower Thames Street,51.509042,-0.082288,278.6,98.6,10,17,0,0
lower_thames_street_seg1_011,Lower Thames Street,51.509068,-0.082557,280.2,100.2,11,16,0,0
lower_thames_street_seg1_012,Lower Thames Street,51.509098,-0.082829,279.8,99.8,12,15,0,0
lower_thames_street_seg1_013,Lower Thames Street,51.509138,-0.083195,283.5,103.5,13,14,0,0
lower_thames_street_seg1_014,Lower Thames Street,51.509167,-0.083389,281.0,101.0,14,13,0,0
lower_thames_street_seg1_015,Lower Thames Street,51.509202,-0.083674,283.3,103.3,15,12,0,0
lower_thames_street_seg1_016,Lower Thames Street,51.509257,-0.084042,277.3,97.3,16,11,0,0
lower_thames_street_seg1_017,Lower Thames Street,51.509277,-0.084299,280.9,100.9,17,10,0,0
lower_thames_street_seg1_018,Lower Thames Street,51.509312,-0.084589,281.0,101.0,18,9,0,0
lower_thames_street_seg1_019,Lower Thames Street,51.509348,-0.084881,280.9,100.9,19,8,0,0
lower_thames_street_seg1_020,Lower Thames Street,51.509383,-0.085174,281.4,101.4,20,7,0,0
lower_thames_street_seg1_021,Lower Thames Street,51.50942,-0.085462,281.2,101.2,21,6,0,0
lower_thames_street_seg1_022,Lower Thames Street,51.509456,-0.085757,281.0,101.0,22,5,0,0
lower_thames_street_seg1_023,Lower Thames Street,51.509492,-0.086052,281.0,101.0,23,4,0,0
lower_thames_street_seg1_024,Lower Thames Street,51.509527,-0.086345,282.6,102.6,24,3,0,0
lower_thames_street_seg1_025,Lower Thames Street,51.50957,-0.086646,283.0,103.0,25,2,0,0
lower_thames_street_seg1_026,Lower Thames Street,51.509612,-0.086937,283.0,103.0,26,1,0,0
lower_thames_street_seg2_001,Lower Thames Street,51.508681,-0.080458,304.3,124.3,1,4,0,0
lower_thames_street_seg2_002,Lower Thames Street,51.508827,-0.080801,295.4,115.4,2,3,0,0
lower_thames_street_seg2_003,Lower Thames Street,51.508866,-0.080933,318.9,138.9,3,2,0,0
lower_thames_street_seg2_004,Lower Thames Street,51.508999,-0.081118,318.9,138.9,4,1,0,0
lower_thames_street_seg3_001,Lower Thames Street,51.509085,-0.08183,271.3,91.3,1,19,0,0
lower_thames_street_seg3_002,Lower Thames Street,51.509089,-0.082131,277.4,97.4,2,18,0,0
lower_thames_street_seg3_003,Lower Thames Street,51.509116,-0.082465,280.0,100.0,3,17,0,0
lower_thames_street_seg3_004,Lower Thames Street,51.509148,-0.082754,282.1,102.1,4,16,0,0
lower_thames_street_seg3_005,Lower Thames Street,51.509187,-0.083044,282.1,102.1,5,15,0,0
lower_thames_street_seg3_006,Lower Thames Street,51.509226,-0.083334,280.9,100.9,6,14,0,0
lower_thames_street_seg3_007,Lower Thames Street,51.509244,-0.083484,280.9,100.9,7,13,0,0
lower_thames_street_seg3_008,Lower Thames Street,51.509279,-0.08377,281.8,101.8,8,12,0,0
lower_thames_street_seg3_009,Lower Thames Street,51.509332,-0.084181,282.1,102.1,9,11,0,0
lower_thames_street_seg3_010,Lower Thames Street,51.509353,-0.084331,281.7,101.7,10,10,0,0
lower_thames_street_seg3_011,Lower Thames Street,51.509394,-0.084647,281.7,101.7,11,9,0,0
lower_thames_street_seg3_012,Lower Thames Street,51.509429,-0.084923,281.7,101.7,12,8,0,0
lower_thames_street_seg3_013,Lower Thames Street,51.509467,-0.085213,281.7,101.7,13,7,0,0
lower_thames_street_seg3_014,Lower Thames Street,51.509505,-0.085505,281.8,101.8,14,6,0,0
lower_thames_street_seg3_015,Lower Thames Street,51.509542,-0.085788,269.7,89.7,15,5,0,0
lower_thames_street_seg3_016,Lower Thames Street,51.509541,-0.086095,277.8,97.8,16,4,0,0
lower_thames_street_seg3_017,Lower Thames Street,51.509568,-0.086405,284.7,104.7,17,3,0,0
lower_thames_street_seg3_018,Lower Thames Street,51.509611,-0.086668,297.0,117.0,18,2,0,0
lower_thames_street_seg3_019,Lower Thames Street,51.509712,-0.086984,297.0,117.0,19,1,0,0
mansion_house_place_001,Mansion House Place,51.512618,-0.088483,285.7,105.7,1,7,0,0
mansion_house_place_002,Mansion House Place,51.512666,-0.088756,297.3,117.3,2,6,0,0
mansion_house_place_003,Mansion House Place,51.51275,-0.089013,300.5,120.5,3,5,0,0
mansion_house_place_004,Mansion House Place,51.512845,-0.089271,18.7,198.7,4,4,0,0
mansion_house_place_005,Mansion House Place,51.513019,-0.089177,16.0,196.0,5,3,0,0
mansion_house_place_006,Mansion House Place,51.513191,-0.089098,8.2,188.2,6,2,0,0
mansion_house_place_007,Mansion House Place,51.513343,-0.089064,8.2,188.2,7,1,0,0
mansion_house_street_001,Mansion House Street,51.513426,-0.089759,106.3,286.3,1,3,0,0
mansion_house_street_002,Mansion House Street,51.51337,-0.089454,89.3,269.3,2,2,0,0
mansion_house_street_003,Mansion House Street,51.513372,-0.089183,89.3,269.3,3,1,0,0
mark_lane_001,Mark Lane,51.509732,-0.080695,40.7,220.7,1,13,0,0
mark_lane_002,Mark Lane,51.509854,-0.080527,10.4,190.4,2,12,0,0
mark_lane_003,Mark Lane,51.510041,-0.080473,10.1,190.1,3,11,0,0
mark_lane_004,Mark Lane,51.510221,-0.080422,10.9,190.9,4,10,0,0
mark_lane_005,Mark Lane,51.510447,-0.080352,11.8,191.8,5,9,0,0
mark_lane_006,Mark Lane,51.510627,-0.080292,13.8,193.8,6,8,0,0
mark_lane_007,Mark Lane,51.510797,-0.080226,18.5,198.5,7,7,0,0
mark_lane_008,Mark Lane,51.510964,-0.080136,359.5,179.5,8,6,0,0
mark_lane_009,Mark Lane,51.51114,-0.080138,5.9,185.9,9,5,0,0
mark_lane_010,Mark Lane,51.51135,-0.080103,12.0,192.0,10,4,0,0
mark_lane_011,Mark Lane,51.511507,-0.08005,345.4,165.4,11,3,0,0
mark_lane_012,Mark Lane,51.511706,-0.080133,336.7,156.7,12,2,0,0
mark_lane_013,Mark Lane,51.511875,-0.080249,336.7,156.7,13,1,0,0
martin_lane_001,Martin Lane,51.510215,-0.087994,20.3,200.3,1,5,0,0
martin_lane_002,Martin Lane,51.510361,-0.087908,16.6,196.6,2,4,0,0
martin_lane_003,Martin Lane,51.510608,-0.087791,21.5,201.5,3,3,0,0
martin_lane_004,Martin Lane,51.510771,-0.087689,20.5,200.5,4,2,0,0
martin_lane_005,Martin Lane,51.510942,-0.087586,20.5,200.5,5,1,0,0
masons_avenue_001,Masons Avenue,51.515748,-0.090038,278.2,98.2,1,3,0,0
masons_avenue_002,Masons Avenue,51.515775,-0.09034,273.6,93.6,2,2,0,0
masons_avenue_003,Masons Avenue,51.515786,-0.090634,273.6,93.6,3,1,0,0
milk_street_001,Milk Street,51.514223,-0.094163,13.5,193.5,1,8,0,0
milk_street_002,Milk Street,51.514393,-0.094098,13.3,193.3,2,7,0,0
milk_street_003,Milk Street,51.514568,-0.094031,37.0,217.0,3,6,0,0
milk_street_004,Milk Street,51.514642,-0.093943,32.0,212.0,4,5,0,0
milk_street_005,Milk Street,51.514745,-0.09384,30.5,210.5,5,4,0,0
milk_street_006,Milk Street,51.514971,-0.093627,25.5,205.5,6,3,0,0
milk_street_007,Milk Street,51.51512,-0.093514,17.5,197.5,7,2,0,0
milk_street_008,Milk Street,51.515301,-0.093423,17.5,197.5,8,1,0,0
mincing_lane_001,Mincing Lane,51.510121,-0.081795,28.7,208.7,1,10,0,0
mincing_lane_002,Mincing Lane,51.510292,-0.081646,10.6,190.6,2,9,0,0
mincing_lane_003,Mincing Lane,51.510474,-0.081592,10.0,190.0,3,8,0,0
mincing_lane_004,Mincing Lane,51.510653,-0.081542,9.0,189.0,4,7,0,0
mincing_lane_005,Mincing Lane,51.510835,-0.081496,7.0,187.0,5,6,0,0
mincing_lane_006,Mincing Lane,51.511023,-0.081459,342.0,162.0,6,5,0,0
mincing_lane_007,Mincing Lane,51.511171,-0.081536,9.4,189.4,7,4,0,0
mincing_lane_008,Mincing Lane,51.511393,-0.081477,355.8,175.8,8,3,0,0
mincing_lane_009,Mincing Lane,51.511574,-0.081498,326.6,146.6,9,2,0,0
