node_id,street_axis_deg,GVI,VEI,osm_name,typology,northing_m,lat,lon,chain,chain_pos_m,street_segment,cross_dist,along_dist,mapping_id,scaffold_frac,SVF_band,BVF_band,sky_of_pair,sky_veg_residual,face_id
n00036,179.78773436081417,1.363471391343525,0.596876532546461,1st Avenue,avenue_secondary,584.7794795973607,40.74832599999999,-73.970392,1st_avenue,630.289445991196,1st_avenue,449.5220773183576,241.50177361011788,1st_avenue_037,0.0405212882906198,0.19288750612030084,0.2855949482471855,0.403123467453539,0.21023596133323816,f1
n00038,61.91161351779886,1.1471308464812764,0.6348132757776395,1st Avenue,avenue_secondary,604.7977712127301,40.748484,-73.970276,1st_avenue,650.3787646574604,1st_avenue,449.5789775335947,261.5945218219697,1st_avenue_039,0.0504281502217054,0.17846606681001637,0.31023205656795516,0.36518672422236054,0.18672065741234417,f1
n00040,60.50317670451228,0.8781171966939291,0.6301954983937154,1st Avenue,avenue_secondary,624.6784963413859,40.748640999999985,-73.970161,1st_avenue,670.3299939156234,1st_avenue,449.61589408968376,281.5492232406938,1st_avenue_041,0.0262925326824188,0.18796601635835217,0.320318808574557,0.36980450160628464,0.18183848524793247,f1
n00042,56.015196537396974,1.056722879100229,0.6083693140264618,1st Avenue,avenue_secondary,644.6559019355536,40.748799,-73.970046,1st_avenue,690.378268121894,1st_avenue,449.5989724533736,301.601051332038,1st_avenue_043,0.0615577349672093,0.18793340011131762,0.29194064153621546,0.39163068597353823,0.2036972858622206,f1
n00044,56.01519653739696,8.129330538728482,0.5745632876468653,1st Avenue,avenue_secondary,664.0898230283697,40.74893700000001,-73.969897,1st_avenue,710.2013433884734,1st_avenue,453.1687576465654,321.1016300779478,1st_avenue_045,0.0325796577817527,0.18527642784520632,0.2502206095882185,0.42543671235313474,0.24016028450792842,f1
n00045,0.7889108963632339,1.8055209092729336,0.6017595356297097,1st Avenue,avenue_secondary,664.614362476223,40.74885700000001,-73.969695,1st_avenue,729.429668464255,1st_avenue,472.38782718348295,321.59736065902223,1st_avenue_046,0.07146258209832,0.19469374397402048,0.2941911418998348,0.39824046437029026,0.20354672039626978,f1
n00043,0.7889108963632331,1.6677032167747676,0.610083536095573,1st Avenue,avenue_secondary,644.9227105216859,40.748687999999994,-73.969777,1st_avenue,749.4277734159916,1st_avenue,475.4330900576622,301.82750315331714,1st_avenue_044,0.1282787397503852,0.19223921640325803,0.3007874552029403,0.389916463904427,0.197677247501169,f1
n00041,174.9398399111708,1.5352399000264483,0.6165555665346012,1st Avenue,avenue_secondary,625.0381461583274,40.748528,-73.969885,1st_avenue,769.3938680749385,1st_avenue,476.0744410431325,281.8678625613409,1st_avenue_042,0.0986872827852494,0.1896861224624046,0.30500386624888404,0.3834444334653988,0.1937583110029942,f1
n00039,173.87465451925164,1.7744910366568583,0.5980649727436176,1st Avenue,avenue_secondary,605.0867181689105,40.748369,-73.969997,1st_avenue,789.4185180417692,1st_avenue,476.3666664289648,261.84166815937255,1st_avenue_040,0.0663517690263688,0.19481951978163856,0.289884490992145,0.4019350272563824,0.20711550747474386,f1
n00037,60.77771934985596,2.3622604832921925,0.5898574533034389,1st Avenue,avenue_secondary,585.1761762019634,40.74820999999999,-73.970108,1st_avenue,809.4034477639605,1st_avenue,476.7327136670111,241.8563938791836,1st_avenue_038,0.0125762683455831,0.19451916582143783,0.2797529314973278,0.41014254669656114,0.2156233808751233,f1
