node_id,street_axis_deg,GVI,VEI,osm_name,typology,northing_m,lat,lon,chain,chain_pos_m,street_segment,cross_dist,along_dist,mapping_id,scaffold_frac,SVF_band,BVF_band,sky_of_pair,sky_veg_residual,face_id,H_m,facade_sides_hit,facade_sides_open,facade_empty_bearing,W_facade,HW_facade,HW_assigned,HW_effective,HW_source,HW_ratio,is_tunnel,is_bridge,osm_heading_fwd,osm_heading_rev
n00152,,1.1867498744840084,0.7931910626566513,Park Avenue,avenue_canyon,1.146602674002395,40.746964,-73.981446,Park_Ave_Tunnel_Segment#4,0.0,Park_Ave_Tunnel_Segment,-293.17705208421194,-343.11576727456264,Park_Ave_Tunnel_Segment_001,0.0872732079587876,0.098470258151997,0.3776709542005164,0.2068089373433487,0.1083386791913516,f9,123.844442900916,0,0,,,,4.060473537734951,1.0851797999295776,series,,1.0,0.0,29.1,209.1
n00153,26.656533904701607,1.4391174528106212,0.7344318047125633,Park Avenue,avenue_canyon,18.41162549575813,40.744502,-73.975202,Park_Ave_Tunnel_Segment#2,159.99556383168056,Park_Ave_Tunnel_Segment,300.31622274669235,-326.73640134201764,Park_Ave_Tunnel_Segment_002,0.0,0.1324701489753033,0.3663476738137725,0.2655681952874367,0.1330980463121334,f7,29.311092,0,0,,,,0.9610194098360656,1.0851797999295776,radius_mean,,0.0,0.0,24.9,204.9
n00154,28.441856260323416,2.963876855242445,0.842386350529492,Park Avenue,avenue_canyon,21.12400826679618,40.747122,-73.981331,Park_Ave_Tunnel_Segment#3,0.0,Park_Ave_Tunnel_Segment,-293.1939737205222,-323.06393918321845,Park_Ave_Tunnel_Segment_003,0.1239144764840602,0.0711369476702533,0.3802005342625165,0.157613649470508,0.0864767018002546,f8,52.114704,0,0,,,,1.708678819672131,1.1787795946849942,radius_mean,,1.0,0.0,29.1,209.1
n00155,26.656533904701615,0.7621592619073215,0.8758170193389012,Park Avenue,avenue_canyon,38.31493751116898,40.744666,-73.975103,Park_Ave_Tunnel_Segment#2,139.9619722519228,Park_Ave_Tunnel_Segment,298.79512231958995,-306.7565351468205,Park_Ave_Tunnel_Segment_004,0.0153687528800219,0.0698576049456378,0.4926800678799367,0.1241829806610987,0.0543253757154609,f7,17.105376,2,0,,15.762711396867182,1.0851797999295776,0.560832,1.0851797999295776,measured,1.0851797999295776,0.0,0.0,27.1,207.1
n00156,28.4418562603234,3.804139061733765,0.8569892807986123,Park Avenue,avenue_canyon,41.00473339613888,40.74727899999999,-73.981216,Park_Ave_Tunnel_Segment#3,19.951282482762743,Park_Ave_Tunnel_Segment,-293.157057164433,-303.1092377644944,Park_Ave_Tunnel_Segment_005,0.0552423619665205,0.0669839511983591,0.401400178134158,0.1430107192013877,0.0760267680030286,f8,50.3682,2,0,,42.72910748294716,1.1787795946849942,1.651416393442623,1.1787795946849942,measured,1.1787795946849942,1.0,0.0,29.1,209.1
n00157,26.65653390470161,0.9917703660535742,0.8534569231375475,Park Avenue,avenue_canyon,58.19950187394642,40.744826,-73.974995,Park_Ave_Tunnel_Segment#2,119.9956658695018,Park_Ave_Tunnel_Segment,298.1537713330707,-286.7968945554258,Park_Ave_Tunnel_Segment_006,0.1515830773860216,0.0742787319013601,0.4325942879075478,0.1465430768624525,0.0722643449610923,f7,27.168348,2,0,,12.871581175828958,2.110723432410805,0.8907655081967214,2.110723432410805,measured,2.110723432410805,0.0,0.0,28.7,208.7
n00158,28.441856260323416,12.303703788397367,0.8745631925240488,Park Avenue,avenue_canyon,60.98213898893266,40.74743699999999,-73.981101,Park_Ave_Tunnel_Segment#3,39.999609222003,Park_Ave_Tunnel_Segment,-293.1739788007434,-283.0574096731503,Park_Ave_Tunnel_Segment_007,0.0060974624357186,0.0556603061159312,0.3880715397109206,0.1254368074759512,0.0697765013600199,f8,49.554384000000006,2,0,,42.857823712141226,1.1562505910901328,1.6247339016393445,1.1562505910901328,measured,1.1562505910901328,1.0,0.0,29.1,209.1
n00159,27.5555874945142,1.992282345583216,0.8972768868565523,Park Avenue,avenue_canyon,78.09513542296293,40.744984,-73.974882,Park_Ave_Tunnel_Segment#2,100.02838761260708,Park_Ave_Tunnel_Segment,297.9892059936658,-266.82690670509703,Park_Ave_Tunnel_Segment_008,0.1530580089129216,0.0595694679588196,0.5203337897981165,0.1027231131434477,0.043153645184628,f7,27.168348,2,0,,12.607875560358554,2.154871204901658,0.8907655081967214,2.154871204901658,measured,2.154871204901658,0.0,0.0,28.6,208.6
n00160,28.441721153602828,18.440263228865344,0.8732032982806274,Park Avenue,avenue_canyon,80.90375014016405,40.74759399999999,-73.980985,Park_Ave_Tunnel_Segment#3,59.99209502789661,Park_Ave_Tunnel_Segment,-293.06324039310687,-263.0617881339185,Park_Ave_Tunnel_Segment_009,0.0136274849865003,0.0510698652167705,0.3516998009043457,0.1267967017193726,0.0757268365026021,f8,49.554384000000006,2,0,,43.02148144821043,1.1518521057824085,1.6247339016393445,1.1518521057824085,measured,1.1518521057824085,1.0,0.0,29.1,209.1
n00161,27.64047327387948,3.295850472944884,0.6261985014606439,Park Avenue,avenue_canyon,98.08744943426842,40.745143,-73.974769,Park_Ave_Tunnel_Segment#2,79.96352777447817,Park_Ave_Tunnel_Segment,297.77080245976333,-246.7597921833112,Park_Ave_Tunnel_Segment_010,0.0197249471693794,0.1726987973121557,0.2893079040707521,0.373801498539356,0.2011027012272003,f7,17.105376,2,0,,13.091543527805982,1.3065973438249492,0.560832,1.3065973438249492,measured,1.3065973438249492,0.0,0.0,28.3,208.3
n00162,28.42045863056552,5.277854744539874,0.8238069131875859,Park Avenue,avenue_canyon,100.88115573433176,40.747752,-73.98087,Park_Ave_Tunnel_Segment#3,80.04040123155202,Park_Ave_Tunnel_Segment,-293.0801620294171,-243.0099600425744,Park_Ave_Tunnel_Segment_011,7.6672258728625e-05,0.0817331707448637,0.3821509249568127,0.176193086812414,0.0944599160675503,f8,49.554384000000006,2,0,,42.60866001800896,1.1630120257021783,1.6247339016393445,1.1630120257021783,measured,1.1630120257021783,1.0,0.0,29.1,209.1
n00163,27.446217509582794,15.621933697500795,0.5802045073743742,Park Avenue,avenue_canyon,117.98308298133,40.745300999999984,-73.974656,Park_Ave_Tunnel_Segment#2,59.99626952192102,Park_Ave_Tunnel_Segment,297.6062371193093,-226.78980433356384,Park_Ave_Tunnel_Segment_012,0.0031738280085846,0.131741090809226,0.1820809799930275,0.4197954926256257,0.2880544018163997,f7,17.105376,0,0,,,,0.560832,1.3065973438249492,radius_mean,,0.0,0.0,27.9,207.9
n00164,28.378045604254112,26.161026589288493,0.8471172321908992,Park Avenue,avenue_canyon,120.76188086436142,40.747909,-73.980755,Park_Ave_Tunnel_Segment#3,99.99164240108438,Park_Ave_Tunnel_Segment,-293.043245473328,-223.0552586238504,Park_Ave_Tunnel_Segment_013,0.005932011452387,0.0495580343705744,0.2745990637822783,0.1528827678091008,0.1033247334385263,f8,62.484,2,0,,42.70278926537514,1.463229945278168,2.048655737704918,1.463229945278168,measured,1.463229945278168,1.0,0.0,29.1,209.1
n00165,27.418299810415192,20.931441330570376,0.4865356000473638,Park Avenue,avenue_canyon,137.94941938925862,40.74546099999999,-73.974546,Park_Ave_Tunnel_Segment#2,39.9523155278026,Park_Ave_Tunnel_Segment,297.11252983588474,-206.7483235011538,Park_Ave_Tunnel_Segment_014,0.0091744409874081,0.127981776660242,0.1212697326402032,0.5134643999526362,0.3854826232923941,f7,,0,1,117.4182998104152,,,,1.4426323432668533,series,,0.0,0.0,27.9,207.9
n00166,28.377910191858508,26.698244734862083,0.8554707929926727,Park Avenue,avenue_canyon,140.73928645578127,40.74806699999999,-73.98064,Park_Ave_Tunnel_Segment#3,120.03992806454224,Park_Ave_Tunnel_Segment,-293.06016710963826,-203.00343053250617,Park_Ave_Tunnel_Segment_015,0.0031940049957484,0.0486310422159458,0.2878479520504542,0.1445292070073273,0.0958981647913814,f8,63.573830235372,2,0,,44.706242675366425,1.4220347412555383,2.084387876569574,1.4220347412555383,measured,1.4220347412555383,1.0,0.0,29.1,209.1
n00167,27.418299810415192,17.45156252343113,0.4427330580581144,Park Avenue,avenue_canyon,157.85996135816077,40.74562000000001,-73.974435,Park_Ave_Tunnel_Segment#2,19.967228131551263,Park_Ave_Tunnel_Segment,296.746482598505,-186.7630492196932,Park_Ave_Tunnel_Segment_016,0.023792613086698,0.1483985451066874,0.1178985092090934,0.5572669419418856,0.4088683968351982,f7,,0,1,117.4182998104152,,,,1.4443991783846863,series,,0.0,0.0,28.6,208.6
n00168,28.37777512397139,27.14064845671448,0.9079806916925328,Park Avenue,avenue_canyon,160.62001158718485,40.748224,-73.980525,Park_Ave_Tunnel_Segment#3,139.991148575421,Park_Ave_Tunnel_Segment,-293.02325055354913,-183.0487291137821,Park_Ave_Tunnel_Segment_017,0.0367017993703484,0.0299614561201218,0.2956382106368878,0.0920193083074671,0.0620578521873453,f8,63.573830235372,2,0,,43.34292831029962,1.4667636155138344,2.084387876569574,1.4667636155138344,measured,1.4667636155138344,1.0,0.0,29.1,209.1
n00169,27.418299810415192,3.4861813959930577,0.4844191708171872,Park Avenue,avenue_canyon,177.75559490522232,40.745778,-73.974322,Park_Ave_Tunnel_Segment#2,0.0,Park_Ave_Tunnel_Segment,296.58191725805096,-166.79306136994586,Park_Ave_Tunnel_Segment_018,0.0422443961724638,0.2321845671728444,0.2181513530762719,0.5155808291828128,0.2833962620099683,f7,,0,1,117.4182998104152,,,,1.4332842888056236,series,,0.0,0.0,43.1,223.1
n00170,28.37763971106154,5.483552590050003,0.8206270409832432,Park Avenue,avenue_canyon,180.5974171793976,40.748382,-73.98041,Park_Ave_Tunnel_Segment#3,160.03941369818918,Park_Ave_Tunnel_Segment,-293.0401721909085,-162.99690102301952,Park_Ave_Tunnel_Segment_019,0.0024454414378851,0.0823816040016669,0.3768938879857901,0.1793729590167567,0.0969913550150898,f8,59.28017882574,2,0,,42.34888461669468,1.399804962097413,1.9436124205160656,1.399804962097413,measured,1.399804962097413,1.0,0.0,29.1,209.1
n00171,28.377504642603384,21.994173136275062,0.8614890657747014,Park Avenue,avenue_canyon,200.4781423100083,40.748539,-73.980295,Park_Ave_Tunnel_Segment#3,179.99061355207994,Park_Ave_Tunnel_Segment,-293.0032556337702,-143.04219960371393,Park_Ave_Tunnel_Segment_020,0.012955594487721,0.052433887647898,0.326120252797147,0.1385109342252986,0.0860770465774004,f8,55.241952000000005,2,0,,42.29123835402895,1.3062268722792625,1.8112115409836067,1.3062268722792625,measured,1.3062268722792625,1.0,0.0,29.1,209.1
n00172,28.37736922686112,20.670664266134263,0.883037271218506,Park Avenue,avenue_canyon,220.45554790153412,40.74869699999999,-73.98018,Park_Ave_Tunnel_Segment#3,200.03885813471496,Park_Ave_Tunnel_Segment,-293.0201772711296,-122.9903715129513,Park_Ave_Tunnel_Segment_021,0.0171160735189914,0.0464178735050608,0.3504425108980527,0.116962728781494,0.0705448552764332,f8,55.241952000000005,2,0,,42.418535189944265,1.3023069220244,1.8112115409836067,1.3023069220244,measured,1.3023069220244,1.0,0.0,29.1,209.1
n00173,28.37723415586657,17.063922021280817,0.8632962100968444,Park Avenue,avenue_canyon,240.33627303351875,40.74885400000001,-73.980065,Park_Ave_Tunnel_Segment#3,219.9900373313287,Park_Ave_Tunnel_Segment,-292.9832607139914,-103.03567009364576,Park_Ave_Tunnel_Segment_022,0.0280035333707928,0.0529209592065076,0.3342004164627274,0.1367037899031555,0.0837828306966478,f8,52.321968,2,0,,42.74847423809172,1.2239493673759627,1.7154743606557377,1.2239493673759627,measured,1.2239493673759627,1.0,0.0,29.1,209.1
n00174,28.377098739318075,5.833437297121145,0.7996938488344089,Park Avenue,avenue_canyon,260.3136786244635,40.749012,-73.97995000000002,Park_Ave_Tunnel_Segment#3,240.03826137339365,Park_Ave_Tunnel_Segment,-293.0001823513508,-82.98384200288311,Park_Ave_Tunnel_Segment_023,0.0218112389557063,0.091630624600181,0.3658222497473019,0.2003061511655911,0.10867552656541,f8,51.300888,2,0,,42.400478058148025,1.209912962057785,1.6819963278688526,1.209912962057785,measured,1.209912962057785,1.0,0.0,29.1,209.1
n00175,28.34270640350505,2.979747014186588,0.6851771654717774,Park Avenue,avenue_canyon,274.81700220168904,40.746458,-73.973556,Park_Ave_Tunnel_Segment#1,220.0095089873308,Park_Ave_Tunnel_Segment,316.51948404881387,-69.4021118293926,Park_Ave_Tunnel_Segment_024,0.0790208522230386,0.0989787193953947,0.2154162626068452,0.3148228345282226,0.2158441151328278,f6,18.95856,2,0,,13.940936304737114,1.3599201363224005,0.621592131147541,1.3599201363224005,measured,1.3599201363224005,0.0,0.0,28.5,208.5
n00176,28.41924054793106,17.830910729012235,0.8187905065555554,Park Avenue,avenue_canyon,280.1944037549683,40.749169,-73.979835,Park_Ave_Tunnel_Segment#3,259.9894199111497,Park_Ave_Tunnel_Segment,-292.96326579421253,-63.02914058357756,Park_Ave_Tunnel_Segment_025,0.0124511714093386,0.0672323047309495,0.3037874661044105,0.1812094934444446,0.113977188713495,f8,38.325552,2,0,,42.39835319720633,0.9039396370358392,1.2565754754098362,0.9039396370358392,measured,0.9039396370358392,1.0,0.0,29.1,209.1
n00177,28.34270640350504,1.4939170849737722,0.863745770084756,Park Avenue,avenue_canyon,294.7535217733871,40.74661600000001,-73.973442,Park_Ave_Tunnel_Segment#1,200.00185277522405,Park_Ave_Tunnel_Segment,316.42874055952467,-49.39120385844748,Park_Ave_Tunnel_Segment_026,0.0341312617529183,0.0694582065681149,0.4403109698554049,0.136254229915244,0.0667960233471291,f6,19.274028,2,0,,12.176557759964016,1.5828798565200548,0.6319353442622951,1.5828798565200548,measured,1.5828798565200548,0.0,0.0,28.9,208.9
n00178,28.47118376725141,20.30565012819664,0.840637354026148,Park Avenue,avenue_canyon,300.1718093492419,40.749327000000015,-73.97972,Park_Ave_Tunnel_Segment#3,280.0376234152828,Park_Ave_Tunnel_Segment,-292.9801874315719,-42.9773124928149,Park_Ave_Tunnel_Segment_027,0.0056031281419563,0.0569517211734498,0.3004201135210769,0.1593626459738519,0.1024109248004021,f8,38.325552,2,0,,42.90453047533676,0.893275175730709,1.2565754754098362,0.893275175730709,measured,0.893275175730709,1.0,0.0,29.1,209.1
n00179,28.342706403505044,1.4026438750740495,0.8741991659703148,Park Avenue,avenue_canyon,314.74583578263173,40.74677499999999,-73.973329,Park_Ave_Tunnel_Segment#1,179.9370943187921,Park_Ave_Tunnel_Segment,316.2103370256221,-29.32408933666163,Park_Ave_Tunnel_Segment_028,0.0530894873663782,0.075331153393304,0.5234816762221831,0.1258008340296852,0.0504696806363811,f6,19.5072,2,0,,12.430208708452309,1.5693380905773109,0.6395803278688524,1.5693380905773109,measured,1.5693380905773109,0.0,0.0,29.7,209.7
n00180,28.45555045769234,14.424684478048809,0.844557217690739,Park Avenue,avenue_canyon,320.0934205003673,40.749484,-73.979604,Park_Ave_Tunnel_Segment#3,300.02998322046744,Park_Ave_Tunnel_Segment,-292.8694490228864,-22.981690953001703,Park_Ave_Tunnel_Segment_029,0.0091179455848759,0.0615908180937521,0.3346374092884249,0.155442782309261,0.0938519642155089,f8,38.325552,2,0,,43.50490951165512,0.8809477465924265,1.2565754754098362,0.8809477465924265,measured,0.8809477465924265,1.0,0.0,29.1,209.1
n00181,28.49451271200741,7.352918315016956,0.7951324751978623,Park Avenue,avenue_canyon,334.6116524948366,40.746931,-73.973212,Park_Ave_Tunnel_Segment#1,159.99954512998647,Park_Ave_Tunnel_Segment,316.4487354796861,-9.384674349069428,Park_Ave_Tunnel_Segment_030,0.0853563995333388,0.0888857751952873,0.3449837474688526,0.2048675248021376,0.1159817496068503,f6,57.354216,2,0,,18.8620468338948,3.040720686629586,1.880466098360656,3.040720686629586,measured,3.040720686629586,0.0,0.0,29.3,209.3
n00182,28.449772172776846,4.565435764503249,0.8171186622104777,Park Avenue,avenue_canyon,339.97414562971005,40.749641,-73.979489,Park_Ave_Tunnel_Segment#3,319.9811108068509,Park_Ave_Tunnel_Segment,-292.83253246641465,-3.026989534967754,Park_Ave_Tunnel_Segment_031,0.0105545418336987,0.0832712366474168,0.3720580913961777,0.1828813377895223,0.0996101011421055,f8,46.46980800000001,2,0,,42.82552967493851,1.0850959311588884,1.5236002622950822,1.0850959311588884,measured,1.0850959311588884,1.0,0.0,29.1,209.1
n00183,28.625438733567933,9.896453138783572,0.7943334934958132,Park Avenue,avenue_canyon,354.62994410951904,40.747089,-73.973096,Park_Ave_Tunnel_Segment#1,139.91014054926472,Park_Ave_Tunnel_Segment,316.50563569454056,10.708073863472508,Park_Ave_Tunnel_Segment_032,0.1371868476271629,0.0840726263469111,0.3247086952981845,0.2056665065041868,0.1215938801572756,f6,68.141088,2,0,,21.58042078569884,3.1575421386202307,2.2341340327868853,3.1575421386202307,measured,3.1575421386202307,0.0,0.0,29.3,209.3
n00184,28.376422048221816,21.12716362327146,0.8519983865689021,Park Avenue,avenue_canyon,359.95155122260974,40.749799,-73.979374,Park_Ave_Tunnel_Segment#3,340.0292835393899,Park_Ave_Tunnel_Segment,-292.84945410415656,17.024838556485022,Park_Ave_Tunnel_Segment_033,0.0309312033550668,0.0513903219018802,0.2958377975118649,0.1480016134310978,0.0966112915292176,f8,50.081688,2,0,,42.88508504707032,1.1678113251968778,1.6420225573770493,1.1678113251968778,measured,1.1678113251968778,1.0,0.0,29.1,209.1
n00185,28.56757405821953,4.407335751552375,0.8871438191940201,Park Avenue,avenue_canyon,374.51066923886174,40.74724599999999,-73.972981,Park_Ave_Tunnel_Segment#1,119.95882632185042,Park_Ave_Tunnel_Segment,316.5425522510123,30.66277528150645,Park_Ave_Tunnel_Segment_034,0.115551147609949,0.0539158716166729,0.4238237721637951,0.1128561808059799,0.0589403091893069,f6,53.899308,2,0,,14.460014947717609,3.727472495352265,1.7671904262295082,3.727472495352265,measured,3.727472495352265,0.0,0.0,29.3,209.3
n00186,28.376286973332498,13.464472924758264,0.8749916030497279,Park Avenue,avenue_canyon,379.8322763532205,40.749956000000005,-73.979259,Park_Ave_Tunnel_Segment#3,359.9803904705416,Park_Ave_Tunnel_Segment,-292.8125375466358,36.97953997510042,Park_Ave_Tunnel_Segment_035,0.0,0.0509883990925438,0.3568913940770852,0.1250083969502721,0.0740199978577282,f8,50.081688,2,0,,42.74361900697022,1.1716763616069372,1.6420225573770493,1.1716763616069372,measured,1.1716763616069372,1.0,0.0,29.1,209.1
n00187,28.50407697808211,0.7073654240558723,0.913739460602902,Park Avenue,avenue_canyon,394.432280392048,40.747403,-73.972865,Park_Ave_Tunnel_Segment#1,99.9662981349434,Park_Ave_Tunnel_Segment,316.65329065969775,50.658396821319656,Park_Ave_Tunnel_Segment_036,0.1554106380790471,0.0506812801897949,0.5368559708408883,0.0862605393970979,0.035579259207303,f6,28.870656,2,0,,14.438163995905493,1.999607152833796,0.9465788852459016,1.999607152833796,measured,1.999607152833796,0.0,0.0,29.2,209.2
n00189,28.4151959418613,2.624474354040633,0.8756233301230881,Park Avenue,avenue_canyon,414.35389154454737,40.74756,-73.972749,Park_Ave_Tunnel_Segment#1,79.97378040787292,Park_Ave_Tunnel_Segment,316.7640290683833,70.65401836113288,Park_Ave_Tunnel_Segment_038,0.1054465477354824,0.0618751663095337,0.4356069287712226,0.1243766698769118,0.0625015035673781,f6,53.899308,1,0,,,,1.7671904262295082,2.121140435950461,radius_mean,,0.0,0.0,29.0,209.0
n00190,29.037882121682205,1.6461315649391328,0.8638181004356722,Park Avenue,avenue_canyon,419.6904070753569,40.750271,-73.979029,Park_Ave_Tunnel_Segment#3,399.97962893548953,Park_Ave_Tunnel_Segment,-292.79254262685697,76.98606948516863,Park_Ave_Tunnel_Segment_039,0.0169062325730919,0.0684864986168724,0.4344180638541601,0.1361818995643278,0.0676954009474554,f8,80.93354400000001,2,0,,43.25046111732943,1.87127586409875,2.653558819672132,1.87127586409875,measured,1.87127586409875,1.0,0.0,29.1,209.1
n00191,28.2939557933272,0.10781232721825,0.9538651804674252,Park Avenue,avenue_canyon,434.2904111148715,40.747718,-73.972635,Park_Ave_Tunnel_Segment#1,59.9661948355081,Park_Ave_Tunnel_Segment,316.67328557947667,90.66492633138787,Park_Ave_Tunnel_Segment_040,0.3898158855736255,0.0283262054031505,0.5856613573562517,0.0461348195325749,0.0178086141294244,f6,28.870656,2,0,,12.873319803296742,2.242673719067127,0.9465788852459016,2.242673719067127,measured,2.242673719067127,0.0,0.0,29.0,209.0
n00192,29.542097699751764,2.985869760721652,0.9023507712505554,Park Avenue,avenue_canyon,439.6379958293842,40.75042699999999,-73.97891000000001,Park_Ave_Tunnel_Segment#3,420.001104168183,Park_Ave_Tunnel_Segment,-292.4065004700809,97.00732471446628,Park_Ave_Tunnel_Segment_041,0.0193496576976031,0.0476726748196985,0.4405306159817113,0.0976492287494446,0.049976553929746,f8,126.650496,2,0,,42.88195853433837,2.953468086085264,4.152475278688525,2.953468086085264,measured,2.953468086085264,0.0,0.0,30.7,210.7
n00193,28.19371938061002,0.1064598127103742,0.9624724074098878,Park Avenue,avenue_canyon,454.2678167063973,40.74787599999999,-73.97252,Park_Ave_Tunnel_Segment#1,39.91786698082278,Park_Ave_Tunnel_Segment,316.65636394211737,110.71675442215052,Park_Ave_Tunnel_Segment_042,0.470688983798027,0.0230391196587455,0.5908856772336588,0.0375275925901121,0.0144884729313666,f6,52.7304,2,0,,12.926999572831534,4.079090410958366,1.728865573770492,4.079090410958366,measured,4.079090410958366,0.0,0.0,29.0,209.0
n00194,29.542097699751764,2.852976492794302,0.9104727244806864,Park Avenue,avenue_canyon,459.5706761675416,40.750582,-73.978789,Park_Ave_Tunnel_Segment#3,440.012287667431,Park_Ave_Tunnel_Segment,-291.8189764163792,117.0132935120506,Park_Ave_Tunnel_Segment_043,0.0157198306405916,0.0420617006668557,0.4277582555740973,0.0895272755193137,0.0474655748524579,f8,126.650496,2,0,,43.02111854959277,2.9439145301162526,4.152475278688525,2.9439145301162526,measured,2.9439145301162526,0.0,0.0,31.0,211.0
n00195,28.19371938061002,0.2089281404710103,0.9706818483516236,Park Avenue,avenue_canyon,474.10765581464426,40.748033,-73.97240600000002,Park_Ave_Tunnel_Segment#1,20.007555242750502,Park_Ave_Tunnel_Segment,316.6194586466591,130.63053572036685,Park_Ave_Tunnel_Segment_044,0.3846163041889667,0.0175290053564,0.5803601646919706,0.0293181516483763,0.0117891462919763,f6,49.997868,2,0,,12.888644837012071,3.8792183842650463,1.6392743606557378,3.8792183842650463,measured,3.8792183842650463,0.0,0.0,29.0,209.0
n00196,29.542097699751764,0.8855941575484031,0.9317003598349568,Park Avenue,avenue_canyon,479.50335650569895,40.750737,-73.978668,Park_Ave_Tunnel_Segment#3,460.0234598811093,Park_Ave_Tunnel_Segment,-291.23145236162844,137.01926231021645,Park_Ave_Tunnel_Segment_045,0.0344137400388717,0.0318647677108131,0.4346789451669298,0.0682996401650432,0.03643487245423,f8,145.173192,2,0,,42.79856182107637,3.3920109887549708,4.759776786885246,3.3920109887549708,measured,3.3920109887549708,0.0,0.0,31.0,211.0
n00197,28.19371938061002,3.755649878903757,0.9126494752893026,Park Avenue,avenue_canyon,494.0441753861304,40.748191,-73.972292,Park_Ave_Tunnel_Segment#1,0.0,Park_Ave_Tunnel_Segment,316.5287151588015,150.64144369120334,Park_Ave_Tunnel_Segment_046,0.0765189165249466,0.0431173827724528,0.4504959402757653,0.0873505247106973,0.0442331419382445,f6,49.997868,2,0,,,,1.6392743606557378,3.8792183842650463,radius_mean,,0.0,0.0,299.0,119.0
n00198,31.43078460431052,0.1900392824759325,0.5824531313236516,Park Avenue,avenue_canyon,529.1393981000901,40.74783,-73.97058,Park_Ave_Tunnel_Segment,134.63965816417294,Park_Ave_Tunnel_Segment,462.3473132106185,185.6339614828671,Park_Ave_Tunnel_Segment_047,0.0,0.2148774121172894,0.299741252844719,0.4175468686763484,0.2026694565590589,f5,89.42832,1,1,121.43078460431052,,,2.9320760655737703,,open_one_side,,0.0,0.0,23.1,203.1
n00199,31.430784604310503,0.5206000386497447,0.589153988486017,Park Avenue,avenue_canyon,548.9498688853787,40.74799599999999,-73.970488,Park_Ave_Tunnel_Segment,114.64109718532428,Park_Ave_Tunnel_Segment,460.2017834347387,205.5216401780062,Park_Ave_Tunnel_Segment_048,0.0049514136821926,0.2114616202801767,0.3032363793448718,0.410846011513983,0.1993843912338063,f5,89.42832,1,1,121.4307846043105,,,2.9320760655737703,,open_one_side,,0.0,0.0,28.8,208.8
n00200,31.430784604310475,0.3003105943431805,0.5655319375816512,Park Avenue,avenue_canyon,552.2279805967219,40.74799099999999,-73.970396,Park_Ave_Tunnel_Segment,106.85383116465128,Park_Ave_Tunnel_Segment,467.2625847629348,208.8006579130258,Park_Ave_Tunnel_Segment_049,0.0814340123906731,0.2165813440043323,0.2819163885995119,0.4344680624183488,0.2178867184140164,f5,89.42832,1,1,121.43078460431047,,,2.9320760655737703,,open_one_side,,0.0,0.0,29.9,209.9
n00201,24.911361472182616,1.2846787587665758,0.556393507136727,Park Avenue,avenue_canyon,568.8863884557029,40.74815399999999,-73.970374,Park_Ave_Tunnel_Segment,88.66331476946598,Park_Ave_Tunnel_Segment,460.111039945832,225.5325481482612,Park_Ave_Tunnel_Segment_050,0.0042956643737852,0.2159884925728903,0.2709035977091643,0.443606492863273,0.2276180002903827,f5,83.838288,1,0,,,,2.7487963278688525,3.3920109887549708,series,,0.0,0.0,28.8,208.8
n00203,24.64145494874137,0.5874746719925888,0.5970606473514958,Park Avenue,avenue_canyon,588.822908027295,40.748312,-73.97026,Park_Ave_Tunnel_Segment,62.14059061054024,Park_Ave_Tunnel_Segment,460.0202964579744,245.54345611909764,Park_Ave_Tunnel_Segment_052,0.0266113276593386,0.1941842668684994,0.287735073082126,0.4029393526485042,0.2087550857800048,f5,83.838288,1,0,,,,2.7487963278688525,3.3920109887549708,series,,0.0,0.0,28.8,208.8
n00205,24.55242147818509,0.5414928501661626,0.599776775909549,Park Avenue,avenue_canyon,608.7594275976192,40.74847,-73.970146,Park_Ave_Tunnel_Segment,35.46297335773637,Park_Ave_Tunnel_Segment,459.9295529690679,265.55436408935265,Park_Ave_Tunnel_Segment_054,0.1631908509880304,0.1740501412663502,0.2608325211825802,0.4002232240904509,0.2261730828241007,f5,78.24825600000001,1,0,,,,2.5655165901639347,3.3920109887549708,series,,0.0,0.0,28.8,208.8
n00207,24.79710191789654,0.3094370979828693,0.5008819706193229,Park Avenue,avenue_canyon,628.6959471672562,40.74862799999999,-73.970032,Park_Ave_Tunnel_Segment,8.585572933184572,Park_Ave_Tunnel_Segment,459.83880948016105,285.56527205960754,Park_Ave_Tunnel_Segment_056,0.0571510972804389,0.1662149569297775,0.1668023799434722,0.499118029380677,0.3329030724508995,f5,78.24825600000001,1,0,,,,2.5655165901639347,3.3920109887549708,series,,0.0,0.0,203.6,23.6
n00209,28.709566774194062,1.1867498744840084,0.7931910626566513,Park Avenue,avenue_canyon,8.082515395648329,40.747059,-73.981501,Park_Ave_West,0.0,Park_Ave_West,-302.3518823193697,-336.13934004058626,Park_Ave_West_001,0.0872732079587876,0.098470258151997,0.3776709542005164,0.2068089373433487,0.1083386791913516,f10,89.269331423388,1,0,,,,2.926863325356984,1.61598678879403,radius_mean,,0.0,0.0,28.7,208.7
n00210,28.709566774194062,3.555375507189632,0.8142993858819014,Park Avenue,avenue_canyon,27.978148944770737,40.747217000000006,-73.981388,Park_Ave_West,19.967108336585365,Park_Ave_West,-302.51644765982365,-316.16935219083894,Park_Ave_West_002,0.0636722752824425,0.0871163374884286,0.382006168660237,0.1857006141180985,0.0985842766296698,f10,69.036830900916,2,0,,42.72116045728099,1.61598678879403,2.2635026524890494,1.61598678879403,measured,1.61598678879403,0.0,0.0,29.8,209.8
