node_id,street_axis_deg,GVI,VEI,osm_name,typology,northing_m,lat,lon,chain,chain_pos_m,street_segment,cross_dist,along_dist,mapping_id,scaffold_frac,SVF_band,BVF_band,sky_of_pair,sky_veg_residual,face_id,H_m,facade_sides_hit,facade_sides_open,facade_empty_bearing,W_facade,HW_facade,HW_assigned,HW_effective,HW_source,HW_ratio,is_tunnel,is_bridge,osm_heading_fwd,osm_heading_rev
n00395,119.7568006424191,2.0744847734963865,0.6118238276706255,East 36th Street,mid_block,180.4905632051377,40.746126,-73.975078,east_36th_street,680.0584490771838,east_36th_street,222.0369059805668,-163.92859059735622,east_36th_street_035,0.0193637805059551,0.1825622604228958,0.2877454849685149,0.3881761723293745,0.2056139119064787,f16,22.078188,1,0,,,,1.2064583606557375,0.5783371110039258,series,,0.0,0.0,296.3,116.3
n00396,120.5305277539558,2.657094333041387,0.5391522594144271,East 36th Street,mid_block,180.5985639660732,40.74604,-73.974872,east_36th_street,699.8993454304853,east_36th_street,241.87429208512967,-163.85193956786296,east_36th_street_036,0.0136779270833358,0.2114361583988467,0.2473621382580641,0.4608477405855729,0.2494115821867261,f16,18.01368,0,0,,,,0.9843540983606558,0.5783371110039258,series,,0.0,0.0,29.3,209.3
n00397,120.2903439270968,3.7728270028794593,0.5134875819912038,East 36th Street,mid_block,178.06298468617632,40.745933,-73.974681,east_36th_street,719.9283562749724,east_36th_street,261.7349524798632,-166.42875046548,east_36th_street_037,0.023933851160109,0.2255928991730287,0.2381011214160819,0.4865124180087962,0.2609195188357674,f16,5.7912,1,0,,,,0.3164590163934426,0.5783371110039258,series,,0.0,0.0,303.1,123.1
n00398,118.97221044688207,3.852270901873331,0.4998497107964835,East 36th Street,mid_block,177.9776245233266,40.745845,-73.974475,east_36th_street,739.8770863114144,east_36th_street,281.68001497275475,-166.54635278017258,east_36th_street_038,0.0264317523688077,0.2254957680772203,0.2253602504933572,0.5001502892035165,0.274654521126296,f16,5.7912,1,0,,,,0.3164590163934426,0.5783371110039258,series,,,,,
n00399,117.13942421048492,5.748492055896467,0.5025403972704032,East 36th Street,mid_block,178.53921076032094,40.745762,-73.974265,east_36th_street,759.8590159459582,east_36th_street,301.6511739042106,-166.01464125195122,east_36th_street_039,0.0192628969671204,0.2137093539179764,0.2158920704898302,0.4974596027295968,0.2837502488116203,f16,,1,0,,,,,0.5783371110039258,series,,0.0,0.0,43.1,223.1
n00400,117.08873025712089,6.69588195438706,0.4880169207942819,East 36th Street,mid_block,179.37592996535273,40.74568099999999,-73.974053,east_36th_street,779.8903059336551,east_36th_street,321.6623001525307,-165.20683613736554,east_36th_street_040,0.0112062561092897,0.2186275830163281,0.2083935274381487,0.5119830792057181,0.2933554961893899,f16,,0,0,,,,,0.5783371110039258,series,,0.0,0.0,296.4,116.4
n00401,117.48831717338612,5.566619658396634,0.4791154717502706,East 36th Street,mid_block,179.5657027707524,40.745595,-73.97384500000001,east_36th_street,799.8795010936401,east_36th_street,341.64732996123735,-165.04834486627544,east_36th_street_041,0.0813533021137118,0.2253218919744167,0.2072536209354041,0.5208845282497294,0.2955626362753126,f16,,0,0,,,,,0.5783371110039258,series,,0.0,0.0,298.0,118.0
n00402,117.86019712664437,3.608770001102164,0.4713571057628238,East 36th Street,mid_block,179.7554755766272,40.74550899999999,-73.973637,east_36th_street,819.8687168155369,east_36th_street,361.6323597703266,-164.88985359587542,east_36th_street_042,0.0690191565081477,0.2367777312288401,0.2111195805670686,0.5286428942371761,0.291865163008336,f16,,0,0,,,,,0.5783371110039258,series,,0.0,0.0,298.4,118.4
n00403,117.86003117800225,4.286900218363829,0.5151572319334534,East 36th Street,mid_block,179.94524838329494,40.745423,-73.973429,east_36th_street,839.857953096355,east_36th_street,381.6173895790332,-164.73136232478527,east_36th_street_043,0.0447705462574958,0.2117166293562082,0.2249540674152229,0.4848427680665466,0.2731261387103383,f16,,0,0,,,,,0.5783371110039258,series,,0.0,0.0,298.4,118.4
n00404,117.83674711714292,4.027008378150487,0.5210326484078724,East 36th Street,mid_block,180.13502118790174,40.74533699999999,-73.973221,east_36th_street,859.8472099397526,east_36th_street,401.6024193881225,-164.57287105438525,east_36th_street_044,0.0225860327482223,0.2055052362322269,0.2235537289542525,0.4789673515921275,0.2734621153599006,f16,4.51104,0,0,,,,0.2465049180327869,0.5783371110039258,series,,0.0,0.0,298.4,118.4
n00405,117.82504797822182,5.335257942850441,0.5364253506433369,East 36th Street,mid_block,180.32479399388248,40.745251,-73.973013,east_36th_street,879.8364873431743,east_36th_street,421.58744919682914,-164.41437978329515,east_36th_street_045,0.0431866592844016,0.199130518147885,0.23042385550959,0.4635746493566631,0.2644441312087781,f16,4.51104,1,1,27.825047978221814,,,0.2465049180327869,,open_one_side,,0.0,0.0,298.4,118.4
n00406,117.8250479782218,6.645454173302227,0.5657850712920431,East 36th Street,mid_block,180.55545282106496,40.74516499999999,-73.972804,east_36th_street,899.9000053239214,east_36th_street,441.6463008574657,-164.21496839238742,east_36th_street_046,0.006813742686063,0.1813688848768317,0.2363249180896165,0.4342149287079568,0.2528460438311251,f16,,0,1,27.82504797822179,,,,0.5783371110039258,series,,0.0,0.0,298.4,118.4
n00407,117.8250479782218,5.265925125808537,0.5985825264923436,East 36th Street,mid_block,180.74522562773257,40.745079,-73.972596,east_36th_street,919.8893238522828,east_36th_street,461.63133066655496,-164.05647712198737,east_36th_street_047,0.0031092618592083,0.1806814984175255,0.2694272047206286,0.4014174735076564,0.2207359750901308,f16,164.592,0,0,,,,8.994098360655737,0.5783371110039258,series,,0.0,0.0,29.3,209.3
n00408,117.95029026735868,2.919746571133208,0.8572815400260845,East 37th Street,mid_block,257.18379033084915,40.74964400000001,-73.981521,east_37th_street,0.0,east_37th_street,-443.0000497704147,-85.88529459901804,east_37th_street_001,0.1260249856859445,0.0698196168265375,0.4193926185023636,0.1427184599739155,0.0728988431473779,f17,49.887281463744,2,0,,19.77923909989084,2.5222042775153737,2.726080954302951,2.5222042775153737,measured,2.5222042775153737,0.0,0.0,298.9,118.9
n00409,117.9502902673587,3.547915089314489,0.923079236878206,East 37th Street,mid_block,257.3735631354559,40.749558,-73.981313,east_37th_street,19.98825539670504,east_37th_street,-423.0150199613255,-85.726803328618,east_37th_street_002,0.2664340864866972,0.0401329822237869,0.4816114804545366,0.0769207631217938,0.0367877808980068,f17,22.887432000000004,2,0,,19.55960710532292,1.1701376145623834,1.2506793442622952,1.1701376145623834,measured,1.1701376145623834,0.0,0.0,298.5,118.5
n00410,117.95029026735864,5.079467424935995,0.919153517979536,East 37th Street,mid_block,257.4666554785666,40.749471,-73.981105,east_37th_street,40.02979426278802,east_37th_street,-402.9761519587878,-85.66543873025661,east_37th_street_003,0.206044590100646,0.0392360415747647,0.4460793437605347,0.0808464820204638,0.041610440445699,f17,22.125432000000004,2,0,,19.518997781802984,1.1335331991597912,1.20904,1.1335331991597912,measured,1.1335331991597912,0.0,0.0,298.5,118.5
n00411,117.92221136589215,4.851975684202039,0.907510652905998,East 37th Street,mid_block,257.6564282838604,40.749385,-73.980897,east_37th_street,60.01809100208989,east_37th_street,-382.9911221496985,-85.50694745985659,east_37th_street_004,0.0221360883660963,0.0466016310519243,0.4572578134802179,0.092489347094002,0.0458877160420776,f17,22.887432000000004,2,0,,22.768983883311805,1.0052021696398588,1.2506793442622952,1.0052021696398588,measured,1.0052021696398588,0.0,0.0,298.5,118.5
n00412,117.86613054618576,3.993090558954069,0.8801689452472443,East 37th Street,mid_block,257.84620108926015,40.749299,-73.98068900000001,east_37th_street,80.00640829762496,east_37th_street,-363.0060923409919,-85.34845618876642,east_37th_street_005,0.0,0.0442482909605139,0.3250073335669534,0.1198310547527556,0.0755827637922417,f17,19.99488,2,0,,22.692771506406757,0.8811122957967003,1.0926163934426227,0.8811122957967003,measured,0.8811122957967003,0.0,0.0,298.5,118.5
n00413,117.9449979921188,9.97461321206246,0.9077701776611912,East 37th Street,mid_block,258.035973894448,40.74921299999999,-73.980481,east_37th_street,99.9947461512549,east_37th_street,-343.0210625319027,-85.18996491836644,east_37th_street_006,0.0,0.0385336935776441,0.3792671066460576,0.0922298223388087,0.0536961287611646,f17,31.6992,2,0,,20.973466205612866,1.5113953835402156,1.7321967213114755,1.5113953835402156,measured,1.5113953835402156,0.0,0.0,298.5,118.5
n00414,118.17519601770574,5.731888470533437,0.8293558373151777,East 37th Street,mid_block,258.2257467004287,40.749127,-73.980273,east_37th_street,119.98310456021852,east_37th_street,-323.03603272319606,-85.03147364727627,east_37th_street_007,0.0400995926465838,0.0596442451551372,0.2898798417912147,0.1706441626848223,0.110999917529685,f17,46.357032,2,0,,20.855381848226887,2.222785098703012,2.533171147540984,2.222785098703012,measured,2.222785098703012,0.0,0.0,298.5,118.5
n00415,118.40487061011116,6.480009998560202,0.7714976816310198,East 37th Street,mid_block,258.2779530223377,40.74904,-73.980066,east_37th_street,139.95081066113158,east_37th_street,-303.0709865722056,-85.01102916942256,east_37th_street_008,0.0051794127793982,0.1038321541362207,0.3505709122193471,0.2285023183689801,0.1246701642327594,f17,49.3395,0,0,,,,2.696147540983606,2.222785098703012,radius_mean,,0.0,0.0,299.0,119.0
n00416,118.51144326624458,5.273479424639954,0.7964967665432046,East 37th Street,mid_block,258.13679841723865,40.74895099999999,-73.979859,east_37th_street,160.02687266955616,east_37th_street,-282.99826403498474,-85.18483803691771,east_37th_street_009,0.0142711289227008,0.0960910490908805,0.3760933356908042,0.2035032334567954,0.1074121843659149,f17,48.31842,0,0,,,,2.6403508196721317,1.3085833369852646,radius_mean,,0.0,0.0,299.3,119.3
n00417,118.4558161802582,3.7608295482110816,0.864045739474949,East 37th Street,mid_block,258.09232427559067,40.74886299999999,-73.979652,east_37th_street,180.04855354242068,east_37th_street,-262.9793796905459,-85.26152023110261,east_37th_street_010,0.014491057023406,0.0707589405044486,0.4497024281292367,0.135954260525051,0.0651953200206023,f17,23.503128000000004,2,0,,17.96074222842153,1.3085833369852646,1.2843239344262296,1.3085833369852646,measured,1.3085833369852646,0.0,0.0,299.1,119.1
n00418,118.3164724949317,5.644806463289199,0.8893334605187865,East 37th Street,mid_block,258.14453059818663,40.748776,-73.979445,east_37th_street,200.0163221561629,east_37th_street,-243.0143335395556,-85.24107575324891,east_37th_street_011,0.0509063434437848,0.045101016537679,0.3624387578973501,0.1106665394812135,0.0655655229435344,f17,22.015704000000003,2,0,,18.01835175075864,1.221848940709744,1.2030439344262296,1.221848940709744,measured,1.221848940709744,0.0,0.0,298.9,118.9
n00419,118.29287004448176,5.362235283817848,0.9138400179881052,East 37th Street,mid_block,258.19673691940864,40.748689,-73.979238,east_37th_street,219.9841113794253,east_37th_street,-223.0492873885652,-85.22063127539519,east_37th_street_012,0.1062495913356542,0.0404373111414804,0.4288909105832855,0.0861599820118947,0.0457226708704143,f17,18.446496000000003,2,0,,20.34377109172945,0.9067392626875964,1.0080052459016395,0.9067392626875964,measured,0.9067392626875964,0.0,0.0,298.9,118.9
n00420,118.3088047015934,5.67545594859435,0.9294774972487336,East 37th Street,mid_block,258.2489432393627,40.74860199999999,-73.979031,east_37th_street,239.95192121233444,east_37th_street,-203.08424123862383,-85.20018679812297,east_37th_street_013,0.0061620284104719,0.0349501204847503,0.4606380835814015,0.0705225027512662,0.0355723822665159,f17,18.147792,2,0,,20.4084998588926,0.8892271419005087,0.9916826229508195,0.8892271419005087,measured,0.8892271419005087,0.0,0.0,298.9,118.9
n00421,118.30863881075098,3.829227434692455,0.9153726455797264,East 37th Street,mid_block,258.2453551202903,40.74851399999999,-73.978823,east_37th_street,260.0474223581115,east_37th_street,-182.99153504263765,-85.23594887180019,east_37th_street_014,0.0996860428713262,0.0422168404990921,0.4566388875133444,0.0846273544202736,0.0424105139211815,f17,17.995392000000002,2,0,,17.72488468210195,1.0152614430361402,0.9833547540983608,1.0152614430361402,measured,1.0152614430361402,0.0,0.0,298.9,118.9
n00422,118.26894517685818,1.8972496394098115,0.9221170845871512,East 37th Street,mid_block,258.2975614421993,40.748427,-73.978616,east_37th_street,280.0152736427523,east_37th_street,-163.02648889164726,-85.21550439394647,east_37th_street_015,0.0061156213050708,0.039901613777478,0.4724265851088116,0.0778829154128487,0.0379813016353707,f17,17.521428,2,0,,17.73482778454045,0.98796719161116,0.9574550819672132,0.98796719161116,measured,0.98796719161116,0.0,0.0,298.9,118.9
n00423,118.22475291071798,1.5279570197178802,0.8527596139044261,East 37th Street,mid_block,258.3497677627344,40.74833999999999,-73.978409,east_37th_street,299.9831455378202,east_37th_street,-143.06144274065687,-85.19505991609277,east_37th_street_016,0.0966998614821932,0.0747387619091591,0.43285812703574,0.1472403860955738,0.0725016241864147,f17,20.272248,2,0,,18.266811049929053,1.1097858265785665,1.1077731147540983,1.1097858265785665,measured,1.1097858265785665,0.0,0.0,298.8,118.8
n00424,118.20122036686274,0.7448762397863208,0.8827082526274594,East 37th Street,mid_block,258.44286010653207,40.748253,-73.978201,east_37th_street,320.02497465957964,east_37th_street,-123.02257473811918,-85.13369531773137,east_37th_street_017,0.0,0.0626551507535113,0.4715269392660605,0.1172917473725405,0.0546365966190292,f17,20.272248,2,0,,18.32597008106324,1.1062032683851155,1.1077731147540983,1.1062032683851155,measured,1.1062032683851155,0.0,0.0,298.9,118.9
n00425,118.28006113356923,2.090435748160241,0.9267531642313046,East 37th Street,mid_block,258.49506642775407,40.748166,-73.977994,east_37th_street,339.99288777827417,east_37th_street,-103.0575285871288,-85.11325083987764,east_37th_street_018,0.0415119742974638,0.0391141991461979,0.4948911095570459,0.0732468357686954,0.0341326366224974,f17,18.726912,2,0,,18.340610708265903,1.0210626187905505,1.0233285245901638,1.0210626187905505,measured,1.0210626187905505,0.0,0.0,298.8,118.8
n00426,118.39857115301578,6.684789550260763,0.926801600201834,East 37th Street,mid_block,258.5881587701778,40.74807899999999,-73.977786,east_37th_street,360.03475836875333,east_37th_street,-83.01866058459107,-85.05188624151624,east_37th_street_019,0.1270055845379828,0.0369884176986443,0.4683288815952549,0.073198399798166,0.0362099820995216,f17,17.812512,2,0,,20.900624134664618,0.8522478508408348,0.97336131147541,0.8522478508408348,measured,0.8522478508408348,0.0,0.0,298.8,118.8
n00427,118.57264606733357,5.605486327926365,0.9281291690934518,East 37th Street,mid_block,258.5027986067471,40.74799099999999,-73.97758,east_37th_street,379.9829914823433,east_37th_street,-63.07359809274861,-85.16948855679034,east_37th_street_020,4.035382062284043e-06,0.0355133873381715,0.4586145765412034,0.0718708309065482,0.0363574435683766,f17,17.654016,2,0,,21.02450547385561,0.8396875741954128,0.9647003278688524,0.8396875741954128,measured,0.8396875741954128,0.0,0.0,299.2,119.2
n00428,118.6793848540776,4.4103759234679725,0.9043656168586084,East 37th Street,mid_block,258.458324466473,40.747903,-73.977373,east_37th_street,400.0048991703719,east_37th_street,-43.05471374830974,-85.24617075097524,east_37th_street_021,0.0643784683197736,0.0475745371476282,0.4498881492304628,0.0956343831413915,0.0480598459937632,f17,17.393412,2,0,,21.32924054393657,0.8154726355198129,0.9504596721311476,0.8154726355198129,measured,0.8154726355198129,0.0,0.0,299.3,119.3
n00429,118.67921887510587,2.1880272081158814,0.8626671647708223,East 37th Street,mid_block,258.27628383937935,40.747813999999984,-73.977167,east_37th_street,420.0077753716336,east_37th_street,-23.055813061587177,-85.46089973839656,east_37th_street_022,0.2311265005264431,0.0732574729902092,0.4601726631309805,0.1373328352291777,0.0640753622389685,f17,17.330928,2,0,,18.027330758182547,0.9613696133096992,0.9470452459016392,0.9613696133096992,measured,0.9613696133096992,0.0,0.0,299.3,119.3
n00430,118.51669216596,1.976350077554592,0.8275278311466224,East 37th Street,mid_block,258.2318096992112,40.747726,-73.97696,east_37th_street,440.0297248532496,east_37th_street,-3.036928718197373,-85.537581933163,east_37th_street_023,0.1225444654701277,0.071751814724077,0.3442678550063756,0.1724721688533775,0.1007203541293005,f17,21.439632000000003,2,0,,18.057142858080404,1.1873213923434165,1.1715645901639349,1.1873213923434165,measured,1.1873213923434165,0.0,0.0,299.3,119.3
n00431,118.29078534824662,1.5076691179388797,0.7917373276611548,East 37th Street,mid_block,258.1464495356745,40.747638,-73.976754,east_37th_street,459.9780408353871,east_37th_street,16.90813377469416,-85.65518424785557,east_37th_street_024,0.0315748474095016,0.1056251179237044,0.4015474672424528,0.2082626723388452,0.1026375544151407,f17,18.528792,0,0,,,,1.012502295081967,1.170396253235469,radius_mean,,0.0,0.0,299.2,119.2
n00432,116.9465754603682,1.117814897878027,0.8726479949351348,East 37th Street,mid_block,258.3362223416553,40.747552,-73.976546,east_37th_street,479.9667754471784,east_37th_street,36.89316358378338,-85.49669297745555,east_37th_street_025,0.0043097879606648,0.0652893540840245,0.4473790884015903,0.1273520050648652,0.0620626509808406,f17,21.512784,2,0,,18.65047484632689,1.1534711141275216,1.1755619672131148,1.1534711141275216,measured,1.1534711141275216,0.0,0.0,298.5,118.5
n00434,114.43335965812145,0.3394447848556225,0.936108925126609,East 37th Street,mid_block,260.6306295495599,40.747396,-73.976121,east_37th_street,519.8668509892975,east_37th_street,76.66620876908324,-83.25740259405607,east_37th_street_027,0.2281261959578842,0.0375089541973927,0.549567633130679,0.0638910748733909,0.0263821206759982,f17,22.247352,2,0,,17.076433839853163,1.3028101890969117,1.2157022950819671,1.3028101890969117,measured,1.3028101890969117,0.0,0.0,291.6,111.6
n00435,116.78584819649022,0.860699488731535,0.8505117915007364,East 37th Street,mid_block,263.0103969208951,40.747328,-73.975902,east_37th_street,539.8385988745104,east_37th_street,96.4941914625406,-80.9005098953825,east_37th_street_028,0.0827878815471194,0.0762390228533369,0.4337612214382561,0.1494882084992636,0.0732491856459266,f17,37.4142,2,0,,32.7162387043253,1.1435972312750489,2.0444918032786883,1.1435972312750489,measured,1.1435972312750489,0.0,0.0,293.4,113.4
n00436,120.30266301089571,0.5730746066555376,0.8199215161127529,East 37th Street,mid_block,262.9250367573585,40.74724,-73.975696,east_37th_street,559.7870087452206,east_37th_street,116.4392539558147,-81.01811221076522,east_37th_street_029,0.0452346157981082,0.0920980039167508,0.4193345777481209,0.1800784838872471,0.0879804799704962,f17,23.631144000000003,1,0,,,,1.2913193442622952,1.0958293143913087,radius_mean,,0.0,0.0,299.4,119.4
n00437,122.07965043201204,0.5297719799476776,0.7838524535965697,East 37th Street,mid_block,260.07343848753544,40.747131,-73.975508,east_37th_street,579.7462416457853,east_37th_street,136.18612518175408,-83.91193681456403,east_37th_street_030,0.0954488953575491,0.1156705988807321,0.4194758823327896,0.2161475464034302,0.100476947522698,f17,48.118776,2,0,,45.91217281204417,1.0480613975075683,2.62944131147541,1.0480613975075683,measured,1.0480613975075683,0.0,0.0,308.1,128.1
n00438,121.29363292961716,2.048509439492223,0.6968812805053648,East 37th Street,mid_block,258.8317520071147,40.74703399999999,-73.975309,east_37th_street,599.7024890253542,east_37th_street,156.09897845533183,-85.1901200245,east_37th_street_031,0.2074771486222743,0.140551848133373,0.32313395908996,0.3031187194946352,0.1625668713612622,f17,48.118776,2,0,,44.28117471735153,1.0866643964877634,2.62944131147541,1.0866643964877634,measured,1.0866643964877634,0.0,0.0,301.7,121.7
n00439,119.34228963572914,6.082468248238717,0.6846331632598647,East 37th Street,mid_block,258.69059740407647,40.746945,-73.975102,east_37th_street,619.7790237487758,east_37th_street,176.17170099255264,-85.36392889199516,east_37th_street_032,0.1184788161190226,0.144930652531968,0.3146314689329214,0.3153668367401353,0.1704361842081673,f17,48.118776,1,0,,,,2.62944131147541,1.0866643964877634,radius_mean,,0.0,0.0,299.3,119.3
n00440,118.78423594782868,6.467199901289599,0.6666678585874586,East 37th Street,mid_block,258.60523724053985,40.74685699999999,-73.974896,east_37th_street,639.7275231899498,east_37th_street,196.11676348544412,-85.48153120668773,east_37th_street_033,0.0719246324151753,0.1479651752615605,0.2959319377937166,0.3333321414125414,0.1853669661509809,f17,68.426076,1,0,,,,3.739129836065573,1.0866643964877634,series,,0.0,0.0,299.3,119.3
n00441,118.87520117165394,7.368408354906855,0.5754948621666971,East 37th Street,mid_block,258.5607631002657,40.746769,-73.974689,east_37th_street,659.7496987949451,east_37th_street,216.13564782988303,-85.55821340087265,east_37th_street_034,0.0661903530708513,0.1827765773464734,0.2477872982272709,0.4245051378333029,0.2417285604868294,f17,68.426076,1,0,,,,3.739129836065573,0.4073781804521107,series,,0.0,0.0,299.3,119.3
n00442,118.83543316254328,5.07785915107227,0.5533182199788219,East 37th Street,mid_block,258.2411559892063,40.74667899999999,-73.974484,east_37th_street,679.7347412918749,east_37th_street,236.1145648574577,-85.91098918142177,east_37th_street_035,0.0051652891561388,0.1998317087717628,0.2475375767233572,0.4466817800211781,0.2468500712494152,f17,19.927824,0,0,,,,1.088952131147541,0.4073781804521107,radius_mean,,0.0,0.0,299.7,119.7
n00443,118.72833382275152,6.346933811663415,0.6026722663640984,East 37th Street,mid_block,258.0591153634865,40.74658999999999,-73.974278,east_37th_street,699.7379041803163,east_37th_street,256.11346554418026,-86.12571816884312,east_37th_street_036,0.0183710767596494,0.179971033408898,0.2729825818899972,0.3973277336359015,0.2173567002270035,f17,18.550128,2,0,,45.535399022630415,0.4073781804521107,1.0136681967213117,0.4073781804521107,measured,0.4073781804521107,0.0,0.0,299.4,119.4
n00444,118.47476537096244,7.479514881056557,0.5775686029736506,East 37th Street,mid_block,258.1113216853955,40.746503,-73.974071,east_37th_street,719.706211164344,east_37th_street,276.0785116951707,-86.10527369098939,east_37th_street_037,0.003631843952462,0.1791156581525682,0.244895576366053,0.4224313970263493,0.2433157388737811,f17,17.454372,2,0,,45.445738347167705,0.3840706001223501,0.9537908196721312,0.3840706001223501,measured,0.3840706001223501,0.0,0.0,299.0,119.0
n00445,118.31633423411591,6.892791263170178,0.5899872469669949,East 37th Street,mid_block,258.06684754385344,40.746415,-73.973864,east_37th_street,739.7284703615691,east_37th_street,296.0973960385604,-86.1819558857558,east_37th_street_038,0.0281145065964665,0.1756057536048864,0.2526876404563236,0.4100127530330051,0.2344069994281186,f17,17.84604,2,0,,48.62746346054404,0.3669950832306962,0.9751934426229508,0.3669950832306962,measured,0.3669950832306962,0.0,0.0,299.1,119.1
n00453,118.21994155261916,0.0550625641092949,0.952057329200613,East 37th Street,mid_block,258.8822891488132,40.745721,-73.972203,east_37th_street,899.7390099356682,east_37th_street,456.0791981165581,-85.61954611493019,east_37th_street_046,0.0,0.0002992000333103,0.0059415877309412,0.0479426707993869,0.0476434707660766,f18,63.922656,0,1,208.2199415526192,,,3.4930413114754097,2.849514835485121,radius_mean,,1.0,0.0,51.7,231.7
n00455,118.22694468783686,0.0,0.918374463294122,East 38th Street,mid_block,335.1663337741267,40.750325,-73.981224,east_38th_street,919.936446988196,east_38th_street,-457.7387696358711,-7.588754952796961,east_38th_street_001,0.0828867514355806,0.0403855320017685,0.4543803664117401,0.0816255367058779,0.0412400047041093,f19,68.637912,2,0,,19.324263194207592,3.551903185658021,3.750705573770492,3.551903185658021,measured,3.551903185658021,0.0,0.0,299.0,119.0
n00456,118.22694468783686,0.0354545163034776,0.913623560982979,East 38th Street,mid_block,335.080973610696,40.750237,-73.981018,east_38th_street,899.9887346046755,east_38th_street,-437.7937071440286,-7.706357268071059,east_38th_street_002,0.1416398942528758,0.0428975391540891,0.4537371871934044,0.0863764390170209,0.0434788998629317,f19,79.676244,2,0,,18.373178735944084,4.336551945914868,4.353893114754098,4.336551945914868,measured,4.336551945914868,0.0,0.0,299.3,119.3
n00457,118.22694468783683,2.282550554593112,0.9166157982846408,East 38th Street,mid_block,335.1740659538067,40.75015,-73.98081,east_38th_street,879.9473506847353,east_38th_street,-417.7548391414908,-7.644992669709637,east_38th_street_003,0.0592858167365193,0.0404812302495646,0.4449971867262501,0.0833842017153592,0.0429029714657945,f19,21.796248,2,0,,18.32339341906986,1.1895311911665778,1.1910518032786883,1.1895311911665778,measured,1.1895311911665778,0.0,0.0,298.7,118.7
n00458,118.09655259825897,2.699886493340146,0.9460632716751484,East 38th Street,mid_block,335.2262722743418,40.75006299999999,-73.980603,east_38th_street,859.9798801390424,east_38th_street,-397.7897929905005,-7.624548191855922,east_38th_street_004,0.0792508665472268,0.0268044579626301,0.4701566814151904,0.0539367283248515,0.0271322703622213,f19,20.29206,2,0,,18.32356230990608,1.107429857622702,1.108855737704918,1.107429857622702,measured,1.107429857622702,0.0,0.0,298.7,118.7
n00459,118.02897729356664,2.849619864099597,0.9441892451907872,East 38th Street,mid_block,335.41604508032253,40.749977,-73.980395,east_38th_street,839.9917179916845,east_38th_street,-377.8047631817938,-7.466056920765823,east_38th_street_005,0.0268332734704017,0.0294264669467728,0.49782794929193,0.0558107548092128,0.0263842878624399,f19,20.458176,2,0,,19.908017610396605,1.0276350162216097,1.1179331147540983,1.0276350162216097,measured,1.0276350162216097,0.0,0.0,298.7,118.7
n00460,118.02881157520171,3.172199537573521,0.9352221460888126,East 38th Street,mid_block,335.5091374241202,40.74989,-73.980187,east_38th_street,819.9502721024761,east_38th_street,-357.7658951792561,-7.404692322404401,east_38th_street_006,0.0007344395344261,0.0330524866066743,0.4771911323312184,0.0647778539111874,0.031725367304513,f19,20.458176,2,0,,20.85886940271961,0.9807902626463848,1.1179331147540983,0.9807902626463848,measured,0.9807902626463848,0.0,0.0,298.7,118.7
n00461,118.38895414173568,2.3068764155802985,0.8968758621654198,East 38th Street,mid_block,335.698910229414,40.749804,-73.979979,east_38th_street,799.9620686103475,east_38th_street,-337.7808653701669,-7.2462010520043805,east_38th_street_007,0.0190954274730756,0.0518712314603686,0.4511267334154633,0.1031241378345801,0.0512529063742115,f19,26.125932,2,0,,18.31838371401565,1.426213819290765,1.4276465573770492,1.426213819290765,measured,1.426213819290765,0.0,0.0,298.7,118.7
n00462,118.8005074711522,3.1560471646226183,0.7987839861569722,East 38th Street,mid_block,335.751116550636,40.749717,-73.979772,east_38th_street,779.9945160730147,east_38th_street,-317.8158192191765,-7.225756574150665,east_38th_street_008,0.025784074794501,0.0980848112115593,0.3893754527020128,0.2012160138430277,0.1031312026314684,f19,44.266104000000006,2,0,,18.346839680909547,2.412737276276538,2.418912786885246,2.412737276276538,measured,2.412737276276538,0.0,0.0,298.7,118.7
n00463,119.12084636823504,4.565435764503249,0.8171186622104777,East 38th Street,mid_block,335.3348289780804,40.749626,-73.979567,east_38th_street,759.9544179488175,east_38th_street,-297.7830639981533,-7.675659026738415,east_38th_street_009,0.0105545418336987,0.0832712366474168,0.3720580913961777,0.1828813377895223,0.0996101011421055,f19,46.46980800000001,0,0,,,,2.539333770491804,2.216548198328372,radius_mean,,0.0,0.0,300.1,120.1
n00464,119.05351326560007,4.57394440888161,0.8606297100578546,East 38th Street,mid_block,335.015221866915,40.74953599999999,-73.979362,east_38th_street,739.9700321423105,east_38th_street,-277.8041469695296,-8.028434806706045,east_38th_street_010,0.0011056946823373,0.0655222533796718,0.4046084567370333,0.1393702899421454,0.0738480365624735,f19,42.9768,2,0,,21.27186180242665,2.020359120380206,2.3484590163934427,2.020359120380206,measured,2.020359120380206,0.0,0.0,300.2,120.2
n00465,118.65329956430496,4.596592588998024,0.8954366349224304,East 38th Street,mid_block,334.8331812426751,40.749447,-73.979156,east_38th_street,719.9675317097771,east_38th_street,-257.8052462842387,-8.243163794018756,east_38th_street_011,0.0232801198726519,0.0542563190026932,0.4646282727703772,0.1045633650775695,0.0503070460748762,f19,42.9768,2,0,,18.91296744757107,2.272345686584438,2.3484590163934427,2.272345686584438,measured,2.272345686584438,0.0,0.0,299.3,119.3
