node_id,eye_green,hard_barrier,soft_buffer,shelter,rest,building,sky,sidewalk,road,vehicle,person,canopy_green,affordance
n00095,0.0002227991601966677,0.0004595313074722141,0.0,0.00016733282334461914,1.0259212756673813e-05,0.48287213513795496,0.05008762655009962,0.03459615325233246,0.40745488204247526,0.010790294869469254,0.000721132984907981,0.006668470578282977,0.00017759203610129295
n00096,0.0013803113042790644,0.0,0.0,7.726192032917531e-05,0.0,0.4631485560842497,0.04735431009476235,0.03188509810867449,0.419987620560852,0.007135269029919963,0.006772673513114844,0.012725480863180426,7.726192032917531e-05
n00097,0.0013302877468334504,0.0,0.0,0.0,0.00047738298474708573,0.4525455587624431,0.057218731904789245,0.033584440044550475,0.4173544092576504,0.013304220661679998,0.005034357253671688,0.006497400411885502,0.00047738298474708573
n00098,0.0009173660702665203,0.0,0.0,0.0,0.0009600743345133072,0.46688562193836053,0.04090896342934448,0.03522046516542439,0.38641287067744984,0.039793634174215824,0.0016771991197171393,0.015069534754143058,0.0009600743345133072
n00099,0.0004289514081866884,0.0,0.00045519847907752963,0.0,0.0,0.4718859749911161,0.04183542575516724,0.013305531960400803,0.34215711084344863,0.10660127826111178,0.002002866910116515,0.01512623565261518,0.00045519847907752963
n00100,8.164852944469421e-06,0.0,0.0,0.0,0.0,0.4532375516019444,0.05251177836000603,0.024132519693778394,0.33498213238820146,0.11309710018107401,0.0016041073917083682,0.0025371294440268404,0.0
n00101,0.00041902304962724516,0.0008993008424080147,0.0,0.0007262783651552494,0.005732039323564453,0.48000481451594457,0.0405333168910964,0.0267146560586617,0.36991460449465047,0.05210429958749035,0.001548128059835157,0.007538528925317123,0.006458317688719703
n00102,0.0,0.0,0.0,0.0,0.0,0.492162442577546,0.039851459031003886,0.02937150333732776,0.39159105312042575,0.03767713118457938,0.0003829732106544046,0.0025163209328443077,0.0
n00103,0.0,0.0,1.4874423752410383e-06,0.012740651536336677,0.0,0.4619018852718321,0.037962143470871616,0.035001082048428125,0.4024254350239989,0.023866262032038222,0.0001494529221397389,0.022779406104803973,0.012742138978711917
n00104,0.0,0.0,0.0,0.0,0.0,0.4909016385157622,0.03743747400895377,0.029862872273241265,0.41458629286250265,0.01980775777996906,0.0023443784549524033,0.0,0.0
n00105,0.00012136442165269781,0.0,0.0,0.0,0.0,0.4576838675081008,0.05181591577592324,0.03297823827321169,0.411070468165425,0.01675653133570127,0.006075112838952262,0.009735377197236434,0.0
n00106,0.0005561313604884249,0.0,0.0,1.8199023149203088e-05,0.0,0.4852764396662383,0.035001604836345325,0.03364476735939882,0.3399356521347523,0.08509318693589618,0.0007144568778684964,0.013842461045759792,1.8199023149203088e-05
n00107,0.0012901938913928844,0.0,0.0,0.0,0.0,0.46899108923061256,0.038535806214001884,0.025022955853925454,0.3773108291643793,0.06566814903342005,0.0015521649492911019,0.017103034264387456,0.0
n00108,0.0,0.0007578462209763437,0.0,0.0,0.0,0.4684364120979077,0.03751261805164971,0.013018160545188633,0.418216174120498,0.04351131430602683,0.004788682986964802,0.0,0.0
n00109,0.00018433013664270355,0.0019300413566077377,0.0,0.0,0.0,0.43957959875789815,0.06401084700409179,0.024841389402149694,0.4416699770073705,0.008959529091466637,0.0033607442680651965,0.0,0.0
n00110,0.0004942266242847552,0.0,0.0,0.0,0.0,0.4808952202965286,0.03558288611365553,0.03103369166917432,0.4039639129281348,0.03388322562038829,0.0010770836541514918,0.0033033337553905495,0.0
n00111,7.483399410244516e-05,0.0,0.0005665815761072569,0.0,0.0,0.4186471191784219,0.08365679315052804,0.041197802104905624,0.42365265787759204,0.012341067361155462,0.00637773104223105,0.0002363615459664057,0.0005665815761072569
n00112,0.0,0.0,0.0,0.0,0.0,0.4440680748170617,0.06216605140670222,0.023036000811821156,0.4255021359173331,0.023818125730435635,0.011614051893192038,0.0006467424401145268,0.0
