node_id,scaffold_frac
n00675,0.051715439185500145
n00676,0.06783073538099416
n00677,0.015713777858763933
n00678,0.06902722781524062
n00679,0.14053823053836823
n00680,0.07561700791120529
n00681,0.05154796992428601
n00682,0.08387944987043738
n00683,0.1689695194363594
n00684,0.2111029475927353
n00685,0.10791419073939323
n00686,0.09466804511612281
n00687,0.0
n00689,0.06349875486921519
n00690,0.06601481512188911
n00691,0.039068550377123756
n00692,0.05631173960864544
n00693,0.08350416086614132
n00694,0.05159639520570636
n00695,0.01780007050547283
n00696,0.017473204507723494
n00697,0.04366888594813645
n00698,0.0585997998714447
n00699,0.005835162592120469
n00700,0.05877130292356014
n00701,0.00014527374878525734
n00702,0.0673949159681797
n00703,0.08852013973228168
n00704,0.020911349449306726
n00705,0.030277472687885165
n00706,0.06612175330519676
n00707,0.03945796564221382
n00708,0.06082329689525068
n00709,0.03796890971898392
n00710,0.002352627692744136
n00711,9.886686166282743e-05
n00713,0.06622263789176941
n00714,0.09397799335420132
n00715,0.11929800175130367
n00716,0.07768110139295459
n00717,0.12688653264194727
n00718,0.08223301750945211
n00719,0.06072442792356014
n00720,0.12893852684646845
n00721,0.1268058279529214
n00722,0.008446054649539292
n00723,0.0907517092055059
n00724,0.18541976064443588
n00725,0.02803581760963425
n00726,0.11138058104552329
n00727,0.03977877926081419
n00728,0.0026472106110304594
n00729,0.13416434451937675
n00730,0.032234631889878074
n00731,0.0900092008523643
n00732,0.0773401185288094
n00733,0.06450154876802117
n00734,0.0160850332085829
n00735,0.06081320585508365
n00736,0.13899469608440995
n00737,0.06285914685577154
n00738,0.010941938846372068
n00739,0.13239281438291073
n00740,0.05293815990444273
n00741,0.12688048183918
n00742,0.01771936204750091
n00743,0.006246771663427353
n00744,8.676071593072265e-05
n00745,0.07605686411261559
n00746,0.022349963895976543
n00747,0.0014809852000325918
n00748,0.04483712837100029
n00749,0.07181971147656441
n00750,0.06660801637917757
n00751,0.20777375251054764
n00752,0.13384555280208588
n00753,0.09311644360423088
n00754,0.17852933891117573
n00755,0.1327862672824267
n00756,0.09419187158346176
n00760,0.02589101156149809
n00761,0.02463197149336338
n00762,0.05737506283912808
n00763,0.002663352235686034
n00764,0.05846058018505573
n00765,0.054558365140110254
