node_id,osm_name,dob_nearest_m,dob_n_within,dob_shed,dob_any,dob_types
n00492,East 38th Street,11.6,1,True,True,Sidewalk Shed
n00491,East 38th Street,8.4,1,True,True,Sidewalk Shed
n00490,East 38th Street,28.5,1,True,True,Sidewalk Shed
n00489,East 38th Street,48.5,0,False,False,
n00488,East 38th Street,68.4,0,False,False,
n00487,East 38th Street,53.0,0,False,False,
n00486,East 38th Street,33.0,0,False,False,
n00485,East 38th Street,13.0,2,True,True,Sidewalk Shed|Suspended Scaffold
n00484,East 38th Street,7.0,2,True,True,Sidewalk Shed|Suspended Scaffold
n00483,East 38th Street,20.0,15,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00482,East 38th Street,1.9,19,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold
n00481,East 38th Street,5.6,25,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold
n00480,East 38th Street,3.9,23,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold
n00479,East 38th Street,8.7,23,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold
n00478,East 38th Street,21.3,16,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold
n00477,East 38th Street,39.1,0,False,False,
n00476,East 38th Street,30.5,0,False,False,
n00475,East 38th Street,10.5,1,False,True,Supported Scaffold
n00474,East 38th Street,9.5,1,False,True,Supported Scaffold
n00473,East 38th Street,29.5,1,False,True,Supported Scaffold
n00472,East 38th Street,47.9,0,False,False,
n00471,East 38th Street,27.8,1,True,True,Sidewalk Shed
n00470,East 38th Street,8.0,3,True,True,Sidewalk Shed|Supported Scaffold
n00469,East 38th Street,4.8,3,True,True,Sidewalk Shed|Supported Scaffold
n00468,East 38th Street,24.6,2,True,True,Sidewalk Shed|Supported Scaffold
n00467,East 38th Street,25.2,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00466,East 38th Street,5.2,6,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00465,East 38th Street,6.1,6,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00464,East 38th Street,25.5,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00463,East 38th Street,44.3,0,False,False,
n00462,East 38th Street,63.8,0,False,False,
n00461,East 38th Street,81.1,0,False,False,
n00460,East 38th Street,67.9,0,False,False,
n00459,East 38th Street,47.8,0,False,False,
n00458,East 38th Street,27.9,2,True,True,Sidewalk Shed|Supported Scaffold
n00457,East 38th Street,7.9,2,True,True,Sidewalk Shed|Supported Scaffold
n00456,East 38th Street,12.2,12,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00455,East 38th Street,15.7,10,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00548,East 39th Street,102.9,0,False,False,
n00547,East 39th Street,104.9,0,False,False,
n00546,East 39th Street,101.8,0,False,False,
n00545,East 39th Street,90.3,0,False,False,
n00544,East 39th Street,82.3,0,False,False,
n00543,East 39th Street,78.6,0,False,False,
n00542,East 39th Street,79.9,0,False,False,
n00541,East 39th Street,86.0,0,False,False,
n00540,East 39th Street,69.9,0,False,False,
n00539,East 39th Street,50.2,0,False,False,
n00538,East 39th Street,30.9,0,False,False,
n00537,East 39th Street,14.1,3,True,True,Sidewalk Shed|Suspended Scaffold
n00536,East 39th Street,15.4,3,True,True,Sidewalk Shed|Suspended Scaffold
n00535,East 39th Street,32.8,0,False,False,
n00534,East 39th Street,22.1,2,True,True,Sidewalk Shed|Suspended Scaffold
n00533,East 39th Street,2.0,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00532,East 39th Street,6.1,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00531,East 39th Street,26.1,3,True,True,Sidewalk Shed|Supported Scaffold
n00530,East 39th Street,44.3,0,False,False,
n00529,East 39th Street,24.3,1,False,True,Suspended Scaffold
n00528,East 39th Street,4.5,1,False,True,Suspended Scaffold
n00527,East 39th Street,15.8,3,False,True,Construction Fence|Suspended Scaffold
n00526,East 39th Street,12.8,2,False,True,Construction Fence|Suspended Scaffold
n00525,East 39th Street,17.0,2,False,True,Construction Fence|Suspended Scaffold
n00524,East 39th Street,34.6,0,False,False,
n00523,East 39th Street,53.8,0,False,False,
n00522,East 39th Street,38.3,0,False,False,
n00521,East 39th Street,18.4,2,False,True,Suspended Scaffold
n00520,East 39th Street,1.7,2,False,True,Suspended Scaffold
n00519,East 39th Street,21.6,2,False,True,Suspended Scaffold
n00518,East 39th Street,41.6,0,False,False,
n00517,East 39th Street,61.6,0,False,False,
n00516,East 39th Street,75.6,0,False,False,
n00515,East 39th Street,78.8,0,False,False,
n00514,East 39th Street,76.4,0,False,False,
n00513,East 39th Street,56.6,0,False,False,
n00512,East 39th Street,37.4,0,False,False,
n00511,East 39th Street,19.9,11,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00510,East 39th Street,13.9,11,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00509,East 39th Street,28.1,11,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00508,East 39th Street,46.7,0,False,False,
n00507,East 39th Street,32.9,0,False,False,
n00506,East 39th Street,13.0,1,False,True,Suspended Scaffold
n00505,East 39th Street,7.2,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00504,East 39th Street,11.4,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00503,East 39th Street,19.0,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00502,East 39th Street,36.5,0,False,False,
n00594,East 40th Street,32.5,0,False,False,
n00593,East 40th Street,48.1,0,False,False,
n00592,East 40th Street,66.2,0,False,False,
n00591,East 40th Street,85.0,0,False,False,
n00590,East 40th Street,94.8,0,False,False,
n00589,East 40th Street,84.4,0,False,False,
n00588,East 40th Street,78.0,0,False,False,
n00587,East 40th Street,76.4,0,False,False,
n00586,East 40th Street,77.2,0,False,False,
n00585,East 40th Street,73.4,0,False,False,
n00584,East 40th Street,68.2,0,False,False,
n00583,East 40th Street,60.6,0,False,False,
n00582,East 40th Street,40.5,0,False,False,
n00581,East 40th Street,20.6,2,True,True,Sidewalk Shed|Suspended Scaffold
n00580,East 40th Street,0.7,2,True,True,Sidewalk Shed|Suspended Scaffold
n00579,East 40th Street,19.4,2,True,True,Sidewalk Shed|Suspended Scaffold
n00578,East 40th Street,39.5,0,False,False,
n00577,East 40th Street,59.5,0,False,False,
n00576,East 40th Street,79.4,0,False,False,
n00575,East 40th Street,69.1,0,False,False,
n00574,East 40th Street,58.8,0,False,False,
n00573,East 40th Street,54.1,0,False,False,
n00572,East 40th Street,56.5,0,False,False,
n00571,East 40th Street,65.3,0,False,False,
n00570,East 40th Street,75.4,0,False,False,
n00569,East 40th Street,55.4,0,False,False,
n00568,East 40th Street,35.4,0,False,False,
n00567,East 40th Street,15.4,12,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00566,East 40th Street,4.6,17,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00565,East 40th Street,16.4,17,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00564,East 40th Street,15.1,6,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00563,East 40th Street,5.4,1,False,True,Construction Fence
n00562,East 40th Street,25.2,1,False,True,Construction Fence
n00561,East 40th Street,27.4,1,True,True,Sidewalk Shed
n00560,East 40th Street,7.7,1,True,True,Sidewalk Shed
n00559,East 40th Street,13.0,1,True,True,Sidewalk Shed
n00558,East 40th Street,24.0,1,False,True,Suspended Scaffold
n00557,East 40th Street,18.2,1,False,True,Suspended Scaffold
n00556,East 40th Street,29.6,1,False,True,Suspended Scaffold
n00555,East 40th Street,47.3,0,False,False,
n00554,East 40th Street,66.3,0,False,False,
n00553,East 40th Street,81.6,0,False,False,
n00552,East 40th Street,67.1,0,False,False,
n00551,East 40th Street,53.8,0,False,False,
n00550,East 40th Street,45.5,0,False,False,
n00549,East 40th Street,38.4,0,False,False,
n00640,East 41st Street,58.2,0,False,False,
n00639,East 41st Street,68.0,0,False,False,
n00638,East 41st Street,82.1,0,False,False,
n00637,East 41st Street,75.0,0,False,False,
n00636,East 41st Street,55.0,0,False,False,
n00635,East 41st Street,35.0,0,False,False,
n00634,East 41st Street,15.0,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00633,East 41st Street,5.2,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00632,East 41st Street,13.3,11,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00631,East 41st Street,4.1,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00630,East 41st Street,23.9,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00629,East 41st Street,43.9,0,False,False,
n00628,East 41st Street,63.8,0,False,False,
n00627,East 41st Street,80.5,0,False,False,
n00626,East 41st Street,78.1,0,False,False,
n00625,East 41st Street,80.6,0,False,False,
n00624,East 41st Street,83.8,0,False,False,
n00623,East 41st Street,82.7,0,False,False,
n00622,East 41st Street,63.0,0,False,False,
n00621,East 41st Street,43.6,0,False,False,
n00620,East 41st Street,25.0,1,False,True,Suspended Scaffold
n00619,East 41st Street,12.1,3,True,True,Sidewalk Shed|Suspended Scaffold
n00618,East 41st Street,21.7,1,False,True,Suspended Scaffold
n00617,East 41st Street,39.9,0,False,False,
n00616,East 41st Street,59.3,0,False,False,
n00615,East 41st Street,79.1,0,False,False,
n00614,East 41st Street,67.8,0,False,False,
n00613,East 41st Street,51.7,0,False,False,
n00612,East 41st Street,39.2,0,False,False,
n00611,East 41st Street,34.4,0,False,False,
n00610,East 41st Street,40.5,0,False,False,
n00609,East 41st Street,53.9,0,False,False,
n00608,East 41st Street,70.6,0,False,False,
n00607,East 41st Street,72.5,0,False,False,
n00606,East 41st Street,52.8,0,False,False,
n00605,East 41st Street,33.1,0,False,False,
n00604,East 41st Street,14.1,2,False,True,Suspended Scaffold
n00603,East 41st Street,10.0,2,False,True,Suspended Scaffold
n00602,East 41st Street,28.4,2,False,True,Suspended Scaffold
n00601,East 41st Street,48.1,0,False,False,
n00600,East 41st Street,62.3,0,False,False,
n00599,East 41st Street,42.7,0,False,False,
n00598,East 41st Street,23.8,2,True,True,Sidewalk Shed|Supported Scaffold
n00597,East 41st Street,10.5,2,True,True,Sidewalk Shed|Supported Scaffold
n00596,East 41st Street,20.1,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00595,East 41st Street,20.7,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00641,East 42nd Street,13.1,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00642,East 42nd Street,32.5,0,False,False,
n00643,East 42nd Street,12.6,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00644,East 42nd Street,7.5,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00645,East 42nd Street,27.5,4,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00646,East 42nd Street,47.5,0,False,False,
n00647,East 42nd Street,67.5,0,False,False,
n00648,East 42nd Street,81.1,0,False,False,
n00649,East 42nd Street,76.8,0,False,False,
n00650,East 42nd Street,77.6,0,False,False,
n00651,East 42nd Street,83.3,0,False,False,
n00652,East 42nd Street,64.3,0,False,False,
n00653,East 42nd Street,44.4,0,False,False,
n00654,East 42nd Street,24.4,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00655,East 42nd Street,4.4,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00656,East 42nd Street,15.6,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00657,East 42nd Street,25.6,1,False,True,Suspended Scaffold
n00658,East 42nd Street,5.5,1,False,True,Suspended Scaffold
n00659,East 42nd Street,14.4,1,False,True,Suspended Scaffold
n00660,East 42nd Street,34.4,0,False,False,
n00661,East 42nd Street,54.4,0,False,False,
n00662,East 42nd Street,71.3,0,False,False,
n00663,East 42nd Street,51.3,0,False,False,
n00664,East 42nd Street,31.3,0,False,False,
n00665,East 42nd Street,11.3,6,True,True,Construction Fence|Sidewalk Shed|Suspended Scaffold
n00666,East 42nd Street,7.7,6,True,True,Construction Fence|Sidewalk Shed|Suspended Scaffold
n00667,East 42nd Street,12.5,6,True,True,Construction Fence|Sidewalk Shed|Suspended Scaffold
n00668,East 42nd Street,32.5,0,False,False,
n00669,East 42nd Street,28.4,10,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00670,East 42nd Street,8.5,15,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00671,East 42nd Street,0.8,15,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00672,East 42nd Street,20.8,5,True,True,Construction Fence|Sidewalk Shed|Suspended Scaffold
n00673,East 42nd Street,40.8,0,False,False,
n00674,East 42nd Street,60.8,0,False,False,
n00675,East 42nd Street,53.6,0,False,False,
n00676,East 42nd Street,40.9,0,False,False,
n00677,East 42nd Street,21.0,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00678,East 42nd Street,1.7,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00679,East 42nd Street,19.2,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00680,East 42nd Street,39.1,0,False,False,
n00681,East 42nd Street,59.1,0,False,False,
n00682,East 42nd Street,54.6,0,False,False,
n00683,East 42nd Street,38.9,0,False,False,
n00684,East 42nd Street,29.1,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00685,East 42nd Street,31.4,0,False,False,
n00686,East 42nd Street,43.8,0,False,False,
n00687,East 42nd Street,60.7,0,False,False,
n00688,East 42nd Street,79.3,0,False,False,
n00722,Lexington Avenue,28.8,1,False,True,Suspended Scaffold
n00721,Lexington Avenue,23.6,1,False,True,Suspended Scaffold
n00720,Lexington Avenue,32.9,0,False,False,
n00719,Lexington Avenue,49.2,0,False,False,
n00718,Lexington Avenue,54.5,0,False,False,
n00717,Lexington Avenue,34.5,0,False,False,
n00716,Lexington Avenue,14.4,2,True,True,Sidewalk Shed|Supported Scaffold
n00715,Lexington Avenue,5.6,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00714,Lexington Avenue,1.8,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00713,Lexington Avenue,18.3,17,True,True,Construction Fence|Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00712,Lexington Avenue,32.7,0,False,False,
n00711,Lexington Avenue,48.4,0,False,False,
n00710,Lexington Avenue,45.4,0,False,False,
n00709,Lexington Avenue,42.6,0,False,False,
n00708,Lexington Avenue,48.6,0,False,False,
n00707,Lexington Avenue,45.3,0,False,False,
n00706,Lexington Avenue,32.6,0,False,False,
n00705,Lexington Avenue,29.4,1,True,True,Sidewalk Shed
n00704,Lexington Avenue,38.3,0,False,False,
n00703,Lexington Avenue,53.5,0,False,False,
n00702,Lexington Avenue,50.1,0,False,False,
n00701,Lexington Avenue,47.7,0,False,False,
n00700,Lexington Avenue,54.1,0,False,False,
n00699,Lexington Avenue,66.1,0,False,False,
n00698,Lexington Avenue,81.4,0,False,False,
n00697,Lexington Avenue,77.1,0,False,False,
n00696,Lexington Avenue,58.6,0,False,False,
n00695,Lexington Avenue,41.8,0,False,False,
n00694,Lexington Avenue,29.2,1,False,True,Supported Scaffold
n00693,Lexington Avenue,27.5,1,False,True,Supported Scaffold
n00692,Lexington Avenue,38.5,0,False,False,
n00691,Lexington Avenue,54.7,0,False,False,
n00690,Lexington Avenue,50.9,0,False,False,
n00689,Lexington Avenue,30.9,0,False,False,
n00756,Madison Avenue,25.8,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00755,Madison Avenue,24.0,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00754,Madison Avenue,36.0,0,False,False,
n00753,Madison Avenue,37.9,0,False,False,
n00752,Madison Avenue,29.2,2,True,True,Sidewalk Shed|Supported Scaffold
n00751,Madison Avenue,13.1,6,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00750,Madison Avenue,7.1,6,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00749,Madison Avenue,12.4,6,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00748,Madison Avenue,32.4,0,False,False,
n00747,Madison Avenue,36.9,0,False,False,
n00746,Madison Avenue,16.9,3,True,True,Sidewalk Shed|Supported Scaffold
n00745,Madison Avenue,3.4,3,True,True,Sidewalk Shed|Supported Scaffold
n00744,Madison Avenue,23.1,6,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00743,Madison Avenue,34.2,0,False,False,
n00742,Madison Avenue,32.5,0,False,False,
n00741,Madison Avenue,12.5,5,True,True,Sidewalk Shed
n00740,Madison Avenue,1.2,7,True,True,Sidewalk Shed|Supported Scaffold
n00739,Madison Avenue,10.9,14,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00738,Madison Avenue,6.1,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00737,Madison Avenue,14.0,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00736,Madison Avenue,24.7,2,True,True,Sidewalk Shed|Supported Scaffold
n00735,Madison Avenue,33.5,0,False,False,
n00734,Madison Avenue,47.2,0,False,False,
n00733,Madison Avenue,41.8,0,False,False,
n00732,Madison Avenue,32.8,0,False,False,
n00731,Madison Avenue,15.1,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00730,Madison Avenue,5.1,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00729,Madison Avenue,1.9,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00728,Madison Avenue,21.4,7,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00727,Madison Avenue,29.2,3,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
n00726,Madison Avenue,37.9,0,False,False,
n00725,Madison Avenue,17.9,4,True,True,Sidewalk Shed|Suspended Scaffold
n00724,Madison Avenue,2.5,4,True,True,Sidewalk Shed|Suspended Scaffold
n00723,Madison Avenue,11.8,7,True,True,Sidewalk Shed|Suspended Scaffold
n00757,Tudor City Place,61.6,0,False,False,
n00758,Tudor City Place,61.2,0,False,False,
n00759,Tudor City Place,67.1,0,False,False,
n00760,Tudor City Place,77.5,0,False,False,
n00765,Tudor City Place,91.0,0,False,False,
n00763,Tudor City Place,76.0,0,False,False,
n00762,Tudor City Place,56.0,0,False,False,
n00761,Tudor City Place,36.0,0,False,False,
n00764,Tudor City Place,16.1,5,True,True,Sidewalk Shed|Supported Scaffold|Suspended Scaffold
