node_id,osm_name,chain,chain_pos_m,lat,lon,typology,northing_m,easting_m,in_study,in_cleaned,cleaned_street,cleaned_direction,cleaned_id,street_segment,cross_dist,along_dist,mapping_id,is_tunnel,is_bridge,osm_heading_fwd,osm_heading_rev,usable,exclude_reason
n00156,Park Avenue,Park_Ave_Tunnel_Segment#3,19.951282482762743,40.74727899999999,-73.981216,avenue_canyon,41.00473339613888,164.25503975124167,False,False,,,,Park_Ave_Tunnel_Segment,-293.157057164433,-303.1092377644944,Park_Ave_Tunnel_Segment_005,1.0,0.0,29.1,209.1,True,
n00158,Park Avenue,Park_Ave_Tunnel_Segment#3,39.999609222003,40.74743699999999,-73.981101,avenue_canyon,60.98213898893266,164.27012325779816,False,False,,,,Park_Ave_Tunnel_Segment,-293.1739788007434,-283.0574096731503,Park_Ave_Tunnel_Segment_007,1.0,0.0,29.1,209.1,True,
n00160,Park Avenue,Park_Ave_Tunnel_Segment#3,59.99209502789661,40.74759399999999,-73.980985,avenue_canyon,80.90375014016405,164.41255795498415,False,False,,,,Park_Ave_Tunnel_Segment,-293.06324039310687,-263.0617881339185,Park_Ave_Tunnel_Segment_009,1.0,0.0,29.1,209.1,True,
n00162,Park Avenue,Park_Ave_Tunnel_Segment#3,80.04040123155202,40.747752,-73.98087,avenue_canyon,100.88115573433176,164.42764146077906,False,False,,,,Park_Ave_Tunnel_Segment,-293.0801620294171,-243.0099600425744,Park_Ave_Tunnel_Segment_011,1.0,0.0,29.1,209.1,True,
n00164,Park Avenue,Park_Ave_Tunnel_Segment#3,99.99164240108438,40.747909,-73.980755,avenue_canyon,120.76188086436142,164.496315821574,False,False,,,,Park_Ave_Tunnel_Segment,-293.043245473328,-223.0552586238504,Park_Ave_Tunnel_Segment_013,1.0,0.0,29.1,209.1,True,
n00166,Park Avenue,Park_Ave_Tunnel_Segment#3,120.03992806454224,40.74806699999999,-73.98064,avenue_canyon,140.73928645578127,164.51139932889205,False,False,,,,Park_Ave_Tunnel_Segment,-293.06016710963826,-203.00343053250617,Park_Ave_Tunnel_Segment_015,1.0,0.0,29.1,209.1,True,
n00168,Park Avenue,Park_Ave_Tunnel_Segment#3,139.991148575421,40.748224,-73.980525,avenue_canyon,160.62001158718485,164.58007368892544,False,False,,,,Park_Ave_Tunnel_Segment,-293.02325055354913,-183.0487291137821,Park_Ave_Tunnel_Segment_017,1.0,0.0,29.1,209.1,True,
n00170,Park Avenue,Park_Ave_Tunnel_Segment#3,160.03941369818918,40.748382,-73.98041,avenue_canyon,180.5974171793976,164.59515719443374,False,False,,,,Park_Ave_Tunnel_Segment,-293.0401721909085,-162.99690102301952,Park_Ave_Tunnel_Segment_019,1.0,0.0,29.1,209.1,True,
n00171,Park Avenue,Park_Ave_Tunnel_Segment#3,179.99061355207994,40.748539,-73.980295,avenue_canyon,200.4781423100083,164.66383155627693,False,False,,,,Park_Ave_Tunnel_Segment,-293.0032556337702,-143.04219960371393,Park_Ave_Tunnel_Segment_020,1.0,0.0,29.1,209.1,True,
n00172,Park Avenue,Park_Ave_Tunnel_Segment#3,200.03885813471496,40.74869699999999,-73.98018,avenue_canyon,220.4555479015341,164.67891506216597,False,False,,,,Park_Ave_Tunnel_Segment,-293.0201772711296,-122.9903715129513,Park_Ave_Tunnel_Segment_021,1.0,0.0,29.1,209.1,True,
n00173,Park Avenue,Park_Ave_Tunnel_Segment#3,219.9900373313287,40.74885400000001,-73.980065,avenue_canyon,240.33627303351875,164.74758942324763,False,False,,,,Park_Ave_Tunnel_Segment,-292.9832607139914,-103.03567009364576,Park_Ave_Tunnel_Segment_022,1.0,0.0,29.1,209.1,True,
n00174,Park Avenue,Park_Ave_Tunnel_Segment#3,240.03826137339365,40.749012,-73.97995000000002,avenue_canyon,260.3136786244635,164.76267292808848,False,False,,,,Park_Ave_Tunnel_Segment,-293.0001823513508,-82.98384200288311,Park_Ave_Tunnel_Segment_023,1.0,0.0,29.1,209.1,True,
n00176,Park Avenue,Park_Ave_Tunnel_Segment#3,259.9894199111497,40.749169,-73.979835,avenue_canyon,280.1944037549683,164.83134729136066,False,False,,,,Park_Ave_Tunnel_Segment,-292.96326579421253,-63.02914058357756,Park_Ave_Tunnel_Segment_025,1.0,0.0,29.1,209.1,True,
n00178,Park Avenue,Park_Ave_Tunnel_Segment#3,280.0376234152828,40.749327000000015,-73.97972,avenue_canyon,300.1718093492419,164.84643079572652,False,False,,,,Park_Ave_Tunnel_Segment,-292.9801874315719,-42.9773124928149,Park_Ave_Tunnel_Segment_027,1.0,0.0,29.1,209.1,True,
n00180,Park Avenue,Park_Ave_Tunnel_Segment#3,300.02998322046744,40.749484,-73.979604,avenue_canyon,320.0934205003673,164.9888654943415,False,False,,,,Park_Ave_Tunnel_Segment,-292.8694490228864,-22.981690953001703,Park_Ave_Tunnel_Segment_029,1.0,0.0,29.1,209.1,True,
n00182,Park Avenue,Park_Ave_Tunnel_Segment#3,319.9811108068509,40.749641,-73.979489,avenue_canyon,339.97414562971005,165.0575398555173,False,False,,,,Park_Ave_Tunnel_Segment,-292.83253246641465,-3.026989534967754,Park_Ave_Tunnel_Segment_031,1.0,0.0,29.1,209.1,True,
n00184,Park Avenue,Park_Ave_Tunnel_Segment#3,340.0292835393899,40.749799,-73.979374,avenue_canyon,359.95155122260974,165.07262336064474,False,False,,,,Park_Ave_Tunnel_Segment,-292.84945410415656,17.024838556485022,Park_Ave_Tunnel_Segment_033,1.0,0.0,29.1,209.1,True,
n00186,Park Avenue,Park_Ave_Tunnel_Segment#3,359.9803904705416,40.749956000000005,-73.979259,avenue_canyon,379.8322763532205,165.14129772248793,False,False,,,,Park_Ave_Tunnel_Segment,-292.8125375466358,36.97953997510042,Park_Ave_Tunnel_Segment_035,1.0,0.0,29.1,209.1,True,
n00188,Park Avenue,Park_Ave_Tunnel_Segment#3,380.0285426622594,40.750114,-73.979144,avenue_canyon,399.8096819454332,165.15638122799623,False,False,,,,Park_Ave_Tunnel_Segment,-292.8294591843777,57.0313680665532,Park_Ave_Tunnel_Segment_037,1.0,0.0,29.1,209.1,True,
n00190,Park Avenue,Park_Ave_Tunnel_Segment#3,399.97962893548953,40.750271,-73.979029,avenue_canyon,419.6904070753569,165.22505559022017,False,False,,,,Park_Ave_Tunnel_Segment,-292.79254262685697,76.98606948516863,Park_Ave_Tunnel_Segment_039,1.0,0.0,29.1,209.1,True,
n00192,Park Avenue,Park_Ave_Tunnel_Segment#3,420.001104168183,40.75042699999999,-73.97891000000001,avenue_canyon,439.6379958293842,165.64236215110418,False,False,,,,Park_Ave_Tunnel_Segment,-292.4065004700809,97.00732471446628,Park_Ave_Tunnel_Segment_041,0.0,0.0,30.7,210.7,True,
n00194,Park Avenue,Park_Ave_Tunnel_Segment#3,440.012287667431,40.750582,-73.978789,avenue_canyon,459.5706761675416,166.26078024063014,False,False,,,,Park_Ave_Tunnel_Segment,-291.8189764163792,117.0132935120506,Park_Ave_Tunnel_Segment_043,0.0,0.0,31.0,211.0,True,
n00196,Park Avenue,Park_Ave_Tunnel_Segment#3,460.0234598811093,40.750737,-73.978668,avenue_canyon,479.50335650569895,166.8791983301561,False,False,,,,Park_Ave_Tunnel_Segment,-291.23145236162844,137.01926231021645,Park_Ave_Tunnel_Segment_045,0.0,0.0,31.0,211.0,True,
n00152,Park Avenue,Park_Ave_Tunnel_Segment#4,0.0,40.746964,-73.981446,avenue_canyon,1.146602674002395,164.17128188350944,False,False,,,,Park_Ave_Tunnel_Segment,-293.17705208421194,-343.11576727456264,Park_Ave_Tunnel_Segment_001,1.0,0.0,29.1,209.1,True,
n00209,Park Avenue,Park_Ave_West,0.0,40.747059,-73.981501,avenue_canyon,8.082515395648329,155.0233321283299,False,True,Park_Ave_West,Northbound,Park_Ave_West_001,Park_Ave_West,-302.3518823193697,-336.13934004058626,Park_Ave_West_001,0.0,0.0,28.7,208.7,True,
n00210,Park Avenue,Park_Ave_West,19.967108336585365,40.747217000000006,-73.981388,avenue_canyon,27.978148944770737,154.89089496143703,False,True,Park_Ave_West,Northbound,Park_Ave_West_002,Park_Ave_West,-302.51644765982365,-316.16935219083894,Park_Ave_West_002,0.0,0.0,29.8,209.8,True,
n00211,Park Avenue,Park_Ave_West,40.00110356555897,40.747374,-73.981271,avenue_canyon,47.94064611789071,155.1070899946331,False,True,Park_Ave_West,Northbound,Park_Ave_West_003,Park_Ave_West,-302.33188740063986,-296.13281053109955,Park_Ave_West_003,0.0,0.0,29.8,209.8,True,
n00212,Park Avenue,Park_Ave_West,60.03508816271917,40.747531,-73.981154,avenue_canyon,67.90314329159173,155.32328502887748,False,True,Park_Ave_West,Northbound,Park_Ave_West_004,Park_Ave_West,-302.147327140407,-276.09626887077866,Park_Ave_West_004,0.0,0.0,29.7,209.7,True,
n00213,Park Avenue,Park_Ave_West,79.97255585600632,40.74768699999999,-73.981037,avenue_canyon,87.76896000242272,155.5930709187893,False,True,Park_Ave_West,Northbound,Park_Ave_West_005,Park_Ave_West,-301.9089286863432,-256.1568538831865,Park_Ave_West_005,0.0,0.0,28.9,208.9,True,
n00214,Park Avenue,Park_Ave_West,100.0208555651812,40.747845,-73.980922,avenue_canyon,107.74636559600938,155.60815442353606,False,True,Park_Ave_West,Northbound,Park_Ave_West_006,Park_Ave_West,-301.92585032370243,-236.1050257924238,Park_Ave_West_006,0.0,0.0,298.7,118.7,True,
n00215,Park Avenue,Park_Ave_West,120.01331374404296,40.74800199999999,-73.980806,avenue_canyon,127.66797674782174,155.7505891217702,False,True,Park_Ave_West,Northbound,Park_Ave_West_007,Park_Ave_West,-301.8151119150169,-216.1094042526105,Park_Ave_West_007,0.0,0.0,29.4,209.4,True,
n00216,Park Avenue,Park_Ave_West,140.00576146260747,40.748159,-73.98069,avenue_canyon,147.5895879010081,155.8930238192428,False,True,Park_Ave_West,Northbound,Park_Ave_West_008,Park_Ave_West,-301.70437350633136,-196.11378271279733,Park_Ave_West_008,0.0,0.0,29.3,209.3,True,
n00217,Park Avenue,Park_Ave_West,159.99819871684576,40.748316,-73.980574,avenue_canyon,167.51119905223942,156.03545851642878,False,True,Park_Ave_West,Northbound,Park_Ave_West_009,Park_Ave_West,-301.5936350986949,-176.11816117356562,Park_Ave_West_009,0.0,0.0,29.3,209.3,True,
n00218,Park Avenue,Park_Ave_West,179.94940248553482,40.748473,-73.980459,avenue_canyon,187.3919241828501,156.1041328782719,False,True,Park_Ave_West,Northbound,Park_Ave_West_010,Park_Ave_West,-301.5567185411741,-156.1634597549502,Park_Ave_West_010,0.0,0.0,28.9,208.9,True,
n00219,Park Avenue,Park_Ave_West,199.99765095638728,40.748631,-73.980344,avenue_canyon,207.36932977506288,156.1192163837802,False,True,Park_Ave_West,Northbound,Park_Ave_West_011,Park_Ave_West,-301.57364017891604,-136.1116316634974,Park_Ave_West_011,0.0,0.0,28.9,208.9,True,
n00220,Park Avenue,Park_Ave_West,220.04588912464445,40.748789,-73.980229,avenue_canyon,227.3467353685436,156.1342998899559,False,True,Park_Ave_West,Northbound,Park_Ave_West_012,Park_Ave_West,-301.5905618152263,-116.05980357215324,Park_Ave_West_012,0.0,0.0,29.0,209.0,True,
n00221,Park Avenue,Park_Ave_West,239.9561120230345,40.748946,-73.980115,avenue_canyon,247.1865744759977,156.1292139151215,False,True,Park_Ave_West,Northbound,Park_Ave_West_013,Park_Ave_West,-301.62746711030195,-96.14602227462704,Park_Ave_West_013,0.0,0.0,29.6,209.6,True,
n00222,Park Avenue,Park_Ave_West,259.9484968106699,40.74910299999999,-73.979999,avenue_canyon,267.10818562722903,156.27164861230744,False,True,Park_Ave_West,Northbound,Park_Ave_West_014,Park_Ave_West,-301.51672870266555,-76.15040073539532,Park_Ave_West_014,0.0,0.0,29.2,209.2,True,
n00223,Park Avenue,Park_Ave_West,280.03772721547733,40.74926099999998,-73.979883,avenue_canyon,287.1264772412245,156.36049245525487,False,True,Park_Ave_West,Northbound,Park_Ave_West_015,Park_Ave_West,-301.4598284874284,-56.05765252354344,Park_Ave_West_015,0.0,0.0,29.2,209.2,True,
n00224,Park Avenue,Park_Ave_West,299.98886901488765,40.74941799999999,-73.979768,avenue_canyon,307.0072023719412,156.4291668156691,False,True,Park_Ave_West,Northbound,Park_Ave_West_016,Park_Ave_West,-301.4229119313393,-36.10295110481944,Park_Ave_West_016,0.0,0.0,28.9,208.9,True,
n00225,Park Avenue,Park_Ave_West,319.9400005180541,40.74957500000001,-73.979653,avenue_canyon,326.88792750392577,156.49784117675068,False,True,Park_Ave_West,Northbound,Park_Ave_West_017,Park_Ave_West,-301.3859953742011,-16.14824968551389,Park_Ave_West_017,0.0,0.0,29.2,209.2,True,
n00226,Park Avenue,Park_Ave_West,339.98817713695803,40.74973299999999,-73.979538,avenue_canyon,346.8653330947646,156.51292468302057,False,True,Park_Ave_West,Northbound,Park_Ave_West_018,Park_Ave_West,-301.4029170115604,3.90357840524878,Park_Ave_West_018,0.0,0.0,28.9,208.9,True,
n00227,Park Avenue,Park_Ave_West,359.99559327272374,40.74989099999999,-73.979424,avenue_canyon,366.80185266566974,156.4542478535668,False,True,Park_Ave_West,Northbound,Park_Ave_West_019,Park_Ave_West,-301.493660499418,23.91448637608524,Park_Ave_West_019,0.0,0.0,28.9,208.9,True,
n00228,Park Avenue,Park_Ave_West,380.0029992699752,40.750049,-73.97931,avenue_canyon,386.7383722373677,156.3955710223034,False,True,Park_Ave_West,Northbound,Park_Ave_West_020,Park_Ave_West,-301.5844039883247,43.92539434634021,Park_Ave_West_020,0.0,0.0,28.5,208.5,True,
n00229,Park Avenue,Park_Ave_West,400.0103951305212,40.750207,-73.979196,avenue_canyon,406.67489180700494,156.33689419218223,False,True,Park_Ave_West,Northbound,Park_Ave_West_021,Park_Ave_West,-301.6751474776139,63.936302317285296,Park_Ave_West_021,0.0,0.0,28.2,208.2,True,
n00230,Park Avenue,Park_Ave_West,419.9951660054415,40.75036600000001,-73.979085,avenue_canyon,426.5854337752201,156.00334549760146,False,True,Park_Ave_West,Northbound,Park_Ave_West_022,Park_Ave_West,-302.0411947146111,83.92157659805582,Park_Ave_West_022,0.0,0.0,28.8,208.8,True,
n00231,Park Avenue,Park_Ave_West,440.002541514436,40.750524,-73.978971,avenue_canyon,446.5219533448573,155.94466866748036,False,True,Park_Ave_West,Northbound,Park_Ave_West_023,Park_Ave_West,-302.13193820351773,103.93248456831076,Park_Ave_West_023,0.0,0.0,28.8,208.8,True,
n00232,Park Avenue,Park_Ave_West,459.9694313733857,40.750682,-73.978858,avenue_canyon,466.4175868932928,155.8122315009682,False,True,Park_Ave_West,Northbound,Park_Ave_West_024,Park_Ave_West,-302.29650354397177,123.90247241805804,Park_Ave_West_024,0.0,0.0,41.0,221.0,True,
n00233,Park Avenue,Park_Ave_West,479.7899999704112,40.750835,-73.978737,avenue_canyon,486.1569063057101,156.53783130182916,False,True,Park_Ave_West,Northbound,Park_Ave_West_025,Park_Ave_West,-301.601303102324,143.71418787214668,Park_Ave_West_025,0.0,0.0,27.0,207.0,True,
n00234,Park Avenue,Park_Ave_West,499.8242521493601,40.75093999999999,-73.978544,avenue_canyon,504.1993571046152,165.14653636823795,False,False,,,,Park_Ave_West,-293.0066960442664,161.81007173949104,Park_Ave_West_026,0.0,0.0,29.4,209.4,True,
n00235,Park Avenue,Park_Ave_West,512.6761516294945,40.751042,-73.978616,avenue_canyon,511.1169706891725,154.36952490854304,False,True,Park_Ave_West,Northbound,Park_Ave_West_026,Park_Ave_West,-303.8133651148295,168.77074362816126,Park_Ave_West_027,0.0,0.0,29.3,209.3,True,
n00236,Park Avenue,Park_Ave_West,529.6819586658476,40.75109699999999,-73.978428,avenue_canyon,524.1209682564275,165.28897106647213,False,False,,,,Park_Ave_West,-292.8959576355808,181.80569327930425,Park_Ave_West_028,0.0,0.0,29.4,209.4,True,
n00237,Park Avenue,Park_Ave_West,542.5338519162741,40.75119899999999,-73.9785,avenue_canyon,531.038581840985,154.51195960677717,False,True,Park_Ave_West,Northbound,Park_Ave_West_027,Park_Ave_West,-303.702626706144,188.76636516797447,Park_Ave_West_029,0.0,0.0,29.3,209.3,True,
n00238,Park Avenue,Park_Ave_West,559.5396245156371,40.751254,-73.978312,avenue_canyon,544.0425794097197,165.43140576251568,False,False,,,,Park_Ave_West,-292.7852192279444,201.801314818536,Park_Ave_West_030,0.0,0.0,219.0,39.0,True,
n00239,Park Avenue,Park_Ave_West,572.4316565100105,40.751356,-73.978385,avenue_canyon,550.9193069717015,154.58063396719143,False,True,Park_Ave_West,Northbound,Park_Ave_West_028,Park_Ave_West,-303.66571015005485,208.7210665866985,Park_Ave_West_031,0.0,0.0,29.3,209.3,True,
n00240,Park Avenue,Park_Ave_West,589.4373946704682,40.751411,-73.978197,avenue_canyon,563.9233045396435,165.50008012473967,False,False,,,,Park_Ave_West,-292.7483026704236,221.7560162371514,Park_Ave_West_032,0.0,0.0,298.9,118.9,True,
n00241,Park Avenue,Park_Ave_West,602.2892754617736,40.751513,-73.978269,avenue_canyon,570.8409181242009,154.72306866504476,False,True,Park_Ave_West,Northbound,Park_Ave_West_029,Park_Ave_West,-303.5549717413693,228.71668812651177,Park_Ave_West_033,0.0,0.0,298.9,118.9,True,
n00242,Park Avenue,Park_Ave_West#1,0.0,40.75223299999999,-73.97761,avenue_canyon,667.3947395631105,164.74571431523214,False,False,,,,Park_Ave_West,-293.66987082939823,325.6142516529001,Park_Ave_West_034,0.0,1.0,63.9,243.9,False,"Park Avenue viaduct deck, no sidewalk"
n00244,Park Avenue,Park_Ave_West#1,17.29992735066058,40.75237299999999,-73.97770000000001,avenue_canyon,677.2502623232364,150.6045642973153,False,False,,,,Park_Ave_West,-307.8511845873588,335.52917491781665,Park_Ave_West_036,0.0,1.0,300.8,120.8,False,"Park Avenue viaduct deck, no sidewalk"
n00243,Park Avenue,Park_Ave_West#1,37.34081167764781,40.75245999999999,-73.977908,avenue_canyon,677.1571699807066,130.60000994771252,False,False,,,,Park_Ave_West,-327.89005258989647,335.4678103194552,Park_Ave_West_035,0.0,1.0,347.0,167.0,False,"viaduct approach ramp, leaves the straight avenue"
n00245,Park Avenue,Park_Ave_West#1,56.29580461136385,40.75259700000001,-73.97804200000002,avenue_canyon,684.9236663872216,113.3741777024415,False,False,,,,Park_Ave_West,-345.15801324360405,343.2908682605754,Park_Ave_West_037,0.0,1.0,347.0,167.0,False,"viaduct approach ramp, leaves the straight avenue"
n00246,Tunnel Exit Street,Tunnel_Exit_Street,0.0,40.745437,-73.977308,other,22.7018955502366,551.2247892947186,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_001,Tunnel_Exit_Street,94.50869199393811,-322.10073676277466,Tunnel_Exit_Street_001,0.0,0.0,29.7,209.7,True,
n00247,Tunnel Exit Street,Tunnel_Exit_Street,20.02183417323885,40.74559300000001,-73.977189,other,42.64948430690572,551.6420958555085,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_002,Tunnel_Exit_Street,94.89473415109671,-302.0794815341672,Tunnel_Exit_Street_002,0.0,0.0,31.9,211.9,True,
n00248,Tunnel Exit Street,Tunnel_Exit_Street,39.96965734884704,40.74574499999999,-73.977063,other,62.4965533652092,552.7900881924686,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_003,Tunnel_Exit_Street,96.01288204431214,-282.1602921502689,Tunnel_Exit_Street_003,0.0,0.0,34.6,214.6,True,
n00249,Tunnel Exit Street,Tunnel_Exit_Street,60.014686503915485,40.74589299999999,-73.976927,other,82.36576079482876,554.890047312774,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_004,Tunnel_Exit_Street,98.08460122927552,-262.2204082489753,Tunnel_Exit_Street_004,0.0,0.0,36.2,216.2,True,
n00250,Tunnel Exit Street,Tunnel_Exit_Street,79.9357995531411,40.746038,-73.976788,other,102.06758490483298,557.3720600076374,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_005,Tunnel_Exit_Street,100.53930055104053,-242.4491440030732,Tunnel_Exit_Street_005,0.0,0.0,299.1,119.1,True,
n00251,Tunnel Exit Street,Tunnel_Exit_Street#1,0.0,40.74729899999999,-73.975834,other,262.98691300474195,560.1613520517245,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_006,Tunnel_Exit_Street,103.07538499456209,-80.93461519059288,Tunnel_Exit_Street_006,0.0,0.0,28.6,208.6,True,
n00252,Tunnel Exit Street,Tunnel_Exit_Street#1,20.064705214676096,40.747458,-73.975721,other,282.97922701662844,559.9753240305931,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_007,Tunnel_Exit_Street,102.85698146132611,-60.86750066753535,Tunnel_Exit_Street_007,0.0,0.0,28.6,208.6,True,
n00253,Tunnel Exit Street,Tunnel_Exit_Street#1,40.03180804232791,40.747616,-73.975608,other,302.8748605657509,559.8428868637002,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_008,Tunnel_Exit_Street,102.69241612087212,-40.89751281778808,Tunnel_Exit_Street_008,0.0,0.0,26.9,206.9,True,
n00254,Tunnel Exit Street,Tunnel_Exit_Street#1,60.05853524097223,40.747777,-73.975501,other,322.81521936950975,559.1071151138378,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_009,Tunnel_Exit_Street,101.92340508935705,-20.88166567486245,Tunnel_Exit_Street_009,0.0,0.0,27.5,207.5,True,
n00255,Tunnel Exit Street,Tunnel_Exit_Street#1,80.0633534072574,40.747937,-73.975392,other,342.7406697548628,558.5724548912826,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_010,Tunnel_Exit_Street,101.35587595438513,-0.8811049629600873,Tunnel_Exit_Street_010,0.0,0.0,29.2,209.2,True,
n00256,Tunnel Exit Street,Tunnel_Exit_Street#1,100.01460156414905,40.748094,-73.975277,other,362.6213948848924,558.6411292520776,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_011,Tunnel_Exit_Street,101.39279251047424,19.073596455763948,Tunnel_Exit_Street_011,0.0,0.0,29.2,209.2,True,
n00257,Tunnel Exit Street,Tunnel_Exit_Street#1,120.00706273404472,40.748251,-73.975161,other,382.5430060367048,558.7835639503118,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_012,Tunnel_Exit_Street,101.5035309191598,39.069217995577176,Tunnel_Exit_Street_012,0.0,0.0,29.2,209.2,True,
n00258,Tunnel Exit Street,Tunnel_Exit_Street#1,140.05534531787433,40.748409,-73.975046,other,402.5204116289176,558.7986474558201,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_013,Tunnel_Exit_Street,101.48660928180044,59.12104608633983,Tunnel_Exit_Street_013,0.0,0.0,29.3,209.3,True,
n00259,Tunnel Exit Street,Tunnel_Exit_Street#1,160.04778549390306,40.74856599999999,-73.97493,other,422.44202278073,558.9410821540541,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_014,Tunnel_Exit_Street,101.59734769086852,79.11666762546292,Tunnel_Exit_Street_014,0.0,0.0,29.3,209.3,True,
n00260,Tunnel Exit Street,Tunnel_Exit_Street#1,179.99899241877415,40.748723000000005,-73.974815,other,442.3227479121336,559.0097565140876,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_015,Tunnel_Exit_Street,101.63426424695768,99.07136904418698,Tunnel_Exit_Street_015,0.0,0.0,29.3,209.3,True,
n00261,Tunnel Exit Street,Tunnel_Exit_Street#1,200.0882677041781,40.74888099999999,-73.974699,other,462.34103952544206,559.0986003574159,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_016,Tunnel_Exit_Street,101.69116446219472,119.16411725603882,Tunnel_Exit_Street_016,0.0,0.0,29.3,209.3,True,
n00262,Tunnel Exit Street,Tunnel_Exit_Street#1,220.03945397831188,40.74903799999999,-73.97458400000001,other,482.2217646554717,559.1672747182108,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_017,Tunnel_Exit_Street,101.72808101933292,139.11881867534436,Tunnel_Exit_Street_017,0.0,0.0,29.0,209.0,True,
n00263,Tunnel Exit Street,Tunnel_Exit_Street#1,239.99062995916887,40.74919499999999,-73.974469,other,502.1024897860824,559.2359490800541,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_018,Tunnel_Exit_Street,101.76499757542209,159.0735200940684,Tunnel_Exit_Street_018,0.0,0.0,28.8,208.8,True,
n00264,Tunnel Exit Street,Tunnel_Exit_Street#1,259.99810021117827,40.749353000000006,-73.974355,other,522.0390093577805,559.1772722487906,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_019,Tunnel_Exit_Street,101.67425408651542,179.08442806432336,Tunnel_Exit_Street_019,0.0,0.0,28.8,208.8,True,
n00265,Tunnel Exit Street,Tunnel_Exit_Street#1,280.0055603247519,40.74951099999999,-73.974241,other,541.9755289267307,559.1185954190502,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_020,Tunnel_Exit_Street,101.58351059760872,199.0953360345784,Tunnel_Exit_Street_020,0.0,0.0,28.8,208.8,True,
n00266,Tunnel Exit Street,Tunnel_Exit_Street#1,300.01301030679286,40.749669,-73.974127,other,561.9120484983227,559.0599185892157,True,True,Tunnel_Exit_Street,Northbound,Tunnel_Exit_Street_021,Tunnel_Exit_Street,101.49276710975111,219.1062440054148,Tunnel_Exit_Street_021,0.0,0.0,28.8,208.8,True,
n00313,East 34th Street,east_34th_street,0.0,40.74378699999999,-73.973509,mid_block,18.50513009145084,919.8652179505092,True,True,east_34th_street,Eastbound,east_34th_street_047,east_34th_street,463.79092614387946,-326.9042078309519,east_34th_street_047,0.0,0.0,299.0,119.0,True,
n00312,East 34th Street,east_34th_street,19.968929251972384,40.74387399999999,-73.97371600000001,mid_block,18.45292377022884,899.9344239358686,True,True,east_34th_street,Eastbound,east_34th_street_046,east_34th_street,443.8258799939382,-326.9246523082241,east_34th_street_046,0.0,0.0,299.0,119.0,True,
n00311,East 34th Street,east_34th_street,39.99176765631644,40.743962,-73.973923,mid_block,18.497397913144766,879.9500390662276,True,True,east_34th_street,Eastbound,east_34th_street_045,east_34th_street,423.8069956491168,-326.8479701133491,east_34th_street_045,0.0,0.0,299.0,119.0,True,
n00310,East 34th Street,east_34th_street,59.9606554563348,40.744049,-73.97413,mid_block,18.44519159123581,860.0192450519676,True,True,east_34th_street,Eastbound,east_34th_street_044,east_34th_street,403.84194949850894,-326.86841459189304,east_34th_street_044,0.0,0.0,299.0,119.0,True,
n00309,East 34th Street,east_34th_street,79.98345251623346,40.744137,-73.974337,mid_block,18.48966573219684,840.0348601820401,True,True,east_34th_street,Eastbound,east_34th_street_043,east_34th_street,383.82306515368754,-326.79173239701794,east_34th_street_043,0.0,0.0,298.9,118.9,True,
n00308,East 34th Street,east_34th_street,99.95229886325654,40.74422399999999,-73.974544,mid_block,18.437459410868883,820.1040661688284,True,True,east_34th_street,Eastbound,east_34th_street_042,east_34th_street,363.8580190037462,-326.8121768742901,east_34th_street_042,0.0,0.0,298.9,118.9,True,
n00307,East 34th Street,east_34th_street,119.99506677773608,40.744311,-73.974752,mid_block,18.34436706913204,800.0995118174159,True,True,east_34th_street,Eastbound,east_34th_street_041,east_34th_street,343.8191510012085,-326.87354147265154,east_34th_street_041,0.0,0.0,298.9,118.9,True,
n00306,East 34th Street,east_34th_street,139.96387189859723,40.74439799999999,-73.974959,mid_block,18.292160746536183,780.1687178035365,True,True,east_34th_street,Eastbound,east_34th_street_040,east_34th_street,323.85410485060066,-326.89398595119536,east_34th_street_040,0.0,0.0,299.2,119.2,True,
