node_id,osm_name,chain,chain_pos_m,lat,lon,typology,northing_m,easting_m,in_study,in_cleaned,cleaned_street,cleaned_direction,cleaned_id,street_segment,cross_dist,along_dist,mapping_id,is_tunnel,is_bridge,osm_heading_fwd,osm_heading_rev,usable,exclude_reason
n00010,1st Avenue,1st_avenue,200.00288031765288,40.745261,-73.972433,avenue_secondary,205.0054913737193,920.2384188061732,True,True,1st_avenue,Northbound,1st_avenue_011,1st_avenue,463.86574126670246,-139.70944310648423,1st_avenue_011,0.0,0.0,29.2,209.2,True,
n00011,1st Avenue,1st_avenue,219.95432157886228,40.745418,-73.972318,avenue_secondary,224.88621650306203,920.3070931673492,True,True,1st_avenue,Northbound,1st_avenue_012,1st_avenue,463.9026578227915,-119.75474168776024,1st_avenue_012,0.0,0.0,29.0,209.0,True,
n00012,1st Avenue,1st_avenue,239.90575254781496,40.745575,-73.972203,avenue_secondary,244.7669416343597,920.3757675288116,True,True,1st_avenue,Northbound,1st_avenue_013,1st_avenue,463.9395743799298,-99.8000402684546,1st_avenue_013,0.0,0.0,28.9,208.9,True,
n00013,1st Avenue,1st_avenue,260.01086788010866,40.74573399999999,-73.972089,avenue_secondary,264.8001416661799,920.2634998434036,True,True,1st_avenue,Northbound,1st_avenue_014,1st_avenue,463.79499269757457,-79.69200562616103,1st_avenue_014,0.0,0.0,29.1,209.1,True,
n00014,1st Avenue,1st_avenue,279.9622781278624,40.74589099999999,-73.971974,avenue_secondary,284.6808667962096,920.3321742041989,True,True,1st_avenue,Northbound,1st_avenue_015,1st_avenue,463.83190925366375,-59.73730420743704,1st_avenue_015,0.0,0.0,29.1,209.1,True,
n00015,1st Avenue,1st_avenue,299.9136780817776,40.746048,-73.971859,avenue_secondary,304.56159192750727,920.4008485656612,True,True,1st_avenue,Northbound,1st_avenue_016,1st_avenue,463.868825810802,-39.78260278813147,1st_avenue_016,0.0,0.0,28.7,208.7,True,
n00016,1st Avenue,1st_avenue,320.01876326282974,40.746207,-73.971745,avenue_secondary,324.5947919600145,920.2885808798724,True,True,1st_avenue,Northbound,1st_avenue_017,1st_avenue,463.72424412844686,-19.674568145837924,1st_avenue_017,0.0,0.0,29.4,209.4,True,
n00017,1st Avenue,1st_avenue,339.970142495048,40.746364,-73.97163000000002,avenue_secondary,344.4755170894631,920.3572552396192,True,True,1st_avenue,Northbound,1st_avenue_018,1st_avenue,463.7611606845359,0.2801332728861609,1st_avenue_018,0.0,0.0,29.2,209.2,True,
n00018,1st Avenue,1st_avenue,359.9627366602509,40.74652100000001,-73.971514,avenue_secondary,364.3971282432304,920.49968993814,True,True,1st_avenue,Northbound,1st_avenue_019,1st_avenue,463.8718990932215,20.275754812699347,1st_avenue_019,0.0,0.0,28.8,208.8,True,
n00019,1st Avenue,1st_avenue,379.9703960333373,40.74667899999999,-73.9714,avenue_secondary,384.33364781218063,920.4410131083996,True,True,1st_avenue,Northbound,1st_avenue_020,1st_avenue,463.7811556043149,40.28666278295435,1st_avenue_020,0.0,0.0,28.9,208.9,True,
n00020,1st Avenue,1st_avenue,399.9375655569101,40.746837,-73.971287,avenue_secondary,404.2292813613031,920.3085759415068,True,True,1st_avenue,Northbound,1st_avenue_021,1st_avenue,463.6165902638608,60.25665063270159,1st_avenue_021,0.0,0.0,29.5,209.5,True,
