node_id,green_eye,green_canopy,green_ground,articulation,barrier,walkable,affordance,VEI,green_eye_n,articulation_n,barrier_n,affordance_n,enclosure,openness,G,M,P,SIM
n00362,8.60411699253076e-05,0.00847434540028699,0.00020003911793858728,0.003879753938998676,0.016266286043465274,0.19955041325824582,0.001644478923809757,0.7474968078888292,0.025518896204519748,0.6109235533821837,0.8440441502892971,0.3032788803375237,0.7549813203393598,0.15595584971070287,0.015391353369887284,0.5548047342471839,0.2514146467978848,0.27128545589063435
n00363,0.002016073755414211,0.05896325365820925,0.0058841689953615176,0.002615036737922146,0.023605920141558306,0.121163999508733,0.010041037169177348,0.8137347917939112,0.4543119673401873,0.4707329910185043,0.9325674098545272,0.889913889366767,0.6062819216721248,0.06743259014547276,0.274940848002257,0.4241274630616946,0.5055389444377499,0.4002698027955841
n00364,0.007253754951116134,0.03318274408309577,0.01737353900665526,0.007854030142739284,0.033685787913055584,0.1839144698904877,0.0019041744632942606,0.8297901748369264,0.8868808092363083,0.852061257753655,0.9786798466185631,0.341925740903922,0.5649537623241181,0.02132015338143689,0.5390779011444471,0.5295329834887856,0.2629201053972049,0.4447960057214889
n00365,0.0052115937062664885,0.018256737941322664,0.012591744870451749,0.0014340886259356063,0.03464433222830318,0.18510170763608866,0.027369288909822674,0.901738314838733,0.7910724395221062,0.29455524077464257,0.980891117130938,0.9975565191303135,0.35442530556214014,0.019108882869061983,0.47968016166144434,0.24964167721324643,0.591329113383201,0.44061161586171876
n00366,0.01489003322225122,0.0319745991156483,0.03801524402059632,0.004195434861807098,0.011586985894249406,0.14315380253691848,0.0,0.9176359145717535,0.9885932672840996,0.6396889074021357,0.7338357209867974,0.0,0.30232097143925996,0.2661642790132026,0.6083620579786982,0.4113605759197521,0.07157690126845924,0.3662124671848672
n00367,0.015501058266155483,0.014763990484518362,0.04696588937611065,0.0007838481532578946,0.008135030837882877,0.30032576831314717,0.0007780493579410053,0.9279334621518931,0.9905063057094822,0.1736339035669846,0.605172697392937,0.15715682368305406,0.2674918078827771,0.394827302607063,0.6130901391761335,0.2664754150533212,0.2287412959981006,0.37187216196685463
n00368,0.015414738277208366,0.029903418534745072,0.03798947375742783,0.0017946564450464569,0.001894626745751204,0.34978578296664375,3.2611629852754734e-06,0.8250801434920888,0.9902568766531089,0.35380647256692754,0.19461354792485097,0.000716375557169302,0.5772916012286519,0.805386452075149,0.6093499154948365,0.5560955189086727,0.17525107926190653,0.4485233486645356
n00369,0.018247380406232076,0.07232278469705551,0.041939323097145646,0.002897734372847787,0.018457670866994385,0.07643924203992078,0.004049825095009152,0.7813287815662268,0.9958399601509004,0.5059137284744148,0.8785819336658163,0.5893191023276589,0.6834164666498491,0.12141806633418373,0.6142797053293985,0.4807909082095308,0.3328791721837899,0.4773662263417913
n00370,0.010397711904796774,0.036656712758903566,0.02474031291221412,0.0006220435192087062,0.0,0.3773844806217726,0.0031152292068608615,0.8849932953128082,0.9560138967884498,0.14045220514906676,0.0,0.49568978781215955,0.4071206502567393,1.0,0.5835044632379556,0.46200653190486907,0.43653713421696605,0.4949109273211105
n00371,0.036660619160287275,0.07031753538029213,0.0961347097867884,0.003567625785545447,0.016899981163575634,0.22748733981822697,0.0015521724777742304,0.8943078701326068,0.9999835352960211,0.5802247433464178,0.8549348911580577,0.289002209415829,0.3780852142059491,0.14506510884194235,0.638444005092328,0.39057902306411146,0.258244774617028,0.43118281496616756
n00372,0.008361115932866751,0.027166245182401315,0.019827181820867547,0.004129028380330829,0.0001717705417939701,0.2117749357840621,0.011155034930101223,0.8920989044321451,0.9188947848637237,0.6338199671306731,0.019430977878664657,0.913817709744152,0.3850337965724461,0.9805690221213353,0.5592677436465812,0.6209927626550479,0.5627963227641071,0.5808014310281587
n00373,0.01728399210767912,0.09098481509150384,0.045909756196053045,0.0,0.001143214563619293,0.23432204855018873,0.012257430861576084,0.9459417746506529,0.9944435224014356,0.0,0.12242717565437167,0.9323588853373822,0.20454373448570531,0.8775728243456283,0.6150300159192826,0.3012106998806892,0.5833404669437855,0.5010120904646328
n00374,0.008993015560254954,0.02305811945215459,0.03311185568154521,0.01282050672176617,0.011707206586202149,0.22817342150170414,0.002566968560825843,0.8641441796469227,0.9329190722429663,0.9558139404503195,0.7374660847936492,0.4311194613176852,0.4695960657170788,0.26253391520635083,0.5729961856183978,0.588006784246031,0.3296464414096947,0.4976442675766448
n00375,0.006194174149545653,0.061703115610486844,0.016479468561846254,0.00017477099937361593,0.0039625774711820085,0.304603025923125,0.021460878344233054,0.8593611510812785,0.844478841856112,0.04163193594670711,0.3640693754042399,0.9910488518197488,0.48343825237415405,0.6359306245957601,0.5132790925384058,0.36692913467994914,0.6478259388714369,0.5093840657350154
