node_id,GVI_E_east,GVI_N_uptown,GVI_S_downtown,GVI_W_west,GVI_full360,VEI_E_east,VEI_N_uptown,VEI_S_downtown,VEI_W_west,VEI_full360,osm_name,typology,northing_m,lat,lon
n00010,12.91054744661022,10.81472977164569,9.47379461538599,7.377976940421459,10.14426219351584,0.7791705191654471,0.7024645888664424,0.4760874814069951,0.4092350671485908,0.5878376102486164,1st Avenue,avenue_secondary,205.0054913737193,40.745261,-73.972433
n00011,9.159440476644686,9.922418731205168,5.005335430396637,5.768313684957116,7.463877080800902,0.8215419797173207,0.6849741320867736,0.5129483223163883,0.3706716536296308,0.5951006692478065,1st Avenue,avenue_secondary,224.88621650306203,40.745417999999994,-73.972318
n00012,4.6391519447858744,4.286099140496649,4.493743018157267,4.140690213868041,4.3899210793269585,0.8470938851948399,0.6978327243403539,0.5700453330831069,0.40298340621971496,0.6345049971599115,1st Avenue,avenue_secondary,244.7669416343597,40.745575,-73.972203
n00013,4.88313059050047,7.513073041287355,5.238892543377642,7.868834994164529,6.3759827923325,0.7641137601730145,0.7466236225195217,0.42811712452103373,0.3765452729803777,0.5868522748092759,1st Avenue,avenue_secondary,264.8001416661799,40.74573399999999,-73.972089
n00014,5.868272283763717,12.583124851194432,10.506730847816895,17.221583415247615,11.544927849505664,0.9023464825854964,0.8136294397203976,0.6192365102636578,0.4395151892252294,0.714707182126892,1st Avenue,avenue_secondary,284.68086679620956,40.74589099999999,-73.971974
n00015,0.3093329069339998,6.040673221690666,9.006351912362755,14.737692227119421,7.523512567026711,0.877487145324523,0.805905441739469,0.7193551693642967,0.5980303033737301,0.7640134878831241,1st Avenue,avenue_secondary,304.56159192750727,40.746048,-73.971859
n00016,0.0,0.5072525943794988,7.764012439007688,8.271265033387186,4.135632516693593,0.6321975486738775,0.5601668559774523,0.7471491152357219,0.6733510979688709,0.6507512161862778,1st Avenue,avenue_secondary,324.5947919600145,40.746207,-73.971745
n00017,0.0,0.0,3.9485846368960242,3.9485846368960247,1.9742923184480123,0.4410715697584028,0.5331797190478356,0.670841688913683,0.7623153991791665,0.6003349052351582,1st Avenue,avenue_secondary,344.4755170894631,40.746364,-73.97163000000002
n00018,0.021490310742986327,0.0,0.836455040819315,0.8149647300763286,0.41822752040965755,0.34171078567567215,0.4387551743693805,0.612077039004493,0.8009444772476013,0.5186422324751853,1st Avenue,avenue_secondary,364.39712824323044,40.74652100000001,-73.971514
n00019,0.00023911451882270763,0.0,0.007222569606101732,0.0069834550872790255,0.0036112848030508665,0.30059602026368093,0.48953031783172746,0.6611986390237293,0.9035310418804741,0.572299613657707,1st Avenue,avenue_secondary,384.33364781218063,40.74667899999999,-73.9714
n00020,0.13792764949468952,0.02782493714901856,0.21045397884586983,0.10035126650019884,0.1191394579974442,0.2807833671552861,0.5113160702292012,0.6595324181963518,0.9049156672175805,0.5847655031455594,1st Avenue,avenue_secondary,404.2292813613031,40.746837,-73.971287
n00021,0.0969807448086612,0.7699027195095886,0.16033062844036625,0.8332526031412936,0.4651166739749774,0.25737817481996905,0.5297900039974154,0.6579773464244155,0.9190124038230516,0.5943332297379051,1st Avenue,avenue_secondary,424.17687011728526,40.746993,-73.971168
n00022,0.06500458958686893,0.06500458958686894,0.8677996192314984,0.8677996192314985,0.4664021044091837,0.20615986290360694,0.5518089778735407,0.6131246719338614,0.9355278697438721,0.5824060453049993,1st Avenue,avenue_secondary,444.10232050253234,40.747153,-73.971059
n00023,0.06500458958686893,0.06500458958686894,0.8677996192314984,0.8677996192314985,0.4664021044091837,0.20615986290360694,0.5518089778735407,0.6131246719338614,0.9355278697438721,0.5824060453049993,1st Avenue,avenue_secondary,447.8204548150976,40.747183,-73.971039
n00025,0.0,0.0,0.09172844296770914,0.09172844296770917,0.045864221483854585,0.18828413565107036,0.5426126219694141,0.5916176741718645,0.9155652077078806,0.5675092316281081,1st Avenue,avenue_secondary,467.74590520034474,40.747342999999994,-73.97093
n00026,0.040598592490747286,0.1769948448227301,0.012661803848728297,0.1490580561807111,0.0948283243357292,0.1782316674825635,0.5186895861743918,0.543265470440426,0.8590663027479378,0.531274004450575,1st Avenue,avenue_secondary,485.4456597760394,40.74752099999999,-73.970918
n00027,0.040598592490747286,0.1769948448227301,0.012661803848728297,0.1490580561807111,0.0948283243357292,0.1782316674825635,0.5186895861743918,0.543265470440426,0.8590663027479378,0.531274004450575,1st Avenue,avenue_secondary,487.6713555856977,40.747502999999995,-73.970821
n00028,0.0,0.0,0.0,0.0,0.0,0.18726371470872144,0.5803686152526402,0.5382311553846398,0.8961253417251277,0.5591901705487159,1st Avenue,avenue_secondary,505.3004073025863,40.74767899999999,-73.970806
n00029,0.0,0.0,0.0,0.0,0.0,0.18726371470872144,0.5803686152526402,0.5382311553846398,0.8961253417251277,0.5591901705487159,1st Avenue,avenue_secondary,507.5669891348202,40.747661,-73.970708
n00030,0.0,0.0,0.0,0.0,0.0,0.19171298556415067,0.5880216145386685,0.5674153410131367,0.9225201432581305,0.5776011699830677,1st Avenue,avenue_secondary,525.2518352920031,40.747837999999994,-73.970694
n00031,0.3633255776586801,0.3800785649518651,0.0,0.016752987293184876,0.19003928247593255,0.19653287509465878,0.5998622138226481,0.5657778007900862,0.924656536064695,0.5824531313236516,1st Avenue,avenue_secondary,527.4736918676457,40.747817,-73.97059000000002
n00032,0.36602295079600033,0.3660229507960004,0.0,0.0,0.1830114753980002,0.2099149895168848,0.6141972952042729,0.564542569005602,0.9242224052530619,0.5892452867565141,1st Avenue,avenue_secondary,545.1214912370617,40.747997,-73.970584
n00033,0.6006211886863609,0.600621188686361,0.0,0.0,0.3003105943431805,0.20458917794735382,0.6020822451011012,0.5290947707588093,0.8921080562056269,0.5655319375816512,1st Avenue,avenue_secondary,546.9744765856215,40.747954,-73.970437
n00034,1.3241519242628175,1.7990386592732508,0.8031801172402547,1.278066852250688,1.301109388256753,0.23017316887432984,0.6127667375897867,0.556251253984101,0.918996530257595,0.583737671518041,1st Avenue,avenue_secondary,564.9319620229313,40.74816299999999,-73.970492
n00035,1.7653554057025245,1.8506731909404335,0.0,0.08531778523790869,0.9253365954702167,0.2409178319548104,0.5801059157301283,0.5277732630306263,0.8466833707690629,0.5539720459261379,1st Avenue,avenue_secondary,565.6195970456481,40.74807200000001,-73.97026
n00036,0.9744563510830136,1.0448348898142705,1.6821078928727793,1.7524864316040365,1.363471391343525,0.26732450507557054,0.6640037741475543,0.528428157829808,0.938717117582975,0.596876532546461,1st Avenue,avenue_secondary,584.7794795973607,40.74832599999999,-73.970392
n00037,4.6180194995623935,1.0170608674918478,3.7074600990925353,0.10650146702199083,2.3622604832921925,0.34149605075275646,0.6537004528768271,0.5194199307739721,0.8218315865493611,0.5898574533034389,1st Avenue,avenue_secondary,585.1761762019634,40.74820999999999,-73.970108
n00038,1.151005565493178,0.9011098084632138,1.393151884499339,1.1432561274693749,1.1471308464812764,0.2953988187969903,0.6842132825022047,0.5860077957741677,0.9808720856712247,0.6348132757776395,1st Avenue,avenue_secondary,604.7977712127301,40.748484,-73.970276
n00039,3.064019147301704,1.0095433931101734,2.539438680203543,0.48496292601201213,1.7744910366568583,0.35131840919952384,0.6366185352409514,0.5595926167738274,0.8368659881473326,0.5980649727436176,1st Avenue,avenue_secondary,605.0867181689105,40.748369,-73.969997
n00040,0.9942421998259809,0.5380888374682694,1.2181455559195888,0.7619921935618772,0.8781171966939291,0.3093259562494331,0.6505341221257928,0.6104227312808452,0.935724882698339,0.6301954983937154,1st Avenue,avenue_secondary,624.6784963413859,40.748640999999985,-73.970161
n00041,2.926097705977256,0.875368144023586,2.1951116560293102,0.14438209407563937,1.5352399000264483,0.37192146808315596,0.6332493671939522,0.6004298662694127,0.8500885388844651,0.6165555665346012,1st Avenue,avenue_secondary,625.0381461583274,40.748528,-73.969885
n00042,1.1461903286700412,1.4195077413002044,0.6939380169002535,0.9672554295304165,1.056722879100229,0.32320544609410035,0.629259624459807,0.5878022022863951,0.895462469468196,0.6083693140264618,1st Avenue,avenue_secondary,644.6559019355536,40.748799,-73.970046
n00043,2.83710294370833,0.5334549416204474,2.8019514919290875,0.4983034898412048,1.6677032167747676,0.38274297636171334,0.6644462032848338,0.555774863968025,0.8379015007453977,0.610083536095573,1st Avenue,avenue_secondary,644.9227105216859,40.748687999999994,-73.969777
n00044,5.875074355326361,12.45361944838505,3.8050416290719107,10.3835867221306,8.129330538728482,0.33780361920386337,0.7310930687846908,0.4327111521541787,0.8415501169910076,0.5745632876468653,1st Avenue,avenue_secondary,664.0898230283697,40.74893700000001,-73.969897
n00045,0.14868053748772664,3.3745519780898525,0.23648984045601534,3.4623612810581412,1.8055209092729336,0.39741625912875744,0.7357328159012564,0.47664339175030507,0.8266778771705011,0.6017595356297097,1st Avenue,avenue_secondary,664.614362476223,40.74885700000001,-73.969695
n00046,2.0077827887766633,2.7161421272222555,0.5172094252057168,1.22556876365131,1.6166757762139865,0.5129529325390537,0.49727016861584433,0.7863293543344279,0.7739767831108746,0.6452019629575126,2nd Avenue,avenue_secondary,16.542081356201606,40.74477699999999,-73.975898
n00047,3.0855729603081317,2.7314705274329425,2.9078783827704178,2.553775949895228,2.8196744551016804,0.5389516173022219,0.6213268268183184,0.7057323994734809,0.7857761272266831,0.6627843205698145,2nd Avenue,avenue_secondary,36.4636925093879,40.744934,-73.975782
n00048,4.0998440413090735,3.062177069985735,1.6239388745886498,0.5862719032653106,2.3430579722871925,0.572915937700513,0.6796307104704435,0.7920388919224015,0.8769842075778823,0.7359616330858161,2nd Avenue,avenue_secondary,56.44109810160069,40.745092,-73.975667
n00049,3.267973426140067,2.264898124391222,3.1743158924574995,2.171240590708655,2.719607008424361,0.6393234614326169,0.7288807738051435,0.7887727227273448,0.8685604942008222,0.7585139405500291,2nd Avenue,avenue_secondary,76.36270925478698,40.74524900000001,-73.975551
