node_id,osm_name,d
n00700,Lexington Avenue,306.19208824147336
n00701,Lexington Avenue,324.13750326349043
n00702,Lexington Avenue,342.58634567021556
n00703,Lexington Avenue,342.2716981620119
n00704,Lexington Avenue,324.011896714298
n00705,Lexington Avenue,305.8525393605191
n00706,Lexington Avenue,287.94594846564263
n00707,Lexington Avenue,270.44516075626194
n00708,Lexington Avenue,253.193688628554
n00709,Lexington Avenue,234.4795654827013
n00710,Lexington Avenue,214.62921392708623
n00711,Lexington Avenue,194.65184016623553
n00712,Lexington Avenue,174.6907048223251
n00713,Lexington Avenue,154.8914801581476
n00714,Lexington Avenue,134.93548405696626
n00715,Lexington Avenue,115.16534662060434
n00716,Lexington Avenue,95.41717496863981
n00717,Lexington Avenue,75.77069586203585
n00718,Lexington Avenue,56.42310317384711
n00719,Lexington Avenue,37.75339455757035
n00720,Lexington Avenue,21.514680313200007
