node_id,street_name,lat,lng,heading_fwd_deg,heading_rev_deg,seq_fwd,seq_rev,is_tunnel,is_bridge,_seq,source_id,folder,osm_name,lon,easting_m,northing_m,chain,chain_pos_m,street_segment,cleaned_street,typology,in_study,usable,exclude_reason
n00320,Cannon Street,51.512049,-0.092254,287.4,107.4,21,19,0,0,21,cannon_street_south_021,cannon_street,Cannon Street,-0.092254,532481.9875362301,180960.7761099207,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00321,Cannon Street,51.512096,-0.092496,290.5,110.5,22,18,0,0,22,cannon_street_south_022,cannon_street,Cannon Street,-0.092496,532465.0594498395,180965.56494359788,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00322,Cannon Street,51.512159,-0.092767,284.7,104.7,23,17,0,0,23,cannon_street_south_023,cannon_street,Cannon Street,-0.092767,532446.0727846628,180972.08063909307,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00323,Cannon Street,51.512207,-0.093055,287.6,107.6,24,16,0,0,24,cannon_street_south_024,cannon_street,Cannon Street,-0.093055,532425.9500465787,180976.89762267127,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00324,Cannon Street,51.512262,-0.093334,288.4,108.4,25,15,0,0,25,cannon_street_south_025,cannon_street,Cannon Street,-0.093334,532406.4315568359,180982.5093765309,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00325,Cannon Street,51.512327,-0.093645,280.6,100.6,26,14,0,0,26,cannon_street_south_026,cannon_street,Cannon Street,-0.093645,532384.663747135,180989.1753944542,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00326,Cannon Street,51.512358,-0.093912,299.0,119.0,27,13,0,0,27,cannon_street_south_027,cannon_street,Cannon Street,-0.093912,532366.0475167059,180992.1401200084,cannon_street,,cannon_street,cannon_street,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00327,Cannon Street,51.51244,-0.094146,286.8,106.8,28,12,0,0,28,cannon_street_south_028,cannon_street,Cannon Street,-0.094146,532349.5733964926,181000.83589868364,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00328,Cannon Street,51.512492,-0.094425,307.6,127.6,29,11,0,0,29,cannon_street_south_029,cannon_street,Cannon Street,-0.094425,532330.0637803108,181006.11433428197,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00329,Cannon Street,51.512598,-0.094644,288.3,108.3,30,10,0,0,30,cannon_street_south_030,cannon_street,Cannon Street,-0.094644,532314.561089925,181017.506198918,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00330,Cannon Street,51.512656,-0.094923,284.3,104.3,31,9,0,0,31,cannon_street_south_031,cannon_street,Cannon Street,-0.094923,532295.0342095362,181023.4519857097,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00331,Cannon Street,51.512673,-0.095032,268.0,88.0,32,8,0,0,32,cannon_street_south_032,cannon_street,Cannon Street,-0.095032,532287.4218238348,181025.14555847144,cannon_street,,cannon_street,cannon_street,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00332,Cannon Street,51.512667,-0.095326,289.8,109.8,33,7,0,0,33,cannon_street_south_033,cannon_street,Cannon Street,-0.095326,532267.0394363159,181023.947365387,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00333,Cannon Street,51.512729,-0.095599,284.1,104.1,34,6,0,0,34,cannon_street_south_034,cannon_street,Cannon Street,-0.095599,532247.9173892484,181030.34897962023,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00334,Cannon Street,51.512771,-0.095871,273.6,93.6,35,5,0,0,35,cannon_street_south_035,cannon_street,Cannon Street,-0.095871,532228.9226475586,181034.5284094569,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00335,Cannon Street,51.512783,-0.096162,302.6,122.6,36,4,0,0,36,cannon_street_south_036,cannon_street,Cannon Street,-0.096162,532208.6963811094,181035.3375210424,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00336,Cannon Street,51.512863,-0.096362,273.5,93.5,37,3,0,0,37,cannon_street_south_037,cannon_street,Cannon Street,-0.096362,532194.5876173077,181043.87276426583,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00337,Cannon Street,51.512875,-0.096679,288.1,108.1,38,2,0,0,38,cannon_street_south_038,cannon_street,Cannon Street,-0.096679,532172.557347045,181044.63509169937,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00338,Cannon Street,51.512931,-0.096951,288.1,108.1,39,1,0,0,39,cannon_street_south_039,cannon_street,Cannon Street,-0.096951,532153.5222471119,181050.37164455384,cannon_street,,cannon_street,cannon_street,unclassified,True,True,
n00339,Carey Lane,51.515471,-0.095477,259.4,79.4,1,4,0,0,1,carey_lane_001,carey_lane,Carey Lane,-0.095477,532248.4470911385,181335.48808854743,carey_lane,,carey_lane,carey_lane,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00340,Carey Lane,51.515446,-0.095685,281.1,101.1,2,3,0,0,2,carey_lane_002,carey_lane,Carey Lane,-0.095685,532234.087841869,181332.33244329097,carey_lane,,carey_lane,carey_lane,unclassified,True,True,
n00341,Carey Lane,51.515483,-0.095985,282.5,102.5,3,2,0,0,3,carey_lane_003,carey_lane,Carey Lane,-0.095985,532213.1659772532,181335.9053456908,carey_lane,,carey_lane,carey_lane,unclassified,True,True,
n00342,Carey Lane,51.515526,-0.096292,282.5,102.5,4,1,0,0,4,carey_lane_004,carey_lane,Carey Lane,-0.096292,532191.7411101286,181340.1329178416,carey_lane,,carey_lane,carey_lane,unclassified,True,True,
n00343,Carter Lane,51.512959,-0.097257,250.5,70.5,1,4,0,0,1,carter_lane_001,carter_lane,Carter Lane,-0.097257,532132.2090096128,181052.93324337195,carter_lane,,carter_lane,carter_lane,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00344,Carter Lane,51.512899,-0.097529,264.1,84.1,2,3,0,0,2,carter_lane_002,carter_lane,Carter Lane,-0.097529,532113.5093347898,181045.77038910915,carter_lane,,carter_lane,carter_lane,unclassified,True,True,
n00345,Carter Lane,51.512876,-0.097882,277.6,97.6,3,2,0,0,3,carter_lane_003,carter_lane,Carter Lane,-0.097882,532089.0823451711,181042.57603448883,carter_lane,,carter_lane,carter_lane,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00346,Carter Lane,51.512894,-0.098101,277.6,97.6,4,1,0,0,4,carter_lane_004,carter_lane,Carter Lane,-0.098101,532073.834652681,181044.1827529761,carter_lane,,carter_lane,carter_lane,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00347,Castle Baynard Street,51.511245,-0.095572,277.1,97.1,1,6,0,0,1,castle_baynard_street_001,castle_baynard_street,Castle Baynard Street,-0.095572,532254.085265815,180865.3724296154,castle_baynard_street,,castle_baynard_street,castle_baynard_street,unclassified,True,True,
n00348,Castle Baynard Street,51.511266,-0.095844,277.7,97.7,2,5,0,0,2,castle_baynard_street_002,castle_baynard_street,Castle Baynard Street,-0.095844,532235.1506722339,180867.2165820093,castle_baynard_street,,castle_baynard_street,castle_baynard_street,unclassified,True,True,
n00349,Castle Baynard Street,51.511289,-0.096113,289.6,109.6,3,4,0,0,3,castle_baynard_street_003,castle_baynard_street,Castle Baynard Street,-0.096113,532216.4184764837,180869.288626338,castle_baynard_street,,castle_baynard_street,castle_baynard_street,unclassified,True,True,
n00350,Castle Baynard Street,51.511347,-0.096371,261.8,81.8,4,3,0,0,4,castle_baynard_street_004,castle_baynard_street,Castle Baynard Street,-0.096371,532198.3483374924,180875.27269983836,castle_baynard_street,,castle_baynard_street,castle_baynard_street,unclassified,True,True,
n00351,Castle Baynard Street,51.51132,-0.096667,274.2,94.2,5,2,0,0,5,castle_baynard_street_005,castle_baynard_street,Castle Baynard Street,-0.096667,532177.8872979579,180871.7360015036,castle_baynard_street,,castle_baynard_street,castle_baynard_street,unclassified,True,True,
n00352,Castle Baynard Street,51.511332,-0.096937,274.2,94.2,6,1,0,0,6,castle_baynard_street_006,castle_baynard_street,Castle Baynard Street,-0.096937,532159.117570993,180872.5832185166,castle_baynard_street,,castle_baynard_street,castle_baynard_street,unclassified,True,True,
n00353,Cavendish Court,51.516152,-0.080075,3.1,183.1,1,3,0,0,1,cavendish_court_001,cavendish_court,Cavendish Court,-0.080075,533315.0909401681,181439.14137313887,cavendish_court,,cavendish_court,cavendish_court,unclassified,True,True,
n00354,Cavendish Court,51.516321,-0.080061,28.0,208.0,2,2,0,0,2,cavendish_court_002,cavendish_court,Cavendish Court,-0.080061,533315.5692098981,181457.9601444073,cavendish_court,,cavendish_court,cavendish_court,unclassified,True,True,
n00355,Cavendish Court,51.516484,-0.079922,28.0,208.0,3,1,0,0,3,cavendish_court_003,cavendish_court,Cavendish Court,-0.079922,533324.7375996272,181476.3392485642,cavendish_court,,cavendish_court,cavendish_court,unclassified,True,True,
n00356,Change Alley,51.512862,-0.08641,288.4,108.4,1,2,0,0,1,change_alley_001,change_alley,Change Alley,-0.08641,532885.1258807977,181061.7710254561,change_alley,,change_alley,change_alley,unclassified,True,True,
n00357,Change Alley,51.51292,-0.086688,288.4,108.4,2,1,0,0,2,change_alley_002,change_alley,Change Alley,-0.086688,532865.667792941,181067.71644119252,change_alley,,change_alley,change_alley,unclassified,True,True,
n00358,Cheapside,51.513658,-0.091189,283.4,103.4,1,25,0,0,1,cheapside_south_001,cheapside,Cheapside,-0.091189,532551.2186378537,181141.62864537875,cheapside,,cheapside,cheapside,unclassified,True,True,
n00359,Cheapside,51.514607,-0.096809,326.6,146.6,1,5,0,0,1,cheapside_north_001,cheapside,Cheapside,-0.096809,532158.5281206036,181237.0042380157,cheapside,,cheapside,cheapside,unclassified,True,True,
n00360,Cheapside,51.513699,-0.091466,283.2,103.2,2,24,0,0,2,cheapside_south_002,cheapside,Cheapside,-0.091466,532531.8799815727,181145.68668809475,cheapside,,cheapside,cheapside,unclassified,True,True,
n00361,Cheapside,51.514784,-0.096995,330.1,150.1,2,4,0,0,2,cheapside_north_002,cheapside,Cheapside,-0.096995,532145.1108555638,181256.35157325797,cheapside,,cheapside,cheapside,unclassified,True,True,
n00362,Cheapside,51.513742,-0.091757,283.1,103.1,3,23,0,0,3,cheapside_south_003,cheapside,Cheapside,-0.091757,532511.5641660214,181149.9418801387,cheapside,,cheapside,cheapside,unclassified,True,True,
n00363,Cheapside,51.514943,-0.097142,341.9,161.9,3,3,0,0,3,cheapside_north_003,cheapside,Cheapside,-0.097142,532134.4516917396,181273.76764766945,cheapside,,cheapside,cheapside,unclassified,True,True,
n00364,Cheapside,51.513782,-0.092034,289.6,109.6,4,22,0,0,4,cheapside_south_004,cheapside,Cheapside,-0.092034,532492.228478237,181153.88886984595,cheapside,,cheapside,cheapside,unclassified,True,True,
n00365,Cheapside,51.515114,-0.097231,359.4,179.4,4,2,0,0,4,cheapside_north_004,cheapside,Cheapside,-0.097231,532127.7821285774,181292.62281460443,cheapside,,cheapside,cheapside,unclassified,True,True,
n00366,Cheapside,51.513847,-0.092327,278.6,98.6,5,21,0,0,5,cheapside_south_005,cheapside,Cheapside,-0.092327,532471.7101903404,181160.58706842,cheapside,,cheapside,cheapside,unclassified,True,True,
n00367,Cheapside,51.515245,-0.097233,359.4,179.4,5,1,0,0,5,cheapside_north_005,cheapside,Cheapside,-0.097233,532127.2645853078,181307.18681422324,cheapside,,cheapside,cheapside,unclassified,True,True,
n00368,Cheapside,51.51387,-0.09257,283.4,103.4,6,20,0,0,6,cheapside_south_006,cheapside,Cheapside,-0.09257,532454.7829452599,181162.7052456275,cheapside,,cheapside,cheapside,unclassified,True,True,
n00369,Cheapside,51.513917,-0.092883,283.0,103.0,7,19,0,0,7,cheapside_south_007,cheapside,Cheapside,-0.092883,532432.9292122048,181167.365775547,cheapside,,cheapside,cheapside,unclassified,True,True,
n00370,Cheapside,51.513953,-0.093132,287.7,107.7,8,18,0,0,8,cheapside_south_008,cheapside,Cheapside,-0.093132,532415.5480323724,181170.91887303063,cheapside,,cheapside,cheapside,unclassified,True,True,
n00371,Cheapside,51.513996,-0.093346,284.8,104.8,9,17,0,0,9,cheapside_south_009,cheapside,Cheapside,-0.093346,532400.5750695646,181175.31372177403,cheapside,,cheapside,cheapside,unclassified,True,True,
n00372,Cheapside,51.514042,-0.093627,284.7,104.7,10,16,0,0,10,cheapside_south_010,cheapside,Cheapside,-0.093627,532380.9446605124,181179.921119466,cheapside,,cheapside,cheapside,unclassified,True,True,
n00373,Cheapside,51.51409,-0.093913,283.0,103.0,11,15,0,0,11,cheapside_south_011,cheapside,Cheapside,-0.093913,532360.9615733495,181184.7419624729,cheapside,,cheapside,cheapside,unclassified,True,True,
n00374,Cheapside,51.514141,-0.094267,287.9,107.9,12,14,0,0,12,cheapside_south_012,cheapside,Cheapside,-0.094267,532336.2516812881,181189.7736225876,cheapside,,cheapside,cheapside,unclassified,True,True,
n00375,Cheapside,51.514184,-0.09448,284.6,104.6,13,13,0,0,13,cheapside_south_013,cheapside,Cheapside,-0.09448,532321.3482359444,181194.17050987715,cheapside,,cheapside,cheapside,unclassified,True,True,
n00376,Cheapside,51.514229,-0.094759,285.7,105.7,14,12,0,0,14,cheapside_south_014,cheapside,Cheapside,-0.094759,532301.8596475326,181198.67062131927,cheapside,,cheapside,cheapside,unclassified,True,True,
n00377,Cheapside,51.514278,-0.095039,285.1,105.1,15,11,0,0,15,cheapside_south_015,cheapside,Cheapside,-0.095039,532282.2901331328,181203.61381312425,cheapside,,cheapside,cheapside,unclassified,True,True,
n00378,Cheapside,51.514326,-0.095321,283.6,103.6,16,10,0,0,16,cheapside_south_016,cheapside,Cheapside,-0.095321,532262.5847851462,181208.4422649179,cheapside,,cheapside,cheapside,unclassified,True,True,
n00379,Cheapside,51.514375,-0.095642,287.1,107.1,17,9,0,0,17,cheapside_south_017,cheapside,Cheapside,-0.095642,532240.170594744,181213.31157760404,cheapside,,cheapside,cheapside,unclassified,True,True,
n00380,Cheapside,51.514421,-0.095884,285.6,105.6,18,8,0,0,18,cheapside_south_018,cheapside,Cheapside,-0.095884,532223.2464879311,181217.9899984065,cheapside,,cheapside,cheapside,unclassified,True,True,
n00381,Cheapside,51.51447,-0.096162,290.2,110.2,19,7,0,0,19,cheapside_south_019,cheapside,Cheapside,-0.096162,532203.8159042422,181222.9371009528,cheapside,,cheapside,cheapside,unclassified,True,True,
n00382,Cheapside,51.514536,-0.09645,298.8,118.8,20,6,0,0,20,cheapside_south_020,cheapside,Cheapside,-0.09645,532183.6423459562,181229.756681696,cheapside,,cheapside,cheapside,unclassified,True,True,
n00383,Cheapside,51.514634,-0.096733,316.7,136.7,21,5,0,0,21,cheapside_south_021,cheapside,Cheapside,-0.096733,532163.7232152882,181240.14386347836,cheapside,,cheapside,cheapside,unclassified,True,True,
n00384,Cheapside,51.514736,-0.096887,291.4,111.4,22,4,0,0,22,cheapside_south_022,cheapside,Cheapside,-0.096887,532152.7431102841,181251.2086925784,cheapside,,cheapside,cheapside,unclassified,True,True,
n00385,Cheapside,51.514797,-0.097135,316.5,136.5,23,3,0,0,23,cheapside_south_023,cheapside,Cheapside,-0.097135,532135.3595442456,181257.54462324613,cheapside,,cheapside,cheapside,unclassified,True,True,
n00386,Cheapside,51.514929,-0.097335,308.0,128.0,24,2,0,0,24,cheapside_south_024,cheapside,Cheapside,-0.097335,532121.1011574549,181271.86262247927,cheapside,,cheapside,cheapside,unclassified,True,True,
n00387,Cheapside,51.515068,-0.097619,308.0,128.0,25,1,0,0,25,cheapside_south_025,cheapside,Cheapside,-0.097619,532100.9944164013,181286.80756945512,cheapside,,cheapside,cheapside,unclassified,True,True,
n00388,Circus Place,51.517025,-0.086817,17.1,197.1,1,3,0,0,1,circus_place_seg1_001,circus_place,Circus Place,-0.086817,532844.782654287,181523.9705719344,circus_place,,circus_place,circus_place,unclassified,True,True,
n00389,Circus Place,51.517104,-0.086768,13.3,193.3,1,2,0,0,1,circus_place_seg2_001,circus_place,Circus Place,-0.086768,532847.9525992796,181532.8444908909,circus_place,,circus_place,circus_place,unclassified,True,True,
n00390,Circus Place,51.517199,-0.086732,13.4,193.4,2,2,0,0,2,circus_place_seg1_002,circus_place,Circus Place,-0.086732,532850.1740728738,181543.47407813356,circus_place,,circus_place,circus_place,unclassified,True,True,
n00391,Circus Place,51.517289,-0.086698,13.3,193.3,2,1,0,0,2,circus_place_seg2_002,circus_place,Circus Place,-0.086698,532852.2713137215,181553.54402365,circus_place,,circus_place,circus_place,unclassified,True,True,
n00392,Circus Place,51.517373,-0.086666,13.4,193.4,3,1,0,0,3,circus_place_seg1_003,circus_place,Circus Place,-0.086666,532854.2472310598,181562.9431242445,circus_place,,circus_place,circus_place,unclassified,True,True,
n00393,Clements Lane,51.511312,-0.087092,43.8,223.8,1,7,0,0,1,clements_lane_001,clements_lane,Clements Lane,-0.087092,532842.3096691718,180888.16934259125,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00394,Clements Lane,51.511408,-0.086945,24.1,204.1,2,6,0,0,2,clements_lane_002,clements_lane,Clements Lane,-0.086945,532852.2307751935,180899.11144923596,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00395,Clements Lane,51.51157,-0.08683,21.6,201.6,3,5,0,0,3,clements_lane_003,clements_lane,Clements Lane,-0.08683,532859.7395336875,180917.3349197962,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00396,Clements Lane,51.511733,-0.086727,23.3,203.3,4,4,0,0,4,clements_lane_004,clements_lane,Clements Lane,-0.086727,532866.4126678543,180935.6478368113,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00397,Clements Lane,51.511897,-0.086614,23.9,203.9,5,3,0,0,5,clements_lane_005,clements_lane,Clements Lane,-0.086614,532873.7767225297,180954.0901084462,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00398,Clements Lane,51.512062,-0.086497,25.7,205.7,6,2,0,0,6,clements_lane_006,clements_lane,Clements Lane,-0.086497,532881.4153630777,180972.6508521384,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00399,Clements Lane,51.512235,-0.086365,25.7,205.7,7,1,0,0,7,clements_lane_007,clements_lane,Clements Lane,-0.086365,532890.0714937252,180992.12844793068,clements_lane,,clements_lane,clements_lane,unclassified,True,True,
n00400,Clerks' Place,51.515098,-0.080346,327.7,147.7,1,7,0,0,1,clerks_place_001,clerks_place,Clerks' Place,-0.080346,533299.3632034077,181321.4402731984,clerks_place,,clerks_place,clerks_place,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00401,Clerks' Place,51.515276,-0.080526,300.5,120.5,2,6,0,0,2,clerks_place_002,clerks_place,Clerks' Place,-0.080526,533286.3550508231,181340.90678595752,clerks_place,,clerks_place,clerks_place,unclassified,True,True,
n00402,Clerks' Place,51.515371,-0.080784,263.8,83.8,3,5,0,0,3,clerks_place_003,clerks_place,Clerks' Place,-0.080784,533268.1772199452,181351.0015563065,clerks_place,,clerks_place,clerks_place,unclassified,True,True,
n00403,Clerks' Place,51.515352,-0.081063,287.0,107.0,4,4,0,0,4,clerks_place_004,clerks_place,Clerks' Place,-0.081063,533248.8748559188,181348.3810548937,clerks_place,,clerks_place,clerks_place,unclassified,True,True,
n00404,Clerks' Place,51.515405,-0.081341,291.7,111.7,5,3,0,0,5,clerks_place_005,clerks_place,Clerks' Place,-0.081341,533229.4319346929,181353.76905397297,clerks_place,,clerks_place,clerks_place,unclassified,True,True,
n00405,Clerks' Place,51.515471,-0.081605,294.8,114.8,6,2,0,0,6,clerks_place_006,clerks_place,Clerks' Place,-0.081605,533210.9225156328,181360.6282285677,clerks_place,,clerks_place,clerks_place,unclassified,True,True,
n00406,Clerks' Place,51.515548,-0.081871,294.8,114.8,7,1,0,0,7,clerks_place_007,clerks_place,Clerks' Place,-0.081871,533192.2423210726,181368.7070644672,clerks_place,,clerks_place,clerks_place,unclassified,True,True,
n00407,Cloak Lane,51.511479,-0.090816,288.4,108.4,1,8,0,0,1,cloak_lane_001,cloak_lane,Cloak Lane,-0.090816,532583.420831507,180899.99248751157,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00408,Cloak Lane,51.511532,-0.091072,286.8,106.8,2,7,0,0,2,cloak_lane_002,cloak_lane,Cloak Lane,-0.091072,532565.5035922932,180905.42286595903,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00409,Cloak Lane,51.511585,-0.091352,286.7,106.7,3,6,0,0,3,cloak_lane_003,cloak_lane,Cloak Lane,-0.091352,532545.9210688144,180910.8098743499,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00410,Cloak Lane,51.511637,-0.091627,286.8,106.8,4,5,0,0,4,cloak_lane_004,cloak_lane,Cloak Lane,-0.091627,532526.6884317242,180916.09480172937,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00411,Cloak Lane,51.511691,-0.091913,285.8,105.8,5,4,0,0,5,cloak_lane_005,cloak_lane,Cloak Lane,-0.091913,532506.6867663856,180921.5823065649,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00412,Cloak Lane,51.511737,-0.092174,283.2,103.2,6,3,0,0,6,cloak_lane_006,cloak_lane,Cloak Lane,-0.092174,532488.4430464411,180926.2254878941,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00413,Cloak Lane,51.511775,-0.092431,283.1,103.1,7,2,0,0,7,cloak_lane_007,cloak_lane,Cloak Lane,-0.092431,532470.5001039901,180929.98634497973,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00414,Cloak Lane,51.511819,-0.09273,283.1,103.1,8,1,0,0,8,cloak_lane_008,cloak_lane,Cloak Lane,-0.09273,532449.625497372,180934.33853048133,cloak_lane,,cloak_lane,cloak_lane,unclassified,True,True,
n00415,Coleman Street,51.514895,-0.090348,16.5,196.5,1,14,0,0,1,coleman_street_001,coleman_street,Coleman Street,-0.090348,532605.9821409427,181280.709136772,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00416,Coleman Street,51.515079,-0.090261,19.2,199.2,2,13,0,0,2,coleman_street_002,coleman_street,Coleman Street,-0.090261,532611.4845331155,181301.32801495437,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00417,Coleman Street,51.515257,-0.090162,31.4,211.4,3,12,0,0,3,coleman_street_003,coleman_street,Coleman Street,-0.090162,532617.8368834173,181321.30141139828,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00418,Coleman Street,51.515423,-0.09,4.9,184.9,4,11,0,0,4,coleman_street_004,coleman_street,Coleman Street,-0.09,532628.5951160549,181340.0544664862,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00419,Coleman Street,51.515605,-0.089975,15.9,195.9,5,10,0,0,5,coleman_street_005,coleman_street,Coleman Street,-0.089975,532629.8014325845,181360.33868784035,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00420,Coleman Street,51.515776,-0.089898,13.1,193.1,6,9,0,0,6,coleman_street_006,coleman_street,Coleman Street,-0.089898,532634.6475334247,181379.49384785505,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00421,Coleman Street,51.515961,-0.089829,12.3,192.3,7,8,0,0,7,coleman_street_007,coleman_street,Coleman Street,-0.089829,532638.8978998538,181400.1913673093,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00422,Coleman Street,51.51614,-0.089767,5.3,185.3,8,7,0,0,8,coleman_street_008,coleman_street,Coleman Street,-0.089767,532642.6799718407,181420.2089954975,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00423,Coleman Street,51.516318,-0.08974,1.2,181.2,9,6,0,0,9,coleman_street_009,coleman_street,Coleman Street,-0.08974,532644.0365653634,181440.0520339124,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00424,Coleman Street,51.516499,-0.089734,0.5,180.5,10,5,0,0,10,coleman_street_010,coleman_street,Coleman Street,-0.089734,532643.9274322338,181460.19064819705,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00425,Coleman Street,51.516684,-0.089732,4.7,184.7,11,4,0,0,11,coleman_street_011,coleman_street,Coleman Street,-0.089732,532643.529159806,181480.7668305616,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00426,Coleman Street,51.51686,-0.089709,10.7,190.7,12,3,0,0,12,coleman_street_012,coleman_street,Coleman Street,-0.089709,532644.614001458,181500.38022047855,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00427,Coleman Street,51.517028,-0.089658,13.0,193.0,13,2,0,0,13,coleman_street_013,coleman_street,Coleman Street,-0.089658,532647.664700143,181519.15470057947,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00428,Coleman Street,51.517205,-0.089593,13.0,193.0,14,1,0,0,14,coleman_street_014,coleman_street,Coleman Street,-0.089593,532651.6605632791,181538.95536839467,coleman_street,,coleman_street,coleman_street,unclassified,True,True,
n00429,College Hill,51.511055,-0.092196,314.6,134.6,1,6,0,0,1,college_hill_001,college_hill,College Hill,-0.092196,532488.8935747279,180850.34526332788,college_hill,,college_hill,college_hill,unclassified,True,True,
n00430,College Hill,51.511162,-0.09237,16.1,196.1,2,5,0,0,2,college_hill_002,college_hill,College Hill,-0.09237,532476.5096720214,180861.92924883,college_hill,,college_hill,college_hill,unclassified,True,True,
n00431,College Hill,51.511344,-0.092286,24.9,204.9,3,4,0,0,3,college_hill_003,college_hill,College Hill,-0.092286,532481.8107841299,180882.32012622745,college_hill,,college_hill,college_hill,unclassified,True,True,
n00432,College Hill,51.51153,-0.092148,14.7,194.7,4,3,0,0,4,college_hill_004,college_hill,College Hill,-0.092148,532490.8472383877,180903.25350313308,college_hill,,college_hill,college_hill,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00433,College Hill,51.511721,-0.092068,11.5,191.5,5,2,0,0,5,college_hill_005,college_hill,College Hill,-0.092068,532495.8445935284,180924.63798911177,college_hill,,college_hill,college_hill,unclassified,True,True,
n00434,College Hill,51.511911,-0.092006,11.5,191.5,6,1,0,0,6,college_hill_006,college_hill,College Hill,-0.092006,532499.5958151326,180945.87871515733,college_hill,,college_hill,college_hill,unclassified,True,True,
n00435,College Street,51.510791,-0.091117,306.2,126.2,1,7,0,0,1,college_street_001,college_street,College Street,-0.091117,532564.5304214049,180822.94002925587,college_street,,college_street,college_street,unclassified,True,True,
n00436,College Street,51.510914,-0.091385,295.0,115.0,2,6,0,0,2,college_street_002,college_street,College Street,-0.091385,532545.5772534705,180836.13296865247,college_street,,college_street,college_street,unclassified,True,True,
n00437,College Street,51.510991,-0.09165,290.9,110.9,3,5,0,0,3,college_street_003,college_street,College Street,-0.09165,532526.9657409315,180844.21606944024,college_street,,college_street,college_street,unclassified,True,True,
n00438,College Street,51.511051,-0.091902,271.0,91.0,4,4,0,0,4,college_street_004,college_street,College Street,-0.091902,532509.3056399904,180850.43230626135,college_street,,college_street,college_street,unclassified,True,True,
n00439,College Street,51.511055,-0.092196,266.3,86.3,5,3,0,0,5,college_street_005,college_street,College Street,-0.092196,532488.8935747279,180850.34526332788,college_street,,college_street,college_street,unclassified,True,True,
n00440,College Street,51.511045,-0.092428,286.7,106.7,6,2,0,0,6,college_street_006,college_street,College Street,-0.092428,532472.824231483,180848.81359655625,college_street,,college_street,college_street,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00441,College Street,51.511101,-0.092724,286.7,106.7,7,1,0,0,7,college_street_007,college_street,College Street,-0.092724,532452.1226846131,180854.50563838184,college_street,,college_street,college_street,unclassified,True,True,
n00442,Copthall Avenue,51.515671,-0.08668,266.4,86.4,1,13,0,0,1,copthall_avenue_001,copthall_avenue,Copthall Avenue,-0.08668,532858.2245268697,181373.6502527765,copthall_avenue,,copthall_avenue,copthall_avenue,unclassified,True,True,
