node_id,street_name,lat,lng,heading_fwd_deg,heading_rev_deg,seq_fwd,seq_rev,is_tunnel,is_bridge,_seq,source_id,folder,osm_name,lon,easting_m,northing_m,chain,chain_pos_m,street_segment,cleaned_street,typology,in_study,usable,exclude_reason
n00000,Abchurch Lane,51.511252,-0.088343,9.0,189.0,1,9,0,0,1,abchurch_lane_001,abchurch_lane,Abchurch Lane,-0.088343,532755.6784221099,180879.2289348233,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00001,Abchurch Lane,51.511398,-0.088306,24.4,204.4,2,8,0,0,2,abchurch_lane_002,abchurch_lane,Abchurch Lane,-0.088306,532757.8217085095,180895.53162548493,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00002,Abchurch Lane,51.51157,-0.088181,26.2,206.2,3,7,0,0,3,abchurch_lane_003,abchurch_lane,Abchurch Lane,-0.088181,532765.9956404839,180914.8851068247,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00003,Abchurch Lane,51.511735,-0.088052,28.3,208.3,4,6,0,0,4,abchurch_lane_004,abchurch_lane,Abchurch Lane,-0.088052,532774.467395514,180933.46743366256,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00004,Abchurch Lane,51.511911,-0.087901,7.0,187.0,5,5,0,0,5,abchurch_lane_005,abchurch_lane,Abchurch Lane,-0.087901,532784.4336607751,180953.312893,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00005,Abchurch Lane,51.512144,-0.087855,54.2,234.2,6,4,0,0,6,abchurch_lane_006,abchurch_lane,Abchurch Lane,-0.087855,532786.9485142212,180979.3065708008,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00006,Abchurch Lane,51.512236,-0.087651,28.4,208.4,7,3,0,0,7,abchurch_lane_007,abchurch_lane,Abchurch Lane,-0.087651,532800.8362546971,180989.90710999508,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00007,Abchurch Lane,51.512392,-0.087516,29.8,209.8,8,2,0,0,8,abchurch_lane_008,abchurch_lane,Abchurch Lane,-0.087516,532809.7502193698,181007.4995545717,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00008,Abchurch Lane,51.512551,-0.087371,29.8,209.8,9,1,0,0,9,abchurch_lane_009,abchurch_lane,Abchurch Lane,-0.087371,532819.349270235,181025.4437594289,abchurch_lane,,abchurch_lane,abchurch_lane,unclassified,True,True,
n00009,Abchurch Yard,51.51157,-0.088181,286.5,106.5,1,3,0,0,1,abchurch_yard_001,abchurch_yard,Abchurch Yard,-0.088181,532765.9956404839,180914.8851068247,abchurch_yard,,abchurch_yard,abchurch_yard,unclassified,True,True,
n00010,Abchurch Yard,51.511633,-0.088518,9.9,189.9,2,2,0,0,2,abchurch_yard_002,abchurch_yard,Abchurch Yard,-0.088518,532742.4287204776,180921.28006770927,abchurch_yard,,abchurch_yard,abchurch_yard,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00011,Abchurch Yard,51.511796,-0.088473,9.9,189.9,3,1,0,0,3,abchurch_yard_003,abchurch_yard,Abchurch Yard,-0.088473,532745.0777494521,180939.48770237085,abchurch_yard,,abchurch_yard,abchurch_yard,unclassified,True,True,
n00012,Adams Court,51.514666,-0.084573,252.9,72.9,1,3,0,0,1,adams_court_south_001,adams_court,Adams Court,-0.084573,533007.3381974094,181265.71563299827,adams_court,,adams_court,adams_court,unclassified,True,True,
n00013,Adams Court,51.514383,-0.084304,320.2,140.2,1,2,0,0,1,adams_court_north_001,adams_court,Adams Court,-0.084304,533026.8262655915,181234.73376575,adams_court,,adams_court,adams_court,unclassified,True,True,
n00014,Adams Court,51.514612,-0.084852,293.9,113.9,2,2,0,0,2,adams_court_south_002,adams_court,Adams Court,-0.084852,532988.1372726844,181259.2040285137,adams_court,,adams_court,adams_court,unclassified,True,True,
n00015,Adams Court,51.514499,-0.084457,320.2,140.2,2,1,0,0,2,adams_court_north_002,adams_court,Adams Court,-0.084457,533015.8728250694,181247.35541647288,adams_court,,adams_court,adams_court,unclassified,True,True,
n00016,Adams Court,51.514682,-0.085105,293.9,113.9,3,1,0,0,3,adams_court_south_003,adams_court,Adams Court,-0.085105,532970.3794634673,181266.5288647979,adams_court,,adams_court,adams_court,unclassified,True,True,
n00017,Alderman's Walk,51.516738,-0.081128,285.6,105.6,1,4,0,0,1,alderman_s_walk_001,alderman_s_walk,Alderman's Walk,-0.081128,533240.3234727185,181502.3900056429,alderman_s_walk,,alderman_s_walk,alderman_s_walk,unclassified,True,True,
n00018,Alderman's Walk,51.516785,-0.081399,287.1,107.1,2,3,0,0,2,alderman_s_walk_002,alderman_s_walk,Alderman's Walk,-0.081399,533221.3842965586,181507.12354467183,alderman_s_walk,,alderman_s_walk,alderman_s_walk,unclassified,True,True,
n00019,Alderman's Walk,51.516836,-0.081664,287.2,107.2,3,2,0,0,3,alderman_s_walk_003,alderman_s_walk,Alderman's Walk,-0.081664,533202.8497805109,181512.31287821167,alderman_s_walk,,alderman_s_walk,alderman_s_walk,unclassified,True,True,
n00020,Alderman's Walk,51.516878,-0.081884,287.2,107.2,4,1,0,0,4,alderman_s_walk_004,alderman_s_walk,Alderman's Walk,-0.081884,533187.4636557142,181516.5832880902,alderman_s_walk,,alderman_s_walk,alderman_s_walk,unclassified,True,True,
n00021,Aldermanbury,51.516259,-0.093126,71.2,251.2,1,6,0,0,1,aldermanbury_west_001,aldermanbury,Aldermanbury,-0.093126,532409.2823195222,181427.3639576701,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00022,Aldermanbury,51.515347,-0.093152,4.1,184.1,1,6,0,0,1,aldermanbury_east_001,aldermanbury,Aldermanbury,-0.093152,532410.1210650537,181325.899757597,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00023,Aldermanbury,51.516307,-0.092901,33.5,213.5,2,5,0,0,2,aldermanbury_west_002,aldermanbury,Aldermanbury,-0.092901,532424.75403724,181433.10851377115,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00024,Aldermanbury,51.515537,-0.09313,0.1,180.1,2,5,0,0,2,aldermanbury_east_002,aldermanbury,Aldermanbury,-0.09313,532411.0969289456,181347.06811297924,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00025,Aldermanbury,51.516473,-0.092726,31.9,211.9,3,4,0,0,3,aldermanbury_west_003,aldermanbury,Aldermanbury,-0.092726,532436.4146540118,181451.88466293065,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00026,Aldermanbury,51.51573,-0.09313,0.0,180.0,3,4,0,0,3,aldermanbury_east_003,aldermanbury,Aldermanbury,-0.09313,532410.5376760446,181368.53030366707,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00027,Aldermanbury,51.51662,-0.092579,27.8,207.8,4,3,0,0,4,aldermanbury_west_004,aldermanbury,Aldermanbury,-0.092579,532446.1875896233,181468.49734559213,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00028,Aldermanbury,51.515913,-0.09313,358.9,178.9,4,3,0,0,4,aldermanbury_east_004,aldermanbury,Aldermanbury,-0.09313,532410.0073985793,181388.88046433343,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00029,Aldermanbury,51.516779,-0.092445,32.6,212.6,5,2,0,0,5,aldermanbury_west_005,aldermanbury,Aldermanbury,-0.092445,532455.0237245478,181486.4209738212,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00030,Aldermanbury,51.516093,-0.093135,2.0,182.0,5,2,0,0,5,aldermanbury_east_005,aldermanbury,Aldermanbury,-0.093135,532409.1389043801,181408.88797672192,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00031,Aldermanbury,51.516942,-0.092279,32.6,212.6,6,1,0,0,6,aldermanbury_west_006,aldermanbury,Aldermanbury,-0.092279,532466.0683702676,181504.84730993383,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00032,Aldermanbury,51.516259,-0.093126,2.0,182.0,6,1,0,0,6,aldermanbury_east_006,aldermanbury,Aldermanbury,-0.093126,532409.2823195222,181427.3639576701,aldermanbury,,aldermanbury,aldermanbury,unclassified,True,True,
n00033,Aldermanbury Square,51.517009,-0.093045,18.2,198.2,1,5,0,0,1,aldermanbury_square_001,aldermanbury_square,Aldermanbury Square,-0.093045,532412.7288263845,181510.91271055385,aldermanbury_square,,aldermanbury_square,aldermanbury_square,unclassified,True,True,
n00034,Aldermanbury Square,51.51708,-0.093007,0.0,180.0,2,4,0,0,2,aldermanbury_square_002,aldermanbury_square,Aldermanbury Square,-0.093007,532415.1595249821,181518.87683405328,aldermanbury_square,,aldermanbury_square,aldermanbury_square,unclassified,True,True,
n00035,Aldermanbury Square,51.51708,-0.093007,100.4,280.4,3,3,0,0,3,aldermanbury_square_003,aldermanbury_square,Aldermanbury Square,-0.093007,532415.1595249821,181518.87683405328,aldermanbury_square,,aldermanbury_square,aldermanbury_square,unclassified,True,True,
n00036,Aldermanbury Square,51.517046,-0.092713,114.1,294.1,4,2,0,0,4,aldermanbury_square_004,aldermanbury_square,Aldermanbury Square,-0.092713,532435.6558463332,181515.627532213,aldermanbury_square,,aldermanbury_square,aldermanbury_square,unclassified,True,True,
n00037,Aldermanbury Square,51.516973,-0.09245,114.1,294.1,5,1,0,0,5,aldermanbury_square_005,aldermanbury_square,Aldermanbury Square,-0.09245,532454.1144603358,181507.98532690463,aldermanbury_square,,aldermanbury_square,aldermanbury_square,unclassified,True,True,
n00038,Aldersgate Rotunda,51.517583,-0.096442,204.1,24.1,1,8,0,0,1,aldersgate_rotunda_001,aldersgate_rotunda,Aldersgate Rotunda,-0.096442,532175.3834695956,181568.60701427364,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00039,Aldersgate Rotunda,51.517417,-0.09656,245.1,65.1,2,7,0,0,2,aldersgate_rotunda_002,aldersgate_rotunda,Aldersgate Rotunda,-0.09656,532167.6768554933,181549.93433674425,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00040,Aldersgate Rotunda,51.517335,-0.09684,273.5,93.5,3,6,0,0,3,aldersgate_rotunda_003,aldersgate_rotunda,Aldersgate Rotunda,-0.09684,532148.4876886026,181540.31041193145,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00041,Aldersgate Rotunda,51.517341,-0.096988,303.3,123.3,4,5,0,0,4,aldersgate_rotunda_004,aldersgate_rotunda,Aldersgate Rotunda,-0.096988,532138.2021207535,181540.7105909757,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00042,Aldersgate Rotunda,51.517439,-0.097226,342.6,162.6,5,4,0,0,5,aldersgate_rotunda_005,aldersgate_rotunda,Aldersgate Rotunda,-0.097226,532121.4063506545,181551.1791143469,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00043,Aldersgate Rotunda,51.517608,-0.09731,19.6,199.6,6,3,0,0,6,aldersgate_rotunda_006,aldersgate_rotunda,Aldersgate Rotunda,-0.09731,532115.0898096862,181569.82091245332,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00044,Aldersgate Rotunda,51.517771,-0.097217,45.5,225.5,7,2,0,0,7,aldersgate_rotunda_007,aldersgate_rotunda,Aldersgate Rotunda,-0.097217,532121.0707736003,181588.1147975438,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00045,Aldersgate Rotunda,51.517897,-0.097011,45.5,225.5,8,1,0,0,8,aldersgate_rotunda_008,aldersgate_rotunda,Aldersgate Rotunda,-0.097011,532134.9985089352,181602.498045166,aldersgate_rotunda,,aldersgate_rotunda,aldersgate_rotunda,unclassified,True,True,
n00046,Aldersgate Street,51.516912,-0.096869,5.7,185.7,1,3,0,0,1,aldersgate_street_west_seg1_001,aldersgate_street,Aldersgate Street,-0.096869,532147.6990139681,181493.219156633,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00047,Aldersgate Street,51.517835,-0.097116,19.4,199.4,1,4,0,0,1,aldersgate_street_west_seg2_001,aldersgate_street,Aldersgate Street,-0.097116,532127.8930013828,181595.41401128663,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00048,Aldersgate Street,51.517941,-0.096769,340.9,160.9,1,3,0,0,1,aldersgate_street_east_001,aldersgate_street,Aldersgate Street,-0.096769,532151.6609650155,181607.8276336105,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00049,Aldersgate Street,51.517097,-0.096839,4.3,184.3,2,2,0,0,2,aldersgate_street_west_seg1_002,aldersgate_street,Aldersgate Street,-0.096839,532149.24539012,181513.8458686967,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00050,Aldersgate Street,51.518068,-0.096985,353.5,173.5,2,3,0,0,2,aldersgate_street_west_seg2_002,aldersgate_street,Aldersgate Street,-0.096985,532136.3078448102,181621.56069503745,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00051,Aldersgate Street,51.518091,-0.096851,352.2,172.2,2,2,0,0,2,aldersgate_street_east_002,aldersgate_street,Aldersgate Street,-0.096851,532145.5380753425,181624.3601450001,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00052,Aldersgate Street,51.517258,-0.09682,4.3,184.3,3,1,0,0,3,aldersgate_street_west_seg1_003,aldersgate_street,Aldersgate Street,-0.09682,532150.0979801994,181531.78385802332,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00053,Aldersgate Street,51.518246,-0.097018,352.4,172.4,3,2,0,0,3,aldersgate_street_west_seg2_003,aldersgate_street,Aldersgate Street,-0.097018,532133.5035932487,181641.2953179237,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00054,Aldersgate Street,51.518272,-0.096891,352.2,172.2,3,1,0,0,3,aldersgate_street_east_003,aldersgate_street,Aldersgate Street,-0.096891,532142.2394633782,181644.41574256227,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00055,Aldersgate Street,51.518421,-0.097055,352.4,172.4,4,1,0,0,4,aldersgate_street_west_seg2_004,aldersgate_street,Aldersgate Street,-0.097055,532130.4305209942,181660.68911635445,aldersgate_street,,aldersgate_street,aldersgate_street,unclassified,True,True,
n00056,All Hallows Lane,51.509251,-0.090771,15.6,195.6,1,7,0,0,1,all_hallows_lane_001,all_hallows_lane,All Hallows Lane,-0.090771,532593.0068752469,180652.3138039871,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00057,All Hallows Lane,51.509425,-0.090693,16.9,196.9,2,6,0,0,2,all_hallows_lane_002,all_hallows_lane,All Hallows Lane,-0.090693,532597.9146601722,180671.80431559743,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00058,All Hallows Lane,51.509598,-0.09061,18.1,198.1,3,5,0,0,3,all_hallows_lane_003,all_hallows_lane,All Hallows Lane,-0.09061,532603.1722615438,180691.19268225005,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00059,All Hallows Lane,51.50977,-0.09052,18.6,198.6,4,4,0,0,4,all_hallows_lane_004,all_hallows_lane,All Hallows Lane,-0.09052,532608.9184583768,180710.4825260787,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00060,All Hallows Lane,51.509951,-0.090423,17.8,197.8,5,3,0,0,5,all_hallows_lane_005,all_hallows_lane,All Hallows Lane,-0.090423,532615.1242299135,180730.785878062,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00061,All Hallows Lane,51.510123,-0.090334,19.5,199.5,6,2,0,0,6,all_hallows_lane_006,all_hallows_lane,All Hallows Lane,-0.090334,532620.800936166,180750.07392728745,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00062,All Hallows Lane,51.510304,-0.090231,19.5,199.5,7,1,0,0,7,all_hallows_lane_007,all_hallows_lane,All Hallows Lane,-0.090231,532627.4229445185,180770.3881610621,all_hallows_lane,,all_hallows_lane,all_hallows_lane,unclassified,True,True,
n00063,Angel Court,51.514844,-0.087408,343.0,163.0,1,5,0,0,1,angel_court_001,angel_court,Angel Court,-0.087408,532810.1177924514,181280.36501412975,angel_court,,angel_court,angel_court,unclassified,True,True,
n00064,Angel Court,51.515052,-0.087509,342.9,162.9,2,4,0,0,2,angel_court_002,angel_court,Angel Court,-0.087509,532802.5055644359,181303.31208496337,angel_court,,angel_court,angel_court,unclassified,True,True,
n00065,Angel Court,51.515141,-0.087553,351.5,171.5,3,3,0,0,3,angel_court_003,angel_court,Angel Court,-0.087553,532799.1940558011,181313.1293659604,angel_court,,angel_court,angel_court,unclassified,True,True,
n00066,Angel Court,51.515333,-0.087598,353.4,173.4,4,2,0,0,4,angel_court_004,angel_court,Angel Court,-0.087598,532795.5138494514,181334.3987421796,angel_court,,angel_court,angel_court,unclassified,True,True,
n00067,Angel Court,51.515515,-0.087632,353.4,173.4,5,1,0,0,5,angel_court_005,angel_court,Angel Court,-0.087632,532792.625935849,181354.5760360644,angel_court,,angel_court,angel_court,unclassified,True,True,
n00068,Angel Lane,51.509663,-0.089265,17.2,197.2,1,2,0,0,1,angel_lane_001,angel_lane,Angel Lane,-0.089265,532696.3151705669,180700.8567390621,angel_lane,,angel_lane,angel_lane,unclassified,True,True,
n00069,Angel Lane,51.509841,-0.089177,17.2,197.2,2,1,0,0,2,angel_lane_002,angel_lane,Angel Lane,-0.089177,532701.9048021142,180720.81028835743,angel_lane,,angel_lane,angel_lane,unclassified,True,True,
n00070,Angel Street,51.515892,-0.097091,324.6,144.6,1,5,0,0,1,angel_street_001,angel_street,Angel Street,-0.097091,532135.2460717513,181379.3914156804,angel_street,,angel_street,angel_street,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00071,Angel Street,51.515982,-0.097194,304.7,124.7,2,4,0,0,2,angel_street_002,angel_street,Angel Street,-0.097194,532127.8394854123,181389.21387179097,angel_street,,angel_street,angel_street,unclassified,True,True,
n00072,Angel Street,51.516092,-0.097447,276.9,96.9,3,3,0,0,3,angel_street_003,angel_street,Angel Street,-0.097447,532109.9678391829,181400.9898149419,angel_street,,angel_street,angel_street,unclassified,True,True,
n00073,Angel Street,51.516114,-0.097737,274.7,94.7,4,2,0,0,4,angel_street_004,angel_street,Angel Street,-0.097737,532089.7835399266,181402.91321150667,angel_street,,angel_street,angel_street,unclassified,True,True,
n00074,Angel Street,51.516128,-0.098022,274.7,94.7,5,1,0,0,5,angel_street_005,angel_street,Angel Street,-0.098022,532069.9692897864,181403.9560793652,angel_street,,angel_street,angel_street,unclassified,True,True,
n00075,Arthur Street,51.509807,-0.088247,5.0,185.0,1,3,0,0,1,arthur_street_001,arthur_street,Arthur Street,-0.088247,532766.5373482445,180718.7147486837,arthur_street,,arthur_street,arthur_street,unclassified,True,True,
n00076,Arthur Street,51.50999,-0.088221,26.5,206.5,2,2,0,0,2,arthur_street_002,arthur_street,Arthur Street,-0.088221,532767.8099204032,180739.11200723491,arthur_street,,arthur_street,arthur_street,unclassified,True,True,
n00077,Arthur Street,51.510147,-0.088096,26.5,206.5,3,1,0,0,3,arthur_street_003,arthur_street,Arthur Street,-0.088096,532776.0276842444,180756.79745348083,arthur_street,,arthur_street,arthur_street,unclassified,True,True,
n00078,Austin Friars,51.514996,-0.08547,314.6,134.6,1,8,0,0,1,austin_friars_west_001,austin_friars,Austin Friars,-0.08547,532944.140867693,181300.78396847413,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00079,Austin Friars,51.51565,-0.085776,295.5,115.5,1,3,0,0,1,austin_friars_east_001,austin_friars,Austin Friars,-0.085776,532921.0071893955,181372.95528545545,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00080,Austin Friars,51.515112,-0.085658,301.4,121.4,2,7,0,0,2,austin_friars_west_002,austin_friars,Austin Friars,-0.085658,532930.7593617406,181313.34226622147,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00081,Austin Friars,51.515728,-0.086039,288.3,108.3,2,2,0,0,2,austin_friars_east_002,austin_friars,Austin Friars,-0.086039,532902.5327830147,181381.1518265165,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00082,Austin Friars,51.515207,-0.085907,2.6,182.6,3,6,0,0,3,austin_friars_west_003,austin_friars,Austin Friars,-0.085907,532913.2066432259,181323.45463210595,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00083,Austin Friars,51.515787,-0.086322,288.3,108.3,3,1,0,0,3,austin_friars_east_003,austin_friars,Austin Friars,-0.086322,532882.726049538,181387.199289508,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00084,Austin Friars,51.515382,-0.085895,15.3,195.3,4,5,0,0,4,austin_friars_west_004,austin_friars,Austin Friars,-0.085895,532913.5302215496,181342.9369258918,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00085,Austin Friars,51.51556,-0.085817,16.1,196.1,5,4,0,0,5,austin_friars_west_005,austin_friars,Austin Friars,-0.085817,532918.4243071785,181362.8726089373,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00086,Austin Friars,51.51565,-0.085776,84.0,264.0,6,3,0,0,6,austin_friars_west_006,austin_friars,Austin Friars,-0.085776,532921.0071893955,181372.95528545545,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00087,Austin Friars,51.515669,-0.085488,94.6,274.6,7,2,0,0,7,austin_friars_west_007,austin_friars,Austin Friars,-0.085488,532940.9340153533,181375.5908762013,austin_friars,,austin_friars,austin_friars,unclassified,True,True,
n00088,Austin Friars,51.515658,-0.085283,94.6,274.6,8,1,0,0,8,austin_friars_west_008,austin_friars,Austin Friars,-0.085283,532955.1893864989,181374.73977713517,austin_friars,,austin_friars,austin_friars,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00089,Bakers Hall Court,51.509549,-0.081507,122.0,302.0,1,4,0,0,1,bakers_hall_court_001,bakers_hall_court,Bakers Hall Court,-0.081507,533234.9859915967,180702.2632751889,bakers_hall_court,,bakers_hall_court,bakers_hall_court,unclassified,True,True,
n00090,Bakers Hall Court,51.509454,-0.081266,352.6,172.6,2,3,0,0,2,bakers_hall_court_002,bakers_hall_court,Bakers Hall Court,-0.081266,533251.986322425,180692.13743023825,bakers_hall_court,,bakers_hall_court,bakers_hall_court,unclassified,True,True,
n00091,Bakers Hall Court,51.509614,-0.081299,243.4,63.4,3,2,0,0,3,bakers_hall_court_003,bakers_hall_court,Bakers Hall Court,-0.081299,533249.229929101,180709.86983993457,bakers_hall_court,,bakers_hall_court,bakers_hall_court,unclassified,True,True,
n00092,Bakers Hall Court,51.509549,-0.081507,243.4,63.4,4,1,0,0,4,bakers_hall_court_004,bakers_hall_court,Bakers Hall Court,-0.081507,533234.9859915967,180702.2632751889,bakers_hall_court,,bakers_hall_court,bakers_hall_court,unclassified,True,True,
n00093,Bankside,51.508409,-0.096717,271.7,91.7,1,6,0,0,1,bankside_001,bankside,Bankside,-0.096717,532182.8364463244,180547.93379492377,bankside,,bankside,bankside,unclassified,True,True,
n00094,Bankside,51.508414,-0.096983,268.7,88.7,2,5,0,0,2,bankside_002,bankside,Bankside,-0.096983,532164.3633408585,180548.00980935607,bankside,,bankside,bankside,unclassified,True,False,"user-contributed panorama, not a Street View capture"
n00095,Bankside,51.508409,-0.097303,269.6,89.6,3,4,0,0,3,bankside_003,bankside,Bankside,-0.097303,532142.17190557,180546.87643908767,bankside,,bankside,bankside,unclassified,True,True,
n00096,Bankside,51.508408,-0.097595,271.4,91.4,4,3,0,0,4,bankside_004,bankside,Bankside,-0.097595,532121.9119180492,180546.2384841498,bankside,,bankside,bankside,unclassified,True,True,
n00097,Bankside,51.508412,-0.097885,272.2,92.2,5,2,0,0,5,bankside_005,bankside,Bankside,-0.097885,532101.7762649197,180546.16023219028,bankside,,bankside,bankside,unclassified,True,True,
n00098,Bankside,51.508419,-0.098172,272.2,92.2,6,1,0,0,6,bankside_006,bankside,Bankside,-0.098172,532081.8401256267,180546.4210788682,bankside,,bankside,bankside,unclassified,True,True,
n00099,Bartholomew Lane,51.513959,-0.087305,337.1,157.1,1,5,0,0,1,bartholomew_lane_001,bartholomew_lane,Bartholomew Lane,-0.087305,532819.8365413906,181182.1371820193,bartholomew_lane,,bartholomew_lane,bartholomew_lane,unclassified,True,True,
n00100,Bartholomew Lane,51.514128,-0.08742,336.5,156.5,2,4,0,0,2,bartholomew_lane_002,bartholomew_lane,Bartholomew Lane,-0.08742,532811.3661143774,181200.72193574643,bartholomew_lane,,bartholomew_lane,bartholomew_lane,unclassified,True,True,
n00101,Bartholomew Lane,51.514298,-0.087537,338.1,158.1,3,3,0,0,3,bartholomew_lane_003,bartholomew_lane,Bartholomew Lane,-0.087537,532802.7540702975,181219.41427950092,bartholomew_lane,,bartholomew_lane,bartholomew_lane,unclassified,True,True,
n00102,Bartholomew Lane,51.514464,-0.087643,340.5,160.5,4,2,0,0,4,bartholomew_lane_004,bartholomew_lane,Bartholomew Lane,-0.087643,532794.9169346036,181237.6817701751,bartholomew_lane,,bartholomew_lane,bartholomew_lane,unclassified,True,True,
n00103,Bartholomew Lane,51.514615,-0.087729,340.5,160.5,5,1,0,0,5,bartholomew_lane_005,bartholomew_lane,Bartholomew Lane,-0.087729,532788.5111164432,181254.31748935705,bartholomew_lane,,bartholomew_lane,bartholomew_lane,unclassified,True,True,
n00104,Basinghall Avenue,51.516827,-0.091423,56.1,236.1,1,7,0,0,1,basinghall_avenue_001,basinghall_avenue,Basinghall Avenue,-0.091423,532525.7915247339,181493.60757551595,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00105,Basinghall Avenue,51.516918,-0.091209,94.9,274.9,2,6,0,0,2,basinghall_avenue_002,basinghall_avenue,Basinghall Avenue,-0.091209,532540.3750056567,181504.11431665835,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00106,Basinghall Avenue,51.516902,-0.090916,95.0,275.0,3,5,0,0,3,basinghall_avenue_003,basinghall_avenue,Basinghall Avenue,-0.090916,532560.7498870719,181502.86536286795,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00107,Basinghall Avenue,51.516886,-0.090624,89.8,269.8,4,4,0,0,4,basinghall_avenue_004,basinghall_avenue,Basinghall Avenue,-0.090624,532581.0554014872,181501.6146803649,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00108,Basinghall Avenue,51.516887,-0.090328,89.0,269.0,5,3,0,0,5,basinghall_avenue_005,basinghall_avenue,Basinghall Avenue,-0.090328,532601.589117371,181502.2617728936,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00109,Basinghall Avenue,51.51689,-0.090031,98.5,278.5,6,2,0,0,6,basinghall_avenue_006,basinghall_avenue,Basinghall Avenue,-0.090031,532622.186407124,181503.1331654685,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00110,Basinghall Avenue,51.51686,-0.089709,98.5,278.5,7,1,0,0,7,basinghall_avenue_007,basinghall_avenue,Basinghall Avenue,-0.089709,532644.614001458,181500.38022047855,basinghall_avenue,,basinghall_avenue,basinghall_avenue,unclassified,True,True,
n00111,Basinghall Street,51.515008,-0.091084,0.7,180.7,1,15,0,0,1,basinghall_street_001,basinghall_street,Basinghall Street,-0.091084,532554.5881016583,181291.9427422328,basinghall_street,,basinghall_street,basinghall_street,unclassified,True,True,
