file,sky_share,road_share,ceiling_share,indoor,node_id
aldersgate_street/north_to_south/009_n00050_S_R.jpg,0.160327,0.313082,0.0,False,n00050
aldersgate_street/north_to_south/010_n00047_S_L.jpg,0.110378,0.165705,0.0,False,n00047
aldersgate_street/north_to_south/010_n00047_S_R.jpg,0.028339,0.32924,0.0,False,n00047
aldersgate_street/south_to_north/001_n00046_N_L.jpg,0.082648,0.302937,0.0,False,n00046
aldersgate_street/south_to_north/001_n00046_N_R.jpg,0.063396,0.330249,0.0,False,n00046
aldersgate_street/south_to_north/002_n00047_N_L.jpg,0.05625,0.310528,0.0,False,n00047
aldersgate_street/south_to_north/002_n00047_N_R.jpg,0.210698,0.378421,0.0,False,n00047
aldersgate_street/south_to_north/003_n00048_N_L.jpg,0.035331,0.221596,0.0,False,n00048
aldersgate_street/south_to_north/003_n00048_N_R.jpg,0.055037,0.262487,0.000139,False,n00048
aldersgate_street/south_to_north/004_n00049_N_L.jpg,0.115702,0.296764,0.0,False,n00049
aldersgate_street/south_to_north/004_n00049_N_R.jpg,0.135787,0.279598,0.0,False,n00049
aldersgate_street/south_to_north/005_n00050_N_L.jpg,0.039574,0.25446,0.0,False,n00050
aldersgate_street/south_to_north/005_n00050_N_R.jpg,0.202433,0.306073,0.0,False,n00050
aldersgate_street/south_to_north/006_n00051_N_L.jpg,0.067675,0.258821,0.0,False,n00051
aldersgate_street/south_to_north/006_n00051_N_R.jpg,0.080237,0.284939,0.0,False,n00051
aldersgate_street/south_to_north/007_n00052_N_L.jpg,0.113251,0.409905,0.0,False,n00052
aldersgate_street/south_to_north/007_n00052_N_R.jpg,0.017682,0.246836,2.6e-05,False,n00052
aldersgate_street/south_to_north/008_n00053_N_L.jpg,0.036037,0.28838,0.0,False,n00053
aldersgate_street/south_to_north/008_n00053_N_R.jpg,0.198336,0.276523,0.0,False,n00053
aldersgate_street/south_to_north/009_n00054_N_L.jpg,0.064931,0.27319,0.0,False,n00054
aldersgate_street/south_to_north/009_n00054_N_R.jpg,0.112727,0.31094,0.0,False,n00054
aldersgate_street/south_to_north/010_n00055_N_L.jpg,0.036794,0.324321,0.0,False,n00055
aldersgate_street/south_to_north/010_n00055_N_R.jpg,0.283181,0.297593,0.0,False,n00055
all_hallows_lane/north_to_south/001_n00062_S_L.jpg,0.045603,0.330893,0.0,False,n00062
all_hallows_lane/north_to_south/001_n00062_S_R.jpg,0.003426,0.356538,0.0,False,n00062
all_hallows_lane/north_to_south/002_n00061_S_L.jpg,0.054275,0.100655,0.0,False,n00061
all_hallows_lane/north_to_south/002_n00061_S_R.jpg,0.0,0.075164,0.0,False,n00061
all_hallows_lane/north_to_south/003_n00060_S_L.jpg,0.074693,0.102179,0.0,False,n00060
all_hallows_lane/north_to_south/003_n00060_S_R.jpg,0.007686,0.083201,0.0,False,n00060
all_hallows_lane/north_to_south/004_n00059_S_L.jpg,0.051851,0.097223,0.0,False,n00059
all_hallows_lane/north_to_south/004_n00059_S_R.jpg,0.004467,0.0828,0.0,False,n00059
all_hallows_lane/north_to_south/005_n00058_S_L.jpg,0.060492,0.085682,0.0,False,n00058
all_hallows_lane/north_to_south/005_n00058_S_R.jpg,0.007972,0.050057,0.0,False,n00058
all_hallows_lane/north_to_south/006_n00057_S_L.jpg,0.067313,0.0,0.0,False,n00057
all_hallows_lane/north_to_south/006_n00057_S_R.jpg,0.023153,0.000222,0.0,False,n00057
all_hallows_lane/north_to_south/007_n00056_S_F.jpg,0.273784,0.003058,0.0,False,n00056
all_hallows_lane/south_to_north/001_n00056_N_F.jpg,0.026657,0.001699,0.0,False,n00056
all_hallows_lane/south_to_north/002_n00057_N_L.jpg,0.014691,0.090973,0.0,False,n00057
all_hallows_lane/south_to_north/002_n00057_N_R.jpg,0.031799,0.074318,0.0,False,n00057
all_hallows_lane/south_to_north/003_n00058_N_L.jpg,0.015677,0.125305,0.0,False,n00058
all_hallows_lane/south_to_north/003_n00058_N_R.jpg,0.031599,0.046721,0.0,False,n00058
all_hallows_lane/south_to_north/004_n00059_N_L.jpg,0.012144,0.128413,0.0,False,n00059
all_hallows_lane/south_to_north/004_n00059_N_R.jpg,0.013307,0.052494,0.0,False,n00059
all_hallows_lane/south_to_north/005_n00060_N_L.jpg,0.0,0.09859,0.0,False,n00060
all_hallows_lane/south_to_north/005_n00060_N_R.jpg,0.025629,0.080216,0.0,False,n00060
all_hallows_lane/south_to_north/006_n00061_N_L.jpg,0.0,0.122296,0.0,False,n00061
all_hallows_lane/south_to_north/006_n00061_N_R.jpg,0.045961,0.110777,0.0,False,n00061
all_hallows_lane/south_to_north/007_n00062_N_L.jpg,0.001917,0.414283,0.016915,False,n00062
all_hallows_lane/south_to_north/007_n00062_N_R.jpg,0.055469,0.411461,0.0,False,n00062
angel_court/north_to_south/001_n00067_S_F.jpg,0.028008,0.0,0.0,False,n00067
angel_court/north_to_south/002_n00066_S_F.jpg,0.021121,0.0,0.0,False,n00066
angel_court/north_to_south/003_n00065_S_F.jpg,0.0,0.0,0.0,False,n00065
angel_court/north_to_south/004_n00064_S_F.jpg,0.0,0.0,0.0,False,n00064
angel_court/north_to_south/005_n00063_S_F.jpg,0.039319,0.285049,0.0,False,n00063
angel_court/south_to_north/001_n00063_N_F.jpg,0.003634,0.0,0.0,False,n00063
angel_court/south_to_north/002_n00064_N_F.jpg,0.013387,0.0,0.0,False,n00064
angel_court/south_to_north/003_n00065_N_F.jpg,0.004198,0.000129,0.0,False,n00065
angel_court/south_to_north/004_n00066_N_F.jpg,0.023773,0.0,0.0,False,n00066
angel_court/south_to_north/005_n00067_N_F.jpg,0.002238,0.0,0.0,False,n00067
angel_lane/north_to_south/001_n00069_S_L.jpg,0.054262,0.000255,0.0,False,n00069
angel_lane/north_to_south/001_n00069_S_R.jpg,0.007869,0.0,0.002708,False,n00069
angel_lane/north_to_south/002_n00068_S_F.jpg,0.038072,0.0,0.0,False,n00068
angel_lane/south_to_north/001_n00068_N_F.jpg,0.023801,0.0,0.0,False,n00068
