file,ground_share,tunnel_share,off_street,reason,node_id
monkwell_square/north_to_south/008_n01176_S_R.jpg,0.17299499999999998,0.0,False,,n01176
monkwell_square/north_to_south/009_n01180_E_L.jpg,0.805088,0.0,False,,n01180
monkwell_square/north_to_south/009_n01180_E_R.jpg,0.181942,0.0,False,,n01180
monkwell_square/north_to_south/010_n01177_E_L.jpg,0.815081,0.0,False,,n01177
monkwell_square/north_to_south/010_n01177_E_R.jpg,0.8139409999999999,0.0,False,,n01177
monkwell_square/south_to_north/001_n01175_N_L.jpg,0.176534,0.0,False,,n01175
monkwell_square/south_to_north/001_n01175_N_R.jpg,0.659186,0.0,False,,n01175
monkwell_square/south_to_north/002_n01176_N_L.jpg,0.308121,0.0,False,,n01176
monkwell_square/south_to_north/002_n01176_N_R.jpg,0.322446,0.0,False,,n01176
monkwell_square/south_to_north/003_n01177_W_L.jpg,0.840349,0.0,False,,n01177
monkwell_square/south_to_north/003_n01177_W_R.jpg,0.7968259999999999,0.0,False,,n01177
monkwell_square/south_to_north/004_n01178_N_L.jpg,0.176534,0.0,False,,n01178
monkwell_square/south_to_north/004_n01178_N_R.jpg,0.659186,0.0,False,,n01178
monkwell_square/south_to_north/005_n01179_N_L.jpg,0.2627,0.0,False,,n01179
monkwell_square/south_to_north/005_n01179_N_R.jpg,0.553297,0.0,False,,n01179
monkwell_square/south_to_north/006_n01180_W_L.jpg,0.140583,0.0,False,,n01180
monkwell_square/south_to_north/006_n01180_W_R.jpg,0.758807,0.0,False,,n01180
monkwell_square/south_to_north/007_n01181_N_L.jpg,0.2627,0.0,False,,n01181
monkwell_square/south_to_north/007_n01181_N_R.jpg,0.553297,0.0,False,,n01181
monkwell_square/south_to_north/008_n01182_W_L.jpg,0.117346,0.0,False,,n01182
monkwell_square/south_to_north/008_n01182_W_R.jpg,0.210793,0.0,False,,n01182
monkwell_square/south_to_north/009_n01183_N_L.jpg,0.761314,0.0,False,,n01183
