node_id,heading,path,pano_date,on_target
n00481,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00481_180.jpg,2022-07,False
n00481,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00481_270.jpg,2022-07,False
n00482,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00482_000.jpg,2023-04,False
n00482,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00482_090.jpg,2023-04,False
n00482,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00482_180.jpg,2023-04,False
n00482,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00482_270.jpg,2023-04,False
n00483,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00483_000.jpg,2023-04,False
n00483,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00483_090.jpg,2023-04,False
n00483,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00483_180.jpg,2023-04,False
n00483,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00483_270.jpg,2023-04,False
n00484,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00484_000.jpg,2018-07,False
n00484,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00484_090.jpg,2018-07,False
n00484,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00484_180.jpg,2018-07,False
n00484,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00484_270.jpg,2018-07,False
n00485,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00485_000.jpg,2022-05,False
n00485,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00485_090.jpg,2022-05,False
n00485,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00485_180.jpg,2022-05,False
n00485,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00485_270.jpg,2022-05,False
n00486,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00486_000.jpg,2022-05,False
n00486,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00486_090.jpg,2022-05,False
n00486,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00486_180.jpg,2022-05,False
n00486,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00486_270.jpg,2022-05,False
n00487,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00487_000.jpg,2018-05,False
n00487,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00487_090.jpg,2018-05,False
n00487,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00487_180.jpg,2018-05,False
n00487,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00487_270.jpg,2018-05,False
n00488,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00488_000.jpg,2022-05,False
n00488,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00488_090.jpg,2022-05,False
n00488,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00488_180.jpg,2022-05,False
n00488,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00488_270.jpg,2022-05,False
n00489,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00489_000.jpg,2018-01,False
n00489,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00489_090.jpg,2018-01,False
n00489,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00489_180.jpg,2018-01,False
n00489,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00489_270.jpg,2018-01,False
n00490,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00490_000.jpg,2018-04,False
n00490,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00490_090.jpg,2018-04,False
n00490,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00490_180.jpg,2018-04,False
n00490,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00490_270.jpg,2018-04,False
n00491,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00491_000.jpg,2018-01,False
n00491,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00491_090.jpg,2018-01,False
n00491,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00491_180.jpg,2018-01,False
n00491,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00491_270.jpg,2018-01,False
n00492,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00492_000.jpg,2022-05,False
n00492,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00492_090.jpg,2022-05,False
n00492,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00492_180.jpg,2022-05,False
n00492,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00492_270.jpg,2022-05,False
n00493,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00493_000.jpg,2019-08,False
n00493,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00493_090.jpg,2019-08,False
n00493,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00493_180.jpg,2019-08,False
n00493,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00493_270.jpg,2019-08,False
n00494,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00494_000.jpg,2016-06,False
n00494,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00494_090.jpg,2016-06,False
n00494,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00494_180.jpg,2016-06,False
n00494,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00494_270.jpg,2016-06,False
n00495,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00495_000.jpg,2021-05,False
n00495,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00495_090.jpg,2021-05,False
n00495,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00495_180.jpg,2021-05,False
n00495,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00495_270.jpg,2021-05,False
n00496,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00496_000.jpg,2021-05,False
n00496,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00496_090.jpg,2021-05,False
n00496,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00496_180.jpg,2021-05,False
n00496,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00496_270.jpg,2021-05,False
n00497,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00497_000.jpg,2021-05,False
n00497,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00497_090.jpg,2021-05,False
n00497,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00497_180.jpg,2021-05,False
n00497,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00497_270.jpg,2021-05,False
n00498,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00498_000.jpg,2018-05,False
n00498,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00498_090.jpg,2018-05,False
n00498,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00498_180.jpg,2018-05,False
n00498,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00498_270.jpg,2018-05,False
n00499,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00499_000.jpg,2020-01,False
n00499,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00499_090.jpg,2020-01,False
n00499,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00499_180.jpg,2020-01,False
n00499,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00499_270.jpg,2020-01,False
n00500,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00500_000.jpg,2022-07,False
n00500,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00500_090.jpg,2022-07,False
n00500,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00500_180.jpg,2022-07,False
n00500,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00500_270.jpg,2022-07,False
n00501,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00501_000.jpg,2022-07,False
n00501,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00501_090.jpg,2022-07,False
n00501,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00501_180.jpg,2022-07,False
n00501,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00501_270.jpg,2022-07,False
n00502,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00502_000.jpg,2022-07,False
n00502,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00502_090.jpg,2022-07,False
n00502,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00502_180.jpg,2022-07,False
n00502,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00502_270.jpg,2022-07,False
n00503,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00503_000.jpg,2022-07,False
n00503,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00503_090.jpg,2022-07,False
n00503,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00503_180.jpg,2022-07,False
n00503,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00503_270.jpg,2022-07,False
n00504,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00504_000.jpg,2022-07,False
n00504,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00504_090.jpg,2022-07,False
n00504,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00504_180.jpg,2022-07,False
n00504,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00504_270.jpg,2022-07,False
n00505,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00505_000.jpg,2022-07,False
n00505,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00505_090.jpg,2022-07,False
n00505,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00505_180.jpg,2022-07,False
n00505,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00505_270.jpg,2022-07,False
n00506,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00506_000.jpg,2022-07,False
n00506,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00506_090.jpg,2022-07,False
n00506,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00506_180.jpg,2022-07,False
n00506,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00506_270.jpg,2022-07,False
n00507,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00507_000.jpg,2022-07,False
n00507,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00507_090.jpg,2022-07,False
n00507,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00507_180.jpg,2022-07,False
n00507,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00507_270.jpg,2022-07,False
n00508,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00508_000.jpg,2024-06,False
n00508,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00508_090.jpg,2024-06,False
n00508,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00508_180.jpg,2024-06,False
n00508,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00508_270.jpg,2024-06,False
n00509,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00509_000.jpg,2022-05,False
n00509,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00509_090.jpg,2022-05,False
n00509,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00509_180.jpg,2022-05,False
n00509,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00509_270.jpg,2022-05,False
n00510,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00510_000.jpg,2021-01,False
n00510,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00510_090.jpg,2021-01,False
n00510,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00510_180.jpg,2021-01,False
n00510,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00510_270.jpg,2021-01,False
n00511,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00511_000.jpg,2021-01,False
n00511,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00511_090.jpg,2021-01,False
n00511,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00511_180.jpg,2021-01,False
n00511,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00511_270.jpg,2021-01,False
n00512,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00512_000.jpg,2021-01,False
n00512,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00512_090.jpg,2021-01,False
n00512,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00512_180.jpg,2021-01,False
n00512,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00512_270.jpg,2021-01,False
n00513,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00513_000.jpg,2023-11,False
n00513,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00513_090.jpg,2023-11,False
n00513,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00513_180.jpg,2023-11,False
n00513,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00513_270.jpg,2023-11,False
n00514,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00514_000.jpg,2024-10,False
n00514,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00514_090.jpg,2024-10,False
n00514,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00514_180.jpg,2024-10,False
n00514,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00514_270.jpg,2024-10,False
n00515,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00515_000.jpg,2025-08,False
n00515,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00515_090.jpg,2025-08,False
n00515,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00515_180.jpg,2025-08,False
n00515,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00515_270.jpg,2025-08,False
n00516,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00516_000.jpg,2018-06,False
n00516,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00516_090.jpg,2018-06,False
n00516,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00516_180.jpg,2018-06,False
n00516,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00516_270.jpg,2018-06,False
n00517,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00517_000.jpg,2025-08,False
n00517,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00517_090.jpg,2025-08,False
n00517,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00517_180.jpg,2025-08,False
n00517,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00517_270.jpg,2025-08,False
n00518,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00518_000.jpg,2018-06,False
n00518,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00518_090.jpg,2018-06,False
n00518,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00518_180.jpg,2018-06,False
n00518,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00518_270.jpg,2018-06,False
n00519,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00519_000.jpg,2020-01,False
n00519,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00519_090.jpg,2020-01,False
n00519,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00519_180.jpg,2020-01,False
n00519,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00519_270.jpg,2020-01,False
n00520,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00520_000.jpg,2025-06,False
n00520,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00520_090.jpg,2025-06,False
n00520,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00520_180.jpg,2025-06,False
n00520,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00520_270.jpg,2025-06,False
n00521,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00521_000.jpg,2012-05,False
n00521,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00521_090.jpg,2012-05,False
n00521,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00521_180.jpg,2012-05,False
n00521,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00521_270.jpg,2012-05,False
n00522,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00522_000.jpg,2025-08,False
n00522,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00522_090.jpg,2025-08,False
n00522,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00522_180.jpg,2025-08,False
n00522,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00522_270.jpg,2025-08,False
n00523,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00523_000.jpg,2022-07,False
n00523,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00523_090.jpg,2022-07,False
n00523,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00523_180.jpg,2022-07,False
n00523,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00523_270.jpg,2022-07,False
n00524,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00524_000.jpg,2025-08,False
n00524,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00524_090.jpg,2025-08,False
n00524,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00524_180.jpg,2025-08,False
n00524,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00524_270.jpg,2025-08,False
n00525,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00525_000.jpg,2021-12,False
n00525,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00525_090.jpg,2021-12,False
n00525,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00525_180.jpg,2021-12,False
n00525,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00525_270.jpg,2021-12,False
n00526,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00526_000.jpg,2025-08,False
n00526,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00526_090.jpg,2025-08,False
n00526,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00526_180.jpg,2025-08,False
n00526,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00526_270.jpg,2025-08,False
n00527,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00527_000.jpg,2021-06,False
n00527,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00527_090.jpg,2021-06,False
n00527,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00527_180.jpg,2021-06,False
n00527,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00527_270.jpg,2021-06,False
n00528,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00528_000.jpg,2025-08,False
n00528,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00528_090.jpg,2025-08,False
n00528,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00528_180.jpg,2025-08,False
n00528,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00528_270.jpg,2025-08,False
n00529,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00529_000.jpg,2025-08,False
n00529,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00529_090.jpg,2025-08,False
n00529,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00529_180.jpg,2025-08,False
n00529,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00529_270.jpg,2025-08,False
n00530,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00530_000.jpg,2025-08,False
n00530,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00530_090.jpg,2025-08,False
n00530,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00530_180.jpg,2025-08,False
n00530,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00530_270.jpg,2025-08,False
n00531,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00531_000.jpg,2025-08,False
n00531,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00531_090.jpg,2025-08,False
n00531,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00531_180.jpg,2025-08,False
n00531,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00531_270.jpg,2025-08,False
n00532,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00532_000.jpg,2025-08,False
n00532,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00532_090.jpg,2025-08,False
n00532,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00532_180.jpg,2025-08,False
n00532,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00532_270.jpg,2025-08,False
n00533,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00533_000.jpg,2025-08,False
n00533,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00533_090.jpg,2025-08,False
n00533,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00533_180.jpg,2025-08,False
n00533,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00533_270.jpg,2025-08,False
n00534,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00534_000.jpg,2022-07,False
n00534,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00534_090.jpg,2022-07,False
n00534,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00534_180.jpg,2022-07,False
n00534,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00534_270.jpg,2022-07,False
n00535,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00535_000.jpg,2025-08,False
n00535,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00535_090.jpg,2025-08,False
n00535,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00535_180.jpg,2025-08,False
n00535,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00535_270.jpg,2025-08,False
n00536,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00536_000.jpg,2025-08,False
n00536,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00536_090.jpg,2025-08,False
n00536,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00536_180.jpg,2025-08,False
n00536,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00536_270.jpg,2025-08,False
n00537,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00537_000.jpg,2024-10,False
n00537,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00537_090.jpg,2024-10,False
n00537,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00537_180.jpg,2024-10,False
n00537,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00537_270.jpg,2024-10,False
n00538,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00538_000.jpg,2024-10,False
n00538,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00538_090.jpg,2024-10,False
n00538,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00538_180.jpg,2024-10,False
n00538,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00538_270.jpg,2024-10,False
n00539,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00539_000.jpg,2024-10,False
n00539,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00539_090.jpg,2024-10,False
n00539,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00539_180.jpg,2024-10,False
n00539,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00539_270.jpg,2024-10,False
n00540,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00540_000.jpg,2024-10,False
n00540,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00540_090.jpg,2024-10,False
n00540,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00540_180.jpg,2024-10,False
n00540,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00540_270.jpg,2024-10,False
n00541,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00541_000.jpg,2018-10,False
n00541,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00541_090.jpg,2018-10,False
n00541,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00541_180.jpg,2018-10,False
n00541,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00541_270.jpg,2018-10,False
n00542,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00542_000.jpg,2023-04,False
n00542,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00542_090.jpg,2023-04,False
n00542,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00542_180.jpg,2023-04,False
n00542,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00542_270.jpg,2023-04,False
n00543,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00543_000.jpg,2024-02,False
n00543,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00543_090.jpg,2024-02,False
n00543,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00543_180.jpg,2024-02,False
n00543,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00543_270.jpg,2024-02,False
n00544,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00544_000.jpg,2024-02,False
n00544,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00544_090.jpg,2024-02,False
n00544,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00544_180.jpg,2024-02,False
n00544,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00544_270.jpg,2024-02,False
n00545,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00545_000.jpg,2023-04,False
n00545,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00545_090.jpg,2023-04,False
n00545,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00545_180.jpg,2023-04,False
n00545,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00545_270.jpg,2023-04,False
n00546,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00546_000.jpg,2022-07,False
n00546,90,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00546_090.jpg,2022-07,False
n00546,180,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00546_180.jpg,2022-07,False
n00546,270,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00546_270.jpg,2022-07,False
n00547,0,C:\Users\lumic\Documents\murrayhill\data\london\raw\svi\n00547_000.jpg,2022-07,False
