node_id,osm_name,street_category,chain,chain_pos_m,lat,lon,typology,northing_m,easting_m,along_dist,cross_dist,n_images,directions,name_resolved,excluded_by_pattern,collides_m,intersection_dup,axis_mismatch,frame_ok,nearest_img_m,nearest_img_node,reusable
2nd_avenue_012,2nd Avenue,2nd_avenue,2nd_avenue#0,219.26772081500806,40.746507,-73.974626,avenue_secondary,235.80630133047077,691.7077956714763,-108.4274339407908,234.89203120798535,2,Northbound/Southbound,True,False,22.470004346712837,False,False,True,22.743058466129234,n00075,False
2nd_avenue_013,2nd Avenue,2nd_avenue,2nd_avenue#0,239.14856455624866,40.746664,-73.974511,avenue_secondary,255.68702646050048,691.7764700322713,-88.47273252206678,234.9289477640745,2,Northbound/Southbound,True,False,2.8167585571098526,True,False,False,2.7920339213491396,n00075,True
2nd_avenue_014,2nd Avenue,2nd_avenue,2nd_avenue#0,259.08517047529614,40.746822,-73.974397,avenue_secondary,275.6235460314056,691.7177932028176,-68.46182455123031,234.8382042762169,2,Northbound/Southbound,True,False,17.427015079866557,False,False,True,2.7842382156038417,n00074,True
2nd_avenue_015,2nd Avenue,2nd_avenue,2nd_avenue#0,279.02177639376566,40.74698,-73.974283,avenue_secondary,295.5600656017297,691.6591163723157,-48.45091658097532,234.74746078731025,2,Northbound/Southbound,True,False,37.34172052170207,False,False,True,2.7768003030088155,n00073,True
2nd_avenue_016,2nd Avenue,2nd_avenue,2nd_avenue#0,298.999187680214,40.747138,-73.974168,avenue_secondary,315.5374711939425,691.6741998778239,-28.399088490212677,234.73053914995089,2,Northbound/Southbound,True,False,21.086325462091484,False,False,True,2.7283557869472372,n00072,True
2nd_avenue_017,2nd Avenue,2nd_avenue,2nd_avenue#0,318.93579359926144,40.747296,-73.974054,avenue_secondary,335.47399076484766,691.6155230483703,-8.38818051937622,234.6397956620933,2,Northbound/Southbound,True,False,7.430050398777613,False,False,True,2.720704846288123,n00071,True
2nd_avenue_018,2nd Avenue,2nd_avenue,2nd_avenue#0,338.7756333593015,40.747453,-73.97394,avenue_secondary,355.31382987298866,691.610437073155,11.52560077884013,234.60289036663508,2,Northbound/Southbound,True,False,21.35497074284216,False,False,True,2.8104839633825573,n00070,True
2nd_avenue_019,2nd Avenue,2nd_avenue,2nd_avenue#0,358.712239277771,40.747611,-73.973826,avenue_secondary,375.25034944331276,691.5517602426531,31.53650874909509,234.5121468777284,2,Northbound/Southbound,True,False,40.65241803581638,False,False,True,2.802802455153807,n00069,True
2nd_avenue_020,2nd Avenue,2nd_avenue,2nd_avenue#0,378.6488451962406,40.747769,-73.973712,avenue_secondary,395.1868690136369,691.4930834121512,51.54741671935006,234.42140338882172,2,Northbound/Southbound,True,False,22.400859289118458,False,False,True,2.795411519141943,n00068,True
2nd_avenue_021,2nd Avenue,2nd_avenue,2nd_avenue#0,398.6262564832707,40.747927,-73.973597,avenue_secondary,415.1642746064307,691.5081669187077,71.59924481069422,234.40448175251143,2,Northbound/Southbound,True,False,9.47141901848831,False,False,True,2.74707103188341,n00067,True
